journal_entry_id,gl_account_number,amount,debit_amount,credit_amount
AC2400099,1120040,-17.02,0.0,17.02
AC2400100,42300070,11.82,11.82,0.0
AC2400100,1120130,-11.82,0.0,11.82
AC2400101,42300070,16.65,16.65,0.0
AC2400101,1120040,-16.65,0.0,16.65
AC2400102,42300070,28.21,28.21,0.0
AC2400102,1120040,-28.21,0.0,28.21
AC2400103,42300070,25.24,25.24,0.0
AC2400103,1120040,-25.24,0.0,25.24
AC2400104,42300070,25.24,25.24,0.0
AC2400104,1120040,-25.24,0.0,25.24
AC2400105,42300070,25.24,25.24,0.0
AC2400105,1120040,-25.24,0.0,25.24
AC2400106,42300070,26.99,26.99,0.0
AC2400106,1120040,-26.99,0.0,26.99
AC2400107,42300070,25.24,25.24,0.0
AC2400107,1120040,-25.24,0.0,25.24
AC2400108,42300070,25.07,25.07,0.0
AC2400108,1120040,-25.07,0.0,25.07
AC2400109,42300070,45.63,45.63,0.0
AC2400109,1120040,-45.63,0.0,45.63
AC2400110,42300070,46.41,46.41,0.0
AC2400110,1120040,-46.41,0.0,46.41
AC2400111,42300070,26.7,26.7,0.0
AC2400111,1120040,-26.7,0.0,26.7
AC2400112,42300070,44.27,44.27,0.0
AC2400112,1120040,-44.27,0.0,44.27
AC2400113,42300070,30.8,30.8,0.0
AC2400113,1120040,-30.8,0.0,30.8
AC2400114,42300070,19.22,19.22,0.0
AC2400114,1120040,-19.22,0.0,19.22
AC2400115,42300070,30.8,30.8,0.0
AC2400115,1120040,-30.8,0.0,30.8
AC2400116,42300070,30.24,30.24,0.0
AC2400116,1120040,-30.24,0.0,30.24
AC2400117,42300070,25.24,25.24,0.0
AC2400117,1120040,-25.24,0.0,25.24
AC2400118,42300070,25.24,25.24,0.0
AC2400118,1120040,-25.24,0.0,25.24
AC2400119,42300070,25.24,25.24,0.0
AC2400119,1120040,-25.24,0.0,25.24
AC2400120,42300070,51.39,51.39,0.0
AC2400120,1120040,-51.39,0.0,51.39
AC2400121,42300070,25.24,25.24,0.0
AC2400121,1120040,-25.24,0.0,25.24
AC2400122,42300070,26.99,26.99,0.0
AC2400122,1120040,-26.99,0.0,26.99
AC2400123,42300070,31.61,31.61,0.0
AC2400123,1120040,-31.61,0.0,31.61
AC2400124,42300070,47.88,47.88,0.0
AC2400124,1120040,-47.88,0.0,47.88
AC2400125,42300070,30.8,30.8,0.0
AC2400125,1120040,-30.8,0.0,30.8
AC2400126,42300070,24.95,24.95,0.0
AC2400126,1120040,-24.95,0.0,24.95
AC2400127,42300070,257.75,257.75,0.0
AC2400127,1120040,-257.75,0.0,257.75
AC2400128,42300070,25.24,25.24,0.0
AC2400128,1120040,-25.24,0.0,25.24
AC2400129,42300070,25.24,25.24,0.0
AC2400129,1120040,-25.24,0.0,25.24
AC2400130,42300070,31.29,31.29,0.0
AC2400130,1120040,-31.29,0.0,31.29
AC2400131,42300070,25.24,25.24,0.0
AC2400131,1120040,-25.24,0.0,25.24
AC2400132,42300070,25.24,25.24,0.0
AC2400132,1120040,-25.24,0.0,25.24
AC2400133,42300070,30.58,30.58,0.0
AC2400133,1120040,-30.58,0.0,30.58
AC2400134,42300070,25.24,25.24,0.0
AC2400134,1120040,-25.24,0.0,25.24
AC2400135,42300070,31.29,31.29,0.0
AC2400135,1120040,-31.29,0.0,31.29
AC2400136,42300070,8.47,8.47,0.0
AC2400136,1120130,-8.47,0.0,8.47
AC2400137,42300070,16.75,16.75,0.0
AC2400137,1120040,-16.75,0.0,16.75
AC2400138,42300070,41.25,41.25,0.0
AC2400138,1120130,-41.25,0.0,41.25
AC2400139,42300070,15.02,15.02,0.0
AC2400139,1120040,-15.02,0.0,15.02
AC2400140,42300070,19.22,19.22,0.0
AC2400140,1120040,-19.22,0.0,19.22
AC2400141,42300070,19.1,19.1,0.0
AC2400141,1120040,-19.1,0.0,19.1
AC2400142,42300070,21.96,21.96,0.0
AC2400142,1120040,-21.96,0.0,21.96
AC2400143,42300070,25.25,25.25,0.0
AC2400143,1120040,-25.25,0.0,25.25
AC2400144,42300070,48.35,48.35,0.0
AC2400144,1120130,-48.35,0.0,48.35
AC2400145,42300070,50.0,50.0,0.0
AC2400145,1120130,-50.0,0.0,50.0
AC2400146,42300070,20.43,20.43,0.0
AC2400146,1120040,-20.43,0.0,20.43
AC2400147,42300070,20.83,20.83,0.0
AC2400147,1120040,-20.83,0.0,20.83
AC2400148,42300070,17.05,17.05,0.0
AC2400148,1120040,-17.05,0.0,17.05
AC2400149,42300070,17.8,17.8,0.0
AC2400149,1120040,-17.8,0.0,17.8
AC2400150,42300070,17.1,17.1,0.0
AC2400150,1120040,-17.1,0.0,17.1
AC2400151,42300070,10.75,10.75,0.0
AC2400151,1120040,-10.75,0.0,10.75
AC2400152,42300070,40.25,40.25,0.0
AC2400152,1120040,-40.25,0.0,40.25
AC2400153,42300070,15.58,15.58,0.0
AC2400153,1120040,-15.58,0.0,15.58
AC2400154,42300070,1.75,1.75,0.0
AC2400154,1120050,-1.75,0.0,1.75
AC2400155,42300070,19.86,19.86,0.0
AC2400155,1120040,-19.86,0.0,19.86
AC2400156,42300070,23.6,23.6,0.0
AC2400156,1120040,-23.6,0.0,23.6
AC2400157,42300070,5.24,5.24,0.0
AC2400157,1120040,-5.24,0.0,5.24
AC2400158,42300070,19.78,19.78,0.0
AC2400158,1120040,-19.78,0.0,19.78
AC2400159,42300070,39.37,39.37,0.0
AC2400159,1120130,-39.37,0.0,39.37
AC2400160,42300070,6.25,6.25,0.0
AC2400160,1120130,-6.25,0.0,6.25
AC2400161,42300070,6.65,6.65,0.0
AC2400161,1120130,-6.65,0.0,6.65
AC2400162,42300070,34.62,34.62,0.0
AC2400162,1120130,-34.62,0.0,34.62
AC2400163,42300070,145.13,145.13,0.0
AC2400163,1120130,-145.13,0.0,145.13
AC2400164,42300070,8.17,8.17,0.0
AC2400164,1120040,-8.17,0.0,8.17
AC2400165,42300070,23.28,23.28,0.0
AC2400165,1120040,-23.28,0.0,23.28
AC2400166,42300070,24.95,24.95,0.0
AC2400166,1120040,-24.95,0.0,24.95
AC2400167,42300070,6.77,6.77,0.0
AC2400167,1120130,-6.77,0.0,6.77
AC2400168,42300070,21.25,21.25,0.0
AC2400168,1120040,-21.25,0.0,21.25
AC2400169,42300070,20.25,20.25,0.0
AC2400169,1120040,-20.25,0.0,20.25
AC2400170,42300070,19.9,19.9,0.0
AC2400170,1120040,-19.9,0.0,19.9
AC2400171,42300070,100.0,100.0,0.0
AC2400171,1120130,-100.0,0.0,100.0
AC2400172,42300070,13.7,13.7,0.0
AC2400172,1120040,-13.7,0.0,13.7
AC2400173,42300070,16.75,16.75,0.0
AC2400173,1120040,-16.75,0.0,16.75
AC2400174,42300070,29.65,29.65,0.0
AC2400174,1120130,-29.65,0.0,29.65
AC2400175,42300070,10.42,10.42,0.0
AC2400175,1120130,-10.42,0.0,10.42
AC2400176,42300070,7.65,7.65,0.0
AC2400176,1120130,-7.65,0.0,7.65
AC2400177,42300070,25.58,25.58,0.0
AC2400177,1120040,-25.58,0.0,25.58
AC2400178,42300070,20.0,20.0,0.0
AC2400178,1120040,-20.0,0.0,20.0
AC2400179,42300070,25.81,25.81,0.0
AC2400179,1120040,-25.81,0.0,25.81
AC2400180,42300070,19.25,19.25,0.0
AC2400180,1120040,-19.25,0.0,19.25
AC2400181,42300070,14.0,14.0,0.0
AC2400181,1120040,-14.0,0.0,14.0
AC2400182,42300070,35.76,35.76,0.0
AC2400182,1120040,-35.76,0.0,35.76
AC2400183,42300070,19.55,19.55,0.0
AC2400183,1120040,-19.55,0.0,19.55
AC2400184,42300070,51.09,51.09,0.0
AC2400184,1120040,-51.09,0.0,51.09
AC2400185,42300070,25.52,25.52,0.0
AC2400185,1120040,-25.52,0.0,25.52
AC2400186,42300070,24.95,24.95,0.0
AC2400186,1120040,-24.95,0.0,24.95
AC2400187,42300070,35.04,35.04,0.0
AC2400187,1120040,-35.04,0.0,35.04
AC2400188,42300070,29.69,29.69,0.0
AC2400188,1120040,-29.69,0.0,29.69
AC2400189,42300070,50.18,50.18,0.0
AC2400189,1120040,-50.18,0.0,50.18
AC2400190,42300070,19.67,19.67,0.0
AC2400190,1120040,-19.67,0.0,19.67
AC2400191,42300070,41.42,41.42,0.0
AC2400191,1120040,-41.42,0.0,41.42
AC2400192,42300070,48.83,48.83,0.0
AC2400192,1120040,-48.83,0.0,48.83
AC2400193,42300070,28.75,28.75,0.0
AC2400193,1120040,-28.75,0.0,28.75
AC2400194,42300070,27.41,27.41,0.0
AC2400194,1120040,-27.41,0.0,27.41
AC2400195,42300070,22.45,22.45,0.0
AC2400195,1120040,-22.45,0.0,22.45
AC2400196,42300070,28.0,28.0,0.0
AC2400196,1120040,-28.0,0.0,28.0
AC2400197,42300070,27.17,27.17,0.0
AC2400197,1120040,-27.17,0.0,27.17
AC2400198,42300070,11.0,11.0,0.0
AC2400198,1120040,-11.0,0.0,11.0
AC2400199,42300070,9.64,9.64,0.0
AC2400199,1120130,-9.64,0.0,9.64
AC2400200,42300070,23.33,23.33,0.0
AC2400200,1120040,-23.33,0.0,23.33
AC2400201,42300070,39.17,39.17,0.0
AC2400201,1120040,-39.17,0.0,39.17
AC2400202,42300070,26.47,26.47,0.0
AC2400202,1120040,-26.47,0.0,26.47
AC2400203,42300070,41.67,41.67,0.0
AC2400203,1120040,-41.67,0.0,41.67
AC2400204,42300070,30.83,30.83,0.0
AC2400204,1120040,-30.83,0.0,30.83
AC2400205,42300070,31.67,31.67,0.0
AC2400205,1120040,-31.67,0.0,31.67
AC2400206,42300070,40.42,40.42,0.0
AC2400206,1120040,-40.42,0.0,40.42
AC2400207,42300070,22.17,22.17,0.0
AC2400207,1120040,-22.17,0.0,22.17
AC2400208,42300070,21.25,21.25,0.0
AC2400208,1120040,-21.25,0.0,21.25
AC2400209,42300070,21.25,21.25,0.0
AC2400209,1120040,-21.25,0.0,21.25
AC2400210,42300070,27.86,27.86,0.0
AC2400210,1120040,-27.86,0.0,27.86
AC2400211,42300070,23.42,23.42,0.0
AC2400211,1120040,-23.42,0.0,23.42
AC2400212,42300070,40.92,40.92,0.0
AC2400212,1120040,-40.92,0.0,40.92
AC2400213,42300070,39.17,39.17,0.0
AC2400213,1120040,-39.17,0.0,39.17
AC2400214,42300070,16.67,16.67,0.0
AC2400214,1120040,-16.67,0.0,16.67
AC2400215,42300070,21.67,21.67,0.0
AC2400215,1120040,-21.67,0.0,21.67
AC2400216,42300070,29.17,29.17,0.0
AC2400216,1120040,-29.17,0.0,29.17
AC2400217,42300070,47.19,47.19,0.0
AC2400217,1120040,-47.19,0.0,47.19
AC2400218,42300070,1.36,1.36,0.0
AC2400218,1120040,-1.36,0.0,1.36
AC2400219,42300070,34.14,34.14,0.0
AC2400219,1120130,-34.14,0.0,34.14
AC2400220,42300070,18.59,18.59,0.0
AC2400220,1120040,-18.59,0.0,18.59
AC2400221,42300070,31.27,31.27,0.0
AC2400221,1120040,-31.27,0.0,31.27
AC2400222,42300070,22.96,22.96,0.0
AC2400222,1120040,-22.96,0.0,22.96
AC2400223,42300070,27.92,27.92,0.0
AC2400223,1120040,-27.92,0.0,27.92
AC2400224,42300070,33.28,33.28,0.0
AC2400224,1120040,-33.28,0.0,33.28
AC2400225,42300070,23.58,23.58,0.0
AC2400225,1120040,-23.58,0.0,23.58
AC2400226,42300070,1.59,1.59,0.0
AC2400226,1120040,-1.59,0.0,1.59
AC2400227,42300070,0.58,0.58,0.0
AC2400227,1120040,-0.58,0.0,0.58
AC2400228,42300070,3.8,3.8,0.0
AC2400228,1120040,-3.8,0.0,3.8
AC2400229,42300070,40.0,40.0,0.0
AC2400229,1120040,-40.0,0.0,40.0
AC2400230,42300070,28.0,28.0,0.0
AC2400230,1120040,-28.0,0.0,28.0
AC2400231,42300070,23.17,23.17,0.0
AC2400231,1120040,-23.17,0.0,23.17
AC2400232,42300070,39.25,39.25,0.0
AC2400232,1120040,-39.25,0.0,39.25
AC2400233,42300070,39.75,39.75,0.0
AC2400233,1120040,-39.75,0.0,39.75
AC2400234,42300070,2.5,2.5,0.0
AC2400234,1120040,-2.5,0.0,2.5
AC2400235,42300070,22.1,22.1,0.0
AC2400235,1120040,-22.1,0.0,22.1
AC2400236,42300070,10.53,10.53,0.0
AC2400236,1120040,-10.53,0.0,10.53
AC2400237,42300070,28.28,28.28,0.0
AC2400237,1120130,-28.28,0.0,28.28
AC2400238,42300070,30.33,30.33,0.0
AC2400238,1120040,-30.33,0.0,30.33
AC2400239,42300070,28.17,28.17,0.0
AC2400239,1120040,-28.17,0.0,28.17
AC2400240,42300070,40.42,40.42,0.0
AC2400240,1120040,-40.42,0.0,40.42
AC2400241,42300070,31.85,31.85,0.0
AC2400241,1120040,-31.85,0.0,31.85
AC2400242,42300070,42.69,42.69,0.0
AC2400242,1120040,-42.69,0.0,42.69
AC2400243,42300070,27.17,27.17,0.0
AC2400243,1120040,-27.17,0.0,27.17
AC2400244,42300070,30.79,30.79,0.0
AC2400244,1120040,-30.79,0.0,30.79
AC2400245,42300070,42.05,42.05,0.0
AC2400245,1120040,-42.05,0.0,42.05
AC2400246,42300070,40.33,40.33,0.0
AC2400246,1120020,-40.33,0.0,40.33
AC2400247,42300070,27.17,27.17,0.0
AC2400247,1120020,-27.17,0.0,27.17
AC2400248,42300070,40.42,40.42,0.0
AC2400248,1120040,-40.42,0.0,40.42
AC2400249,42300070,5.22,5.22,0.0
AC2400249,1120040,-5.22,0.0,5.22
AC2400250,42300070,5.74,5.74,0.0
AC2400250,1120040,-5.74,0.0,5.74
AC2400251,42300070,7.54,7.54,0.0
AC2400251,1120040,-7.54,0.0,7.54
AC2400252,42300070,5.24,5.24,0.0
AC2400252,1120040,-5.24,0.0,5.24
AC2400253,42300070,5.22,5.22,0.0
AC2400253,1120040,-5.22,0.0,5.22
AC2400254,42300070,28.83,28.83,0.0
AC2400254,1120040,-28.83,0.0,28.83
AC2400255,42300070,32.26,32.26,0.0
AC2400255,1120040,-32.26,0.0,32.26
AC2400256,42300070,25.24,25.24,0.0
AC2400256,1120040,-25.24,0.0,25.24
AC2400257,42300070,45.52,45.52,0.0
AC2400257,1120040,-45.52,0.0,45.52
AC2400258,42300070,30.53,30.53,0.0
AC2400258,1120040,-30.53,0.0,30.53
AC2400259,42300070,49.33,49.33,0.0
AC2400259,1120040,-49.33,0.0,49.33
AC2400260,42300070,33.27,33.27,0.0
AC2400260,1120040,-33.27,0.0,33.27
AC2400261,42300070,24.83,24.83,0.0
AC2400261,1120040,-24.83,0.0,24.83
AC2400262,42300070,31.66,31.66,0.0
AC2400262,1120040,-31.66,0.0,31.66
AC2400263,42300070,23.33,23.33,0.0
AC2400263,1120040,-23.33,0.0,23.33
AC2400264,42300070,23.33,23.33,0.0
AC2400264,1120040,-23.33,0.0,23.33
AC2400265,42300070,28.75,28.75,0.0
AC2400265,1120040,-28.75,0.0,28.75
AC2400266,42300070,18.4,18.4,0.0
AC2400266,1120040,-18.4,0.0,18.4
AC2400267,42300070,60.16,60.16,0.0
AC2400267,1120040,-60.16,0.0,60.16
AC2400268,42300070,14.0,14.0,0.0
AC2400268,1120040,-14.0,0.0,14.0
AC2400269,42300070,40.42,40.42,0.0
AC2400269,1120040,-40.42,0.0,40.42
AC2400270,42300070,22.17,22.17,0.0
AC2400270,1120040,-22.17,0.0,22.17
AC2400271,42300070,39.87,39.87,0.0
AC2400271,1120040,-39.87,0.0,39.87
AC2400272,42300070,37.88,37.88,0.0
AC2400272,1120040,-37.88,0.0,37.88
AC2400273,1320020,-19.44,0.0,19.44
AC2400273,71600050,19.44,19.44,0.0
AC2400274,1120130,-71.61,0.0,71.61
AC2400274,42300070,71.61,71.61,0.0
AC2400275,71700040,1060.0,1060.0,0.0
AC2400275,21210230,-1060.0,0.0,1060.0
AC2400276,71700040,1060.0,1060.0,0.0
AC2400276,21210230,-1060.0,0.0,1060.0
AC2400277,42300070,54.83,54.83,0.0
AC2400277,1120040,-54.83,0.0,54.83
AC2400278,21210180,-250.0,0.0,250.0
AC2400278,48100090,250.0,250.0,0.0
AC2400279,21210180,-2599.63,0.0,2599.63
AC2400279,48100090,2599.63,2599.63,0.0
AC2400280,48100090,1333.35,1333.35,0.0
AC2400280,21210160,-1333.35,0.0,1333.35
AC2400281,42300070,38.5,38.5,0.0
AC2400281,1120040,-38.5,0.0,38.5
AC2400282,42300070,38.84,38.84,0.0
AC2400282,1120040,-38.84,0.0,38.84
AC2400283,1120020,-366.77,0.0,366.77
AC2400283,42300070,366.77,366.77,0.0
AC2400284,42300070,55.83,55.83,0.0
AC2400284,1120040,-55.83,0.0,55.83
AC2400285,42300070,55.83,55.83,0.0
AC2400285,1120040,-55.83,0.0,55.83
AC2400286,1120130,-16.21,0.0,16.21
AC2400286,42300070,16.21,16.21,0.0
AC2400287,42300070,12.83,12.83,0.0
AC2400287,1120040,-12.83,0.0,12.83
AC2400288,1120130,-11.74,0.0,11.74
AC2400288,42300070,11.74,11.74,0.0
AC2400289,42300070,26.25,26.25,0.0
AC2400289,1120040,-26.25,0.0,26.25
AC2400290,42300070,52.08,52.08,0.0
AC2400290,1120040,-52.08,0.0,52.08
AC2400291,71600050,102.54,102.54,0.0
AC2400291,12400100,-102.54,0.0,102.54
AC2400292,42300070,10.29,10.29,0.0
AC2400292,1120040,-10.29,0.0,10.29
AC2400293,42300070,3.39,3.39,0.0
AC2400293,1120040,-3.39,0.0,3.39
AC2400294,42300070,32.5,32.5,0.0
AC2400294,1120040,-32.5,0.0,32.5
AC2400295,42300070,38.33,38.33,0.0
AC2400295,1120040,-38.33,0.0,38.33
AC2400296,12400010,-323.08,0.0,323.08
AC2400296,72100060,323.08,323.08,0.0
AC2400297,42300070,28.31,28.31,0.0
AC2400297,1120040,-28.31,0.0,28.31
AC2400298,42300070,27.65,27.65,0.0
AC2400298,1120040,-27.65,0.0,27.65
AC2400299,42300070,27.65,27.65,0.0
AC2400299,1120040,-27.65,0.0,27.65
AC2400300,42300070,22.42,22.42,0.0
AC2400300,1120040,-22.42,0.0,22.42
AC2400301,42300070,22.49,22.49,0.0
AC2400301,1120040,-22.49,0.0,22.49
AC2400302,42300070,22.82,22.82,0.0
AC2400302,1120040,-22.82,0.0,22.82
AC2400303,42300070,24.04,24.04,0.0
AC2400303,1120040,-24.04,0.0,24.04
AC2400304,42300070,20.22,20.22,0.0
AC2400304,1120040,-20.22,0.0,20.22
AC2400305,42300070,20.65,20.65,0.0
AC2400305,1120040,-20.65,0.0,20.65
AC2400306,42300070,38.0,38.0,0.0
AC2400306,1120040,-38.0,0.0,38.0
AC2400307,42300070,39.25,39.25,0.0
AC2400307,1120040,-39.25,0.0,39.25
AC2400308,42300070,23.75,23.75,0.0
AC2400308,1120040,-23.75,0.0,23.75
