journal_entry_id,posting_date,fiscal_year,prepared_by
100000088,,2024,PARNEDO
100000089,,2024,PARNEDO
100000090,,2024,PARNEDO
100000091,,2024,PARNEDO
100000092,,2024,PARNEDO
100000093,,2024,PARNEDO
100000094,,2024,PARNEDO
100000095,,2024,PARNEDO
100000096,,2024,PARNEDO
100000097,,2024,PARNEDO
100000098,,2024,PARNEDO
100000099,,2024,PARNEDO
100000100,,2024,PARNEDO
100000101,,2024,PARNEDO
100000102,,2024,PARNEDO
100000103,,2024,PARNEDO
100000104,,2024,PARNEDO
100000105,,2024,PARNEDO
100000106,,2024,PARNEDO
100000107,,2024,PARNEDO
100000108,,2024,PARNEDO
100000109,,2024,PARNEDO
100000110,,2024,PARNEDO
100000111,,2024,PARNEDO
100000112,,2024,PARNEDO
100000113,,2024,PARNEDO
100000114,,2024,PARNEDO
100000116,,2024,PARNEDO
100000117,,2024,PARNEDO
100000118,,2024,PARNEDO
100000119,,2024,PARNEDO
100000120,,2024,PARNEDO
100000121,,2024,PARNEDO
100000122,,2024,PARNEDO
100000123,,2024,PARNEDO
100000124,,2024,PARNEDO
100000125,,2024,PARNEDO
100000126,,2024,PARNEDO
100000127,,2024,PARNEDO
100000128,,2024,PARNEDO
100000129,,2024,PARNEDO
100000141,04/01/2024,2024,MRAMOS
100000142,04/01/2024,2024,MRAMOS
100000143,,2024,PARNEDO
100000144,,2024,PARNEDO
100000145,,2024,PARNEDO
100000146,,2024,PARNEDO
100000147,,2024,PARNEDO
100000148,,2024,PARNEDO
100000149,,2024,PARNEDO
100000150,,2024,PARNEDO
100000151,,2024,PARNEDO
100000152,,2024,PARNEDO
100000153,,2024,PARNEDO
100000154,,2024,PARNEDO
100000155,,2024,PARNEDO
100000156,,2024,PARNEDO
100000157,,2024,PARNEDO
100000158,,2024,PARNEDO
100000159,,2024,PARNEDO
100000160,,2024,PARNEDO
100000161,,2024,PARNEDO
100000162,,2024,PARNEDO
100000163,,2024,PARNEDO
100000164,,2024,PARNEDO
100000165,,2024,PARNEDO
100000166,,2024,PARNEDO
100000167,,2024,PARNEDO
100000168,,2024,PARNEDO
100000169,,2024,PARNEDO
100000170,,2024,PARNEDO
100000171,,2024,PARNEDO
100000172,,2024,PARNEDO
100000173,,2024,PARNEDO
100000174,,2024,PARNEDO
100000175,,2024,PARNEDO
100000176,,2024,PARNEDO
100000177,,2024,PARNEDO
100000178,,2024,PARNEDO
100000179,,2024,PARNEDO
100000180,,2024,PARNEDO
100000181,,2024,PARNEDO
100000182,,2024,PARNEDO
100000183,,2024,PARNEDO
100000184,,2024,PARNEDO
100000185,,2024,PARNEDO
100000186,,2024,PARNEDO
100000187,,2024,PARNEDO
100000188,,2024,PARNEDO
100000189,,2024,PARNEDO
100000190,,2024,PARNEDO
100000191,,2024,PARNEDO
100000192,,2024,PARNEDO
100000193,,2024,PARNEDO
100000194,,2024,PARNEDO
100000195,,2024,PARNEDO
100000196,,2024,PARNEDO
100000197,,2024,PARNEDO
100000198,,2024,PARNEDO
100000199,,2024,PARNEDO
100000200,,2024,PARNEDO
100000201,,2024,PARNEDO
100000202,,2024,PARNEDO
100000203,,2024,PARNEDO
100000204,,2024,PARNEDO
100000205,,2024,PARNEDO
100000206,,2024,PARNEDO
100000207,,2024,PARNEDO
100000208,,2024,PARNEDO
100000209,,2024,PARNEDO
100000210,,2024,PARNEDO
100000211,,2024,PARNEDO
100000212,,2024,PARNEDO
100000213,,2024,PARNEDO
100000214,,2024,PARNEDO
100000215,,2024,PARNEDO
100000216,,2024,PARNEDO
100000217,,2024,PARNEDO
100000218,,2024,PARNEDO
100000219,,2024,PARNEDO
100000220,,2024,PARNEDO
100000221,,2024,PARNEDO
100000222,,2024,PARNEDO
100000223,,2024,PARNEDO
100000224,,2024,PARNEDO
100000225,,2024,PARNEDO
100000226,,2024,PARNEDO
100000227,,2024,PARNEDO
100000228,,2024,PARNEDO
100000229,,2024,PARNEDO
100000230,,2024,PARNEDO
100000231,,2024,PARNEDO
100000232,,2024,PARNEDO
100000233,,2024,PARNEDO
100000234,,2024,PARNEDO
100000235,,2024,PARNEDO
100000236,,2024,PARNEDO
100000237,,2024,PARNEDO
100000238,,2024,PARNEDO
100000239,,2024,PARNEDO
100000240,,2024,PARNEDO
100000241,,2024,PARNEDO
100000242,,2024,PARNEDO
100000243,,2024,PARNEDO
100000244,,2024,PARNEDO
100000245,,2024,PARNEDO
100000246,,2024,PARNEDO
100000247,,2024,PARNEDO
100000248,,2024,PARNEDO
100000249,,2024,PARNEDO
100000250,,2024,PARNEDO
100000251,,2024,PARNEDO
100000252,,2024,PARNEDO
100000253,,2024,PARNEDO
100000254,,2024,PARNEDO
100000255,,2024,PARNEDO
100000256,,2024,PARNEDO
100000257,,2024,PARNEDO
100000258,,2024,PARNEDO
100000259,,2024,PARNEDO
100000260,,2024,PARNEDO
100000261,,2024,PARNEDO
100000262,,2024,PARNEDO
100000263,,2024,PARNEDO
100000264,,2024,PARNEDO
100000265,,2024,PARNEDO
100000266,,2024,PARNEDO
100000267,,2024,PARNEDO
100000268,,2024,PARNEDO
100000269,,2024,PARNEDO
100000270,,2024,PARNEDO
100000271,,2024,PARNEDO
100000272,,2024,PARNEDO
100000273,,2024,PARNEDO
100000274,,2024,PARNEDO
100000275,,2024,PARNEDO
100000276,,2024,PARNEDO
100000277,,2024,PARNEDO
100000278,,2024,PARNEDO
100000279,,2024,PARNEDO
100000280,,2024,PARNEDO
100000281,,2024,PARNEDO
100000282,,2024,PARNEDO
100000283,,2024,PARNEDO
100000284,,2024,PARNEDO
100000285,,2024,PARNEDO
100000286,,2024,PARNEDO
100000287,,2024,PARNEDO
100000288,,2024,PARNEDO
100000289,,2024,PARNEDO
100000290,,2024,PARNEDO
100000291,,2024,PARNEDO
100000292,,2024,PARNEDO
100000293,,2024,PARNEDO
100000294,,2024,PARNEDO
100000295,,2024,PARNEDO
100000296,,2024,PARNEDO
100000297,,2024,PARNEDO
100000298,,2024,PARNEDO
100000299,,2024,PARNEDO
100000300,,2024,PARNEDO
100000301,,2024,PARNEDO
100000302,,2024,PARNEDO
100000303,,2024,PARNEDO
100000304,,2024,PARNEDO
100000305,,2024,PARNEDO
100000306,,2024,PARNEDO
100000307,,2024,PARNEDO
100000308,,2024,PARNEDO
100000309,,2024,PARNEDO
100000310,,2024,PARNEDO
100000311,,2024,PARNEDO
100000312,,2024,PARNEDO
100000313,,2024,PARNEDO
100000314,,2024,PARNEDO
100000315,,2024,PARNEDO
100000316,,2024,PARNEDO
100000317,,2024,PARNEDO
100000318,,2024,PARNEDO
100000319,,2024,PARNEDO
100000320,,2024,PARNEDO
100000321,,2024,PARNEDO
100000322,,2024,PARNEDO
100000323,,2024,PARNEDO
100000324,,2024,PARNEDO
100000325,,2024,PARNEDO
100000326,,2024,PARNEDO
100000327,,2024,PARNEDO
100000328,,2024,PARNEDO
100000329,,2024,PARNEDO
100000330,,2024,PARNEDO
100000331,,2024,PARNEDO
100000332,,2024,PARNEDO
100000333,,2024,PARNEDO
100000334,,2024,PARNEDO
100000335,,2024,PARNEDO
100000336,,2024,PARNEDO
100000337,,2024,PARNEDO
100000338,,2024,PARNEDO
100000339,,2024,PARNEDO
100000340,,2024,PARNEDO
100000341,,2024,PARNEDO
100000342,,2024,PARNEDO
100000343,,2024,PARNEDO
100000344,,2024,PARNEDO
100000345,,2024,PARNEDO
100000346,,2024,PARNEDO
100000347,,2024,PARNEDO
100000348,,2024,PARNEDO
100000349,,2024,PARNEDO
100000350,,2024,PARNEDO
100000351,,2024,PARNEDO
100000352,,2024,PARNEDO
100000353,,2024,PARNEDO
100000354,,2024,PARNEDO
100000355,,2024,PARNEDO
100000356,,2024,PARNEDO
100000357,,2024,PARNEDO
100000358,,2024,PARNEDO
100000359,,2024,PARNEDO
100000360,,2024,PARNEDO
100000361,,2024,PARNEDO
100000362,,2024,PARNEDO
100000363,,2024,PARNEDO
100000364,,2024,PARNEDO
100000365,,2024,PARNEDO
100000366,,2024,PARNEDO
100000367,,2024,PARNEDO
100000368,,2024,PARNEDO
100000369,,2024,PARNEDO
100000370,,2024,PARNEDO
100000371,,2024,PARNEDO
100000372,,2024,PARNEDO
100000373,,2024,PARNEDO
100000374,,2024,PARNEDO
100000375,,2024,PARNEDO
100000376,,2024,PARNEDO
100000377,,2024,PARNEDO
100000378,,2024,PARNEDO
100000379,,2024,PARNEDO
100000380,,2024,PARNEDO
100000381,,2024,PARNEDO
100000382,,2024,PARNEDO
100000383,,2024,PARNEDO
100000384,,2024,PARNEDO
100000385,,2024,PARNEDO
100000386,,2024,PARNEDO
100000387,,2024,PARNEDO
100000388,,2024,PARNEDO
100000389,,2024,PARNEDO
100000390,,2024,PARNEDO
100000391,,2024,PARNEDO
100000392,,2024,PARNEDO
100000393,,2024,PARNEDO
100000394,,2024,PARNEDO
100000395,,2024,PARNEDO
100000396,,2024,PARNEDO
100000397,,2024,PARNEDO
100000398,,2024,PARNEDO
100000399,,2024,PARNEDO
100000400,,2024,PARNEDO
100000401,,2024,PARNEDO
100000402,,2024,PARNEDO
100000403,,2024,PARNEDO
100000404,,2024,PARNEDO
100000405,,2024,PARNEDO
100000406,,2024,PARNEDO
100000407,,2024,PARNEDO
100000408,,2024,PARNEDO
100000409,,2024,PARNEDO
100000410,,2024,PARNEDO
100000411,,2024,PARNEDO
100000412,,2024,PARNEDO
100000413,,2024,PARNEDO
100000414,,2024,PARNEDO
100000415,,2024,PARNEDO
100000416,,2024,PARNEDO
100000417,,2024,PARNEDO
100000418,,2024,PARNEDO
100000419,,2024,PARNEDO
100000420,,2024,PARNEDO
100000421,,2024,PARNEDO
100000422,,2024,PARNEDO
100000423,,2024,PARNEDO
100000424,,2024,PARNEDO
100000425,,2024,PARNEDO
100000426,,2024,PARNEDO
100000427,,2024,PARNEDO
100000428,,2024,PARNEDO
100000429,,2024,PARNEDO
100000430,,2024,PARNEDO
100000431,,2024,PARNEDO
100000432,,2024,PARNEDO
100000433,,2024,PARNEDO
100000434,,2024,PARNEDO
100000435,,2024,PARNEDO
100000436,,2024,PARNEDO
100000437,,2024,PARNEDO
100000438,,2024,PARNEDO
100000439,,2024,PARNEDO
100000440,,2024,PARNEDO
100000441,,2024,PARNEDO
100000442,,2024,PARNEDO
100000443,,2024,PARNEDO
100000444,,2024,PARNEDO
100000445,,2024,PARNEDO
100000446,,2024,PARNEDO
100000447,,2024,PARNEDO
100000448,,2024,PARNEDO
100000449,,2024,PARNEDO
100000450,,2024,PARNEDO
100000451,,2024,PARNEDO
100000452,,2024,PARNEDO
100000453,,2024,PARNEDO
100000454,,2024,PARNEDO
100000455,,2024,PARNEDO
100000456,,2024,PARNEDO
100000457,,2024,PARNEDO
100000458,,2024,PARNEDO
100000459,,2024,PARNEDO
100000460,,2024,PARNEDO
100000461,,2024,PARNEDO
100000462,,2024,PARNEDO
100000463,,2024,PARNEDO
100000464,,2024,PARNEDO
100000465,,2024,PARNEDO
100000466,,2024,PARNEDO
100000467,,2024,PARNEDO
100000468,,2024,PARNEDO
100000469,,2024,PARNEDO
100000470,,2024,PARNEDO
100000471,,2024,PARNEDO
100000472,,2024,PARNEDO
100000473,,2024,PARNEDO
100000474,,2024,PARNEDO
100000475,,2024,PARNEDO
100000476,,2024,PARNEDO
100000477,,2024,PARNEDO
100000478,,2024,PARNEDO
100000479,,2024,PARNEDO
100000480,,2024,PARNEDO
100000481,,2024,PARNEDO
100000482,,2024,PARNEDO
100000483,,2024,PARNEDO
100000484,,2024,PARNEDO
100000485,,2024,PARNEDO
100000486,,2024,PARNEDO
100000487,,2024,PARNEDO
100000488,,2024,PARNEDO
100000489,,2024,PARNEDO
100000490,,2024,PARNEDO
100000491,,2024,PARNEDO
100000492,,2024,PARNEDO
100000493,,2024,PARNEDO
100000494,,2024,PARNEDO
100000495,,2024,PARNEDO
100000496,,2024,PARNEDO
100000497,,2024,PARNEDO
100000498,,2024,PARNEDO
100000499,,2024,PARNEDO
100000500,,2024,PARNEDO
100000501,,2024,PARNEDO
100000502,,2024,PARNEDO
100000503,,2024,PARNEDO
100000504,,2024,PARNEDO
100000505,,2024,PARNEDO
100000506,,2024,PARNEDO
100000507,,2024,PARNEDO
100000508,,2024,PARNEDO
100000509,,2024,PARNEDO
100000510,,2024,PARNEDO
100000511,,2024,PARNEDO
100000512,,2024,PARNEDO
100000513,,2024,PARNEDO
100000514,,2024,PARNEDO
100000515,,2024,PARNEDO
100000516,,2024,PARNEDO
100000517,,2024,PARNEDO
100000518,,2024,PARNEDO
100000519,,2024,PARNEDO
100000520,,2024,PARNEDO
100000521,,2024,PARNEDO
100000522,,2024,PARNEDO
100000523,,2024,PARNEDO
100000524,,2024,PARNEDO
100000525,,2024,PARNEDO
100000526,,2024,PARNEDO
100000527,,2024,PARNEDO
100000528,,2024,PARNEDO
100000529,,2024,PARNEDO
100000530,,2024,PARNEDO
100000531,,2024,PARNEDO
100000532,,2024,PARNEDO
100000533,,2024,PARNEDO
100000534,,2024,PARNEDO
100000535,,2024,PARNEDO
100000536,,2024,PARNEDO
100000537,,2024,PARNEDO
100000538,,2024,PARNEDO
100000539,,2024,PARNEDO
100000540,,2024,PARNEDO
100000541,,2024,PARNEDO
100000542,,2024,PARNEDO
100000543,,2024,PARNEDO
100000544,,2024,PARNEDO
100000545,,2024,PARNEDO
100000546,,2024,PARNEDO
100000547,,2024,PARNEDO
100000548,,2024,PARNEDO
100000549,,2024,PARNEDO
100000550,,2024,PARNEDO
100000551,,2024,PARNEDO
100000552,,2024,PARNEDO
100000553,,2024,PARNEDO
100000554,,2024,PARNEDO
100000555,,2024,PARNEDO
100000556,,2024,PARNEDO
100000557,,2024,PARNEDO
100000558,,2024,PARNEDO
100000559,,2024,PARNEDO
100000560,,2024,PARNEDO
100000561,,2024,PARNEDO
100000562,,2024,PARNEDO
100000563,,2024,PARNEDO
100000564,,2024,PARNEDO
100000565,,2024,PARNEDO
100000566,,2024,PARNEDO
100000567,,2024,PARNEDO
100000568,,2024,PARNEDO
100000569,,2024,PARNEDO
100000570,,2024,PARNEDO
100000571,,2024,PARNEDO
100000572,,2024,PARNEDO
100000573,,2024,PARNEDO
100000574,,2024,PARNEDO
100000575,,2024,PARNEDO
100000576,,2024,PARNEDO
100000577,,2024,PARNEDO
100000578,,2024,PARNEDO
100000579,,2024,PARNEDO
100000580,,2024,PARNEDO
100000581,,2024,PARNEDO
100000582,,2024,PARNEDO
100000583,,2024,PARNEDO
100000584,,2024,PARNEDO
100000585,,2024,PARNEDO
100000586,,2024,PARNEDO
100000587,,2024,PARNEDO
100000588,,2024,PARNEDO
100000589,,2024,PARNEDO
100000590,,2024,PARNEDO
100000591,,2024,PARNEDO
100000592,,2024,PARNEDO
100000593,,2024,PARNEDO
100000594,,2024,PARNEDO
100000595,,2024,PARNEDO
100000596,,2024,PARNEDO
100000597,,2024,PARNEDO
100000598,,2024,PARNEDO
100000599,,2024,PARNEDO
100000600,,2024,PARNEDO
100000602,,2024,PARNEDO
100000603,,2024,PARNEDO
100000604,,2024,PARNEDO
100000605,,2024,PARNEDO
100000606,,2024,PARNEDO
100000607,,2024,PARNEDO
100000608,,2024,PARNEDO
100000609,,2024,PARNEDO
100000610,,2024,PARNEDO
100000611,,2024,PARNEDO
100000612,,2024,PARNEDO
100000613,,2024,PARNEDO
100000614,,2024,PARNEDO
100000615,,2024,PARNEDO
100000616,,2024,PARNEDO
100000617,,2024,PARNEDO
100000618,,2024,PARNEDO
100000619,,2024,PARNEDO
100000620,,2024,PARNEDO
100000621,,2024,PARNEDO
100000622,,2024,PARNEDO
100000623,,2024,PARNEDO
100000624,,2024,PARNEDO
100000625,,2024,PARNEDO
100000626,,2024,PARNEDO
100000627,,2024,PARNEDO
100000628,,2024,PARNEDO
100000629,,2024,PARNEDO
100000630,,2024,PARNEDO
100000631,,2024,PARNEDO
100000632,,2024,PARNEDO
100000633,,2024,PARNEDO
100000634,,2024,PARNEDO
100000635,,2024,PARNEDO
100000636,,2024,PARNEDO
100000637,,2024,PARNEDO
100000638,,2024,PARNEDO
100000639,,2024,PARNEDO
100000640,,2024,PARNEDO
100000641,,2024,PARNEDO
100000642,,2024,PARNEDO
100000643,,2024,PARNEDO
100000644,,2024,PARNEDO
100000645,,2024,PARNEDO
100000646,,2024,PARNEDO
100000647,,2024,PARNEDO
100000648,,2024,PARNEDO
100000649,,2024,PARNEDO
100000650,,2024,PARNEDO
100000651,,2024,PARNEDO
100000652,,2024,PARNEDO
100000653,,2024,PARNEDO
100000654,,2024,PARNEDO
100000655,,2024,PARNEDO
100000656,,2024,PARNEDO
100000657,,2024,PARNEDO
100000658,,2024,PARNEDO
100000659,,2024,PARNEDO
100000660,,2024,PARNEDO
100000661,,2024,PARNEDO
100000662,,2024,PARNEDO
100000663,,2024,PARNEDO
100000664,,2024,PARNEDO
100000665,,2024,PARNEDO
100000666,,2024,PARNEDO
100000667,,2024,PARNEDO
100000668,,2024,PARNEDO
100000669,,2024,PARNEDO
100000670,,2024,PARNEDO
100000671,,2024,PARNEDO
100000672,,2024,PARNEDO
100000673,,2024,PARNEDO
100000674,,2024,PARNEDO
100000675,,2024,PARNEDO
100000676,,2024,PARNEDO
100000677,,2024,PARNEDO
100000678,,2024,PARNEDO
100000679,,2024,PARNEDO
100000680,,2024,PARNEDO
100000681,,2024,PARNEDO
100000682,,2024,PARNEDO
100000683,,2024,PARNEDO
100000684,,2024,PARNEDO
100000685,,2024,PARNEDO
100000686,,2024,PARNEDO
100000687,,2024,PARNEDO
100000688,,2024,PARNEDO
100000689,,2024,PARNEDO
100000690,,2024,PARNEDO
100000691,,2024,PARNEDO
100000692,,2024,PARNEDO
100000693,,2024,PARNEDO
100000694,,2024,PARNEDO
100000695,,2024,PARNEDO
100000696,,2024,PARNEDO
100000697,,2024,PARNEDO
100000702,,2024,PARNEDO
100000703,,2024,PARNEDO
100000704,,2024,PARNEDO
100000705,,2024,PARNEDO
100000706,,2024,PARNEDO
100000707,,2024,PARNEDO
100000708,,2024,PARNEDO
100000709,,2024,PARNEDO
100000710,,2024,PARNEDO
100000711,,2024,PARNEDO
100000712,,2024,PARNEDO
100000713,,2024,PARNEDO
100000714,,2024,PARNEDO
100000715,,2024,PARNEDO
100000716,,2024,PARNEDO
100000717,,2024,PARNEDO
100000718,,2024,PARNEDO
100000719,,2024,PARNEDO
100000720,,2024,PARNEDO
100000721,,2024,PARNEDO
100000722,,2024,PARNEDO
100000723,,2024,PARNEDO
100000724,,2024,PARNEDO
100000725,,2024,PARNEDO
100000726,,2024,PARNEDO
100000727,,2024,PARNEDO
100000728,,2024,PARNEDO
100000729,,2024,PARNEDO
100000730,,2024,PARNEDO
100000731,,2024,PARNEDO
100000732,08/01/2024,2024,MRAMOS
100000733,08/01/2024,2024,MRAMOS
100000734,08/01/2024,2024,MRAMOS
100000735,08/01/2024,2024,MRAMOS
100000736,08/01/2024,2024,MRAMOS
100000737,08/01/2024,2024,MRAMOS
100000738,08/01/2024,2024,MRAMOS
100000739,08/01/2024,2024,MRAMOS
100000740,,2024,PARNEDO
100000741,,2024,PARNEDO
100000742,,2024,PARNEDO
100000743,,2024,PARNEDO
100000744,,2024,PARNEDO
100000745,,2024,PARNEDO
100000746,,2024,PARNEDO
100000747,,2024,PARNEDO
100000748,,2024,PARNEDO
100000749,,2024,PARNEDO
100000750,,2024,PARNEDO
100000751,,2024,PARNEDO
100000752,,2024,PARNEDO
100000753,,2024,PARNEDO
100000754,,2024,PARNEDO
100000755,,2024,PARNEDO
100000756,,2024,PARNEDO
100000757,,2024,PARNEDO
100000758,,2024,PARNEDO
100000759,,2024,PARNEDO
100000760,,2024,PARNEDO
100000761,,2024,PARNEDO
100000762,,2024,PARNEDO
100000763,,2024,PARNEDO
100000764,,2024,PARNEDO
100000765,,2024,PARNEDO
100000766,,2024,PARNEDO
100000767,,2024,PARNEDO
100000768,,2024,PARNEDO
100000769,,2024,PARNEDO
100000770,,2024,PARNEDO
100000771,,2024,PARNEDO
100000772,,2024,PARNEDO
100000773,,2024,PARNEDO
100000774,,2024,PARNEDO
100000775,,2024,PARNEDO
100000776,,2024,PARNEDO
100000777,,2024,PARNEDO
100000778,,2024,PARNEDO
100000779,,2024,PARNEDO
100000780,,2024,PARNEDO
100000781,,2024,PARNEDO
100000782,,2024,PARNEDO
100000783,,2024,PARNEDO
100000784,,2024,PARNEDO
100000785,,2024,PARNEDO
100000786,,2024,PARNEDO
100000787,,2024,PARNEDO
100000788,,2024,PARNEDO
100000789,,2024,PARNEDO
100000790,,2024,PARNEDO
100000791,,2024,PARNEDO
100000792,,2024,PARNEDO
100000793,,2024,PARNEDO
100000794,,2024,PARNEDO
100000795,,2024,PARNEDO
100000796,,2024,PARNEDO
100000797,,2024,PARNEDO
100000798,,2024,PARNEDO
100000799,,2024,PARNEDO
100000800,,2024,PARNEDO
100000801,,2024,PARNEDO
100000802,,2024,PARNEDO
100000803,,2024,PARNEDO
100000804,,2024,PARNEDO
100000805,,2024,PARNEDO
100000806,,2024,PARNEDO
100000807,,2024,PARNEDO
100000808,,2024,PARNEDO
100000809,,2024,PARNEDO
100000810,,2024,PARNEDO
100000811,,2024,PARNEDO
100000812,,2024,PARNEDO
100000813,,2024,PARNEDO
100000814,,2024,PARNEDO
100000815,,2024,PARNEDO
100000816,,2024,PARNEDO
100000817,,2024,PARNEDO
100000818,,2024,PARNEDO
100000819,,2024,PARNEDO
100000820,,2024,PARNEDO
100000821,,2024,PARNEDO
100000822,,2024,PARNEDO
100000823,,2024,PARNEDO
100000824,,2024,PARNEDO
100000825,,2024,PARNEDO
100000826,,2024,PARNEDO
100000827,,2024,PARNEDO
100000828,,2024,PARNEDO
100000829,,2024,PARNEDO
100000830,,2024,PARNEDO
100000831,,2024,PARNEDO
100000835,,2024,PARNEDO
100000836,,2024,PARNEDO
100000837,,2024,PARNEDO
100000838,,2024,PARNEDO
100000839,,2024,PARNEDO
100000840,,2024,PARNEDO
100000841,,2024,PARNEDO
100000842,,2024,PARNEDO
100000843,,2024,PARNEDO
100000844,,2024,PARNEDO
100000845,,2024,PARNEDO
100000846,,2024,PARNEDO
100000847,,2024,PARNEDO
100000848,,2024,PARNEDO
100000849,,2024,PARNEDO
100000851,,2024,PARNEDO
100000853,,2024,PARNEDO
100000854,,2024,PARNEDO
100000855,,2024,PARNEDO
100000856,,2024,PARNEDO
100000857,,2024,PARNEDO
100000858,,2024,PARNEDO
100000859,,2024,PARNEDO
100000860,,2024,PARNEDO
100000861,,2024,PARNEDO
100000862,,2024,PARNEDO
100000863,,2024,PARNEDO
100000864,,2024,PARNEDO
100000865,,2024,PARNEDO
100000866,,2024,PARNEDO
100000867,,2024,PARNEDO
100000868,,2024,PARNEDO
100000869,,2024,PARNEDO
100000870,,2024,PARNEDO
100000871,,2024,PARNEDO
100000872,,2024,PARNEDO
100000873,,2024,PARNEDO
100000874,,2024,PARNEDO
100000875,,2024,PARNEDO
100000876,,2024,PARNEDO
100000877,,2024,PARNEDO
100000878,,2024,PARNEDO
100000879,,2024,PARNEDO
100000880,,2024,PARNEDO
100000881,,2024,PARNEDO
100000882,,2024,PARNEDO
100000883,,2024,PARNEDO
100000884,,2024,PARNEDO
100000885,,2024,PARNEDO
100000886,,2024,PARNEDO
100000887,,2024,PARNEDO
100000888,,2024,PARNEDO
100000889,,2024,PARNEDO
100000890,,2024,PARNEDO
100000891,,2024,PARNEDO
100000892,,2024,PARNEDO
100000893,,2024,PARNEDO
100000894,,2024,PARNEDO
100000895,,2024,PARNEDO
100000896,,2024,PARNEDO
100000897,,2024,PARNEDO
100000898,,2024,PARNEDO
100000899,,2024,PARNEDO
100000900,,2024,PARNEDO
100000901,,2024,PARNEDO
100000902,,2024,PARNEDO
100000903,,2024,PARNEDO
100000904,,2024,PARNEDO
100000905,,2024,PARNEDO
100000906,,2024,PARNEDO
100000907,,2024,PARNEDO
100000908,,2024,PARNEDO
100000909,,2024,PARNEDO
100000910,,2024,PARNEDO
100000911,,2024,PARNEDO
100000912,,2024,PARNEDO
100000913,,2024,AMIBAÑEZ
100000914,,2024,AMIBAÑEZ
100000915,,2024,AMIBAÑEZ
100000916,,2024,AMIBAÑEZ
100000917,,2024,AMIBAÑEZ
100000918,09/01/2024,2024,MRAMOS
100000919,09/01/2024,2024,MRAMOS
100000920,,2024,PARNEDO
100000921,,2024,PARNEDO
100000922,,2024,PARNEDO
100000923,,2024,PARNEDO
100000924,,2024,PARNEDO
100000925,,2024,PARNEDO
100000926,,2024,PARNEDO
100000927,,2024,PARNEDO
100000928,,2024,PARNEDO
100000929,,2024,PARNEDO
100000930,,2024,PARNEDO
100000931,,2024,PARNEDO
100000932,,2024,PARNEDO
100000933,,2024,PARNEDO
100000934,,2024,PARNEDO
100000935,,2024,PARNEDO
100000936,,2024,PARNEDO
100000937,,2024,PARNEDO
100000938,,2024,PARNEDO
100000939,,2024,PARNEDO
100000940,,2024,PARNEDO
100000941,,2024,PARNEDO
100000942,,2024,PARNEDO
100000943,,2024,PARNEDO
100000944,,2024,PARNEDO
