journal_entry_id,fiscal_year
1242,2023
1243,2023
1244,2023
1245,2023
1246,2023
1247,2023
1248,2023
1249,2023
1250,2023
1251,2023
1252,2023
1253,2023
1254,2023
1255,2023
1256,2023
1257,2023
1258,2023
1259,2023
1260,2023
1261,2023
1262,2023
1263,2023
1264,2023
1265,2023
1266,2023
1267,2023
1268,2023
1269,2023
1270,2023
1271,2023
1272,2023
1273,2023
1274,2023
1275,2023
1276,2023
1277,2023
1278,2023
1279,2023
1280,2023
1281,2023
1282,2023
1283,2023
1284,2023
1285,2023
1286,2023
1287,2023
1288,2023
1289,2023
1290,2023
1291,2023
1292,2023
1293,2023
1294,2023
1295,2023
1296,2023
1297,2023
1298,2023
1299,2023
1300,2023
1301,2023
1302,2023
1303,2023
1304,2023
1305,2023
1306,2023
1307,2023
1308,2023
1309,2023
1310,2023
1311,2023
1312,2023
1313,2023
1314,2023
1315,2023
1316,2023
1317,2023
1318,2023
1319,2023
1320,2023
1321,2023
1322,2023
1323,2023
1324,2023
1325,2023
1326,2023
1327,2023
1328,2023
1329,2023
1330,2023
1331,2023
1332,2023
1333,2023
1334,2023
1335,2023
1336,2023
1337,2023
1338,2023
1339,2023
1340,2023
1341,2023
1342,2023
1343,2023
1344,2023
1345,2023
1346,2023
1347,2023
1348,2023
1349,2023
1350,2023
1351,2023
1352,2023
1353,2023
1354,2023
1355,2023
1356,2023
1357,2023
1358,2023
1359,2023
1360,2023
1361,2023
1362,2023
1363,2023
1364,2023
1365,2023
1366,2023
1367,2023
1368,2023
1369,2023
1370,2023
1371,2023
1372,2023
1373,2023
1374,2023
1375,2023
1376,2023
1377,2023
1378,2023
1379,2023
1380,2023
1381,2023
1382,2023
1383,2023
1384,2023
1385,2023
1386,2023
1387,2023
1388,2023
1389,2023
1390,2023
1391,2023
1392,2023
1393,2023
1394,2023
1395,2023
1396,2023
1397,2023
1398,2023
1399,2023
1400,2023
1401,2023
1402,2023
1403,2023
1404,2023
1405,2023
1406,2023
1407,2023
1408,2023
1409,2023
1410,2023
1411,2023
1412,2023
1413,2023
1414,2023
1415,2023
1416,2023
1417,2023
1418,2023
1419,2023
1420,2023
1421,2023
1422,2023
1423,2023
1424,2023
1425,2023
1426,2023
1427,2023
1428,2023
1429,2023
1430,2023
1431,2023
1432,2023
1433,2023
1434,2023
1435,2023
1436,2023
1437,2023
1438,2023
1439,2023
1440,2023
1441,2023
1442,2023
1443,2023
1444,2023
1445,2023
1446,2023
1447,2023
1448,2023
1449,2023
1450,2023
1451,2023
1452,2023
1453,2023
1454,2023
1455,2023
1456,2023
1457,2023
1458,2023
1459,2023
1460,2023
1461,2023
1462,2023
1463,2023
1464,2023
1465,2023
1466,2023
1467,2023
1468,2023
1469,2023
1470,2023
1471,2023
1472,2023
1473,2023
1474,2023
1475,2023
1476,2023
1477,2023
1478,2023
1479,2023
1480,2023
1481,2023
1482,2023
1483,2023
1484,2023
1485,2023
1486,2023
1487,2023
1488,2023
1489,2023
1490,2023
1491,2023
1492,2023
1493,2023
1494,2023
1495,2023
1496,2023
1498,2023
1500,2023
1501,2023
1502,2023
1503,2023
1504,2023
1505,2023
1506,2023
1507,2023
1508,2023
1509,2023
1510,2023
1511,2023
1512,2023
1513,2023
1514,2023
1515,2023
1516,2023
1517,2023
1518,2023
1519,2023
1520,2023
1521,2023
1522,2023
1523,2023
1524,2023
1525,2023
1526,2023
1527,2023
1528,2023
1529,2023
1530,2023
1532,2023
1533,2023
1534,2023
1535,2023
1536,2023
1537,2023
1538,2023
1539,2023
1540,2023
1541,2023
1542,2023
1543,2023
1544,2023
1545,2023
1546,2023
1547,2023
1548,2023
1549,2023
1550,2023
1551,2023
1552,2023
1553,2023
1554,2023
1555,2023
1556,2023
1557,2023
1558,2023
1559,2023
1560,2023
1561,2023
1563,2023
1564,2023
1566,2023
1567,2023
1568,2023
1569,2023
1570,2023
1571,2023
1572,2023
1573,2023
1574,2023
1575,2023
1576,2023
1577,2023
1578,2023
1579,2023
1580,2023
1581,2023
1582,2023
1583,2023
1584,2023
1585,2023
1586,2023
1587,2023
1588,2023
1589,2023
1590,2023
1591,2023
1592,2023
1593,2023
1594,2023
1595,2023
1596,2023
1597,2023
1598,2023
1599,2023
1600,2023
1601,2023
1602,2023
1603,2023
1604,2023
1605,2023
1606,2023
1607,2023
1608,2023
1609,2023
1610,2023
1611,2023
1612,2023
1613,2023
1614,2023
1615,2023
1616,2023
1617,2023
1618,2023
1619,2023
1620,2023
1621,2023
1622,2023
1623,2023
1624,2023
1625,2023
1626,2023
1627,2023
1628,2023
1629,2023
1630,2023
1631,2023
1632,2023
1633,2023
1634,2023
1635,2023
1636,2023
1637,2023
1638,2023
1639,2023
1640,2023
1641,2023
1642,2023
1643,2023
1644,2023
1645,2023
1646,2023
1647,2023
1648,2023
1649,2023
1650,2023
1651,2023
1652,2023
1653,2023
1654,2023
1655,2023
1656,2023
1657,2023
1658,2023
1659,2023
1660,2023
1661,2023
1662,2023
1663,2023
1664,2023
1665,2023
1666,2023
1667,2023
1668,2023
1669,2023
1670,2023
1671,2023
1672,2023
1673,2023
1674,2023
1675,2023
1676,2023
1677,2023
1678,2023
1679,2023
1680,2023
1681,2023
1682,2023
1683,2023
1684,2023
1685,2023
1686,2023
1687,2023
1688,2023
1689,2023
1690,2023
1691,2023
1692,2023
1693,2023
1694,2023
1695,2023
1696,2023
1697,2023
1698,2023
1699,2023
1700,2023
1701,2023
1702,2023
1703,2023
1704,2023
1705,2023
1706,2023
1707,2023
1708,2023
1709,2023
1710,2023
1711,2023
1712,2023
1713,2023
1714,2023
1715,2023
1716,2023
1717,2023
1718,2023
1719,2023
1720,2023
1721,2023
1722,2023
1723,2023
1724,2023
1725,2023
1726,2023
1727,2023
1728,2023
1729,2023
1730,2023
1731,2023
1732,2023
1733,2023
1734,2023
1735,2023
1736,2023
1737,2023
1738,2023
1739,2023
1740,2023
1741,2023
1742,2023
1744,2023
1745,2023
1746,2023
1747,2023
1748,2023
1749,2023
1750,2023
1751,2023
1752,2023
1753,2023
1754,2023
1755,2023
1756,2023
1757,2023
1758,2023
1759,2023
1760,2023
1761,2023
1762,2023
1763,2023
1764,2023
1765,2023
1766,2023
1767,2023
1768,2023
1769,2023
1770,2023
1771,2023
1772,2023
1773,2023
1774,2023
1775,2023
1776,2023
1777,2023
1778,2023
1779,2023
1780,2023
1781,2023
1782,2023
1783,2023
1784,2023
1785,2023
1786,2023
1787,2023
1788,2023
1789,2023
1790,2023
1791,2023
1792,2023
1793,2023
1794,2023
1795,2023
1796,2023
1797,2023
1798,2023
1799,2023
1800,2023
1801,2023
1802,2023
1803,2023
1804,2023
1805,2023
1806,2023
1807,2023
1808,2023
1809,2023
1810,2023
1811,2023
1812,2023
1813,2023
1814,2023
1815,2023
1816,2023
1817,2023
1818,2023
1819,2023
1820,2023
1821,2023
1822,2023
1823,2023
1824,2023
1825,2023
1826,2023
1827,2023
1828,2023
1829,2023
1830,2023
1831,2023
1832,2023
1833,2023
1834,2023
1835,2023
1836,2023
1837,2023
1838,2023
1840,2023
1841,2023
1842,2023
1843,2023
1844,2023
1845,2023
1846,2023
1847,2023
1848,2023
1849,2023
1850,2023
1851,2023
1852,2023
1853,2023
1854,2023
1855,2023
1856,2023
1857,2023
1858,2023
1859,2023
1860,2023
1861,2023
1862,2023
1863,2023
1864,2023
1865,2023
1866,2023
1867,2023
1868,2023
1869,2023
1870,2023
1871,2023
1872,2023
1873,2023
1874,2023
1875,2023
1876,2023
1877,2023
1878,2023
1879,2023
1880,2023
1881,2023
1882,2023
1883,2023
1884,2023
1885,2023
1886,2023
1887,2023
1888,2023
1889,2023
1890,2023
1891,2023
1892,2023
1893,2023
1894,2023
1895,2023
1896,2023
1898,2023
1899,2023
1900,2023
1901,2023
1902,2023
1903,2023
1904,2023
1905,2023
1906,2023
1907,2023
1908,2023
1909,2023
1910,2023
1911,2023
1912,2023
1913,2023
1914,2023
1915,2023
1916,2023
1917,2023
1918,2023
1919,2023
1920,2023
1921,2023
1922,2023
1923,2023
1924,2023
1925,2023
1926,2023
1927,2023
1928,2023
1929,2023
1930,2023
1931,2023
1932,2023
1933,2023
1934,2023
1935,2023
1936,2023
1937,2023
1938,2023
1939,2023
1940,2023
1941,2023
1942,2023
1943,2023
1944,2023
1945,2023
1946,2023
1947,2023
1948,2023
1949,2023
1950,2023
1951,2023
1952,2023
1953,2023
1954,2023
1955,2023
1956,2023
1957,2023
1958,2023
1959,2023
1960,2023
1961,2023
1962,2023
1963,2023
1964,2023
1965,2023
1966,2023
1967,2023
1968,2023
1969,2023
1970,2023
1971,2023
1972,2023
1973,2023
1974,2023
1975,2023
1976,2023
1977,2023
1978,2023
1979,2023
1980,2023
1981,2023
1982,2023
1983,2023
1984,2023
1985,2023
1986,2023
1987,2023
1988,2023
1989,2023
1990,2023
1991,2023
1992,2023
1993,2023
1994,2023
1995,2023
1997,2023
1998,2023
1999,2023
2000,2023
2001,2023
2002,2023
2003,2023
2004,2023
2005,2023
2006,2023
2007,2023
2008,2023
2009,2023
2010,2023
2011,2023
2012,2023
2013,2023
2014,2023
2015,2023
2016,2023
2017,2023
2018,2023
2019,2023
2020,2023
2021,2023
2022,2023
2023,2023
2024,2023
2025,2023
2026,2023
2027,2023
2028,2023
2029,2023
2030,2023
2031,2023
2032,2023
2033,2023
2034,2023
2035,2023
2036,2023
2037,2023
2038,2023
2039,2023
2040,2023
2041,2023
2042,2023
2043,2023
2044,2023
2045,2023
2046,2023
2047,2023
2048,2023
2049,2023
2050,2023
2051,2023
2052,2023
2053,2023
2054,2023
2055,2023
2056,2023
2057,2023
2058,2023
2059,2023
2060,2023
2061,2023
2063,2023
2064,2023
2065,2023
2067,2023
2069,2023
2070,2023
2071,2023
2073,2023
2074,2023
2075,2023
2076,2023
2078,2023
2079,2023
2080,2023
2081,2023
2082,2023
2083,2023
2084,2023
2085,2023
2086,2023
2088,2023
2089,2023
2090,2023
2091,2023
2092,2023
2093,2023
2094,2023
2095,2023
2096,2023
2097,2023
2098,2023
2099,2023
2100,2023
2101,2023
2102,2023
2103,2023
2104,2023
2105,2023
2106,2023
2107,2023
2108,2023
2109,2023
2110,2023
2111,2023
2112,2023
2113,2023
2114,2023
2115,2023
2116,2023
2117,2023
2118,2023
2119,2023
2120,2023
2121,2023
2122,2023
2123,2023
2124,2023
2125,2023
2126,2023
2127,2023
2128,2023
2129,2023
2130,2023
2131,2023
2132,2023
2133,2023
2134,2023
2135,2023
2137,2023
2138,2023
2139,2023
2140,2023
2141,2023
2142,2023
2143,2023
2145,2023
2146,2023
2147,2023
2148,2023
2149,2023
2150,2023
2151,2023
2152,2023
2153,2023
2154,2023
2155,2023
2156,2023
2157,2023
2158,2023
2159,2023
2160,2023
2161,2023
2162,2023
2163,2023
2164,2023
2165,2023
2166,2023
2167,2023
2168,2023
2169,2023
2170,2023
2171,2023
2172,2023
2173,2023
2174,2023
2175,2023
2176,2023
2177,2023
2178,2023
2179,2023
2180,2023
2181,2023
2182,2023
2183,2023
2184,2023
2185,2023
2186,2023
2187,2023
2188,2023
2189,2023
2190,2023
2191,2023
2192,2023
2193,2023
2194,2023
2195,2023
2196,2023
2197,2023
2198,2023
2199,2023
2200,2023
2201,2023
2202,2023
2203,2023
2204,2023
2205,2023
2206,2023
2207,2023
2208,2023
2209,2023
2210,2023
2211,2023
2212,2023
2213,2023
2214,2023
2215,2023
2216,2023
2217,2023
2218,2023
2219,2023
2220,2023
2221,2023
2222,2023
2223,2023
2224,2023
2225,2023
2226,2023
2227,2023
2228,2023
2229,2023
2230,2023
2231,2023
2232,2023
2233,2023
2234,2023
2235,2023
2236,2023
2237,2023
2238,2023
2239,2023
2240,2023
2241,2023
2242,2023
2243,2023
2244,2023
2245,2023
2246,2023
2247,2023
2248,2023
2249,2023
2250,2023
2251,2023
2252,2023
2253,2023
2254,2023
2255,2023
2256,2023
2257,2023
2258,2023
2259,2023
2260,2023
2261,2023
2262,2023
2263,2023
2264,2023
2265,2023
2266,2023
2267,2023
2268,2023
2269,2023
2270,2023
2271,2023
2272,2023
2273,2023
2274,2023
2275,2023
2276,2023
2277,2023
2278,2023
2279,2023
2280,2023
2281,2023
2282,2023
2283,2023
2284,2023
2285,2023
2286,2023
2287,2023
2288,2023
2289,2023
2290,2023
2291,2023
2292,2023
2293,2023
2294,2023
2295,2023
2296,2023
2297,2023
2298,2023
2299,2023
2300,2023
2301,2023
2302,2023
2303,2023
2304,2023
2305,2023
2306,2023
2307,2023
2308,2023
2309,2023
2310,2023
2311,2023
2312,2023
2313,2023
2314,2023
2315,2023
2316,2023
2317,2023
2318,2023
2319,2023
2320,2023
2321,2023
2322,2023
2323,2023
2324,2023
2325,2023
2326,2023
2327,2023
2328,2023
2329,2023
2330,2023
2331,2023
2332,2023
2333,2023
2334,2023
2335,2023
2336,2023
2337,2023
2338,2023
2339,2023
2340,2023
2341,2023
2342,2023
2343,2023
2344,2023
2345,2023
2346,2023
2347,2023
2348,2023
2349,2023
2350,2023
2351,2023
2352,2023
2353,2023
2354,2023
2355,2023
2356,2023
2357,2023
2358,2023
2359,2023
2360,2023
2361,2023
2362,2023
2363,2023
2364,2023
2365,2023
2366,2023
2367,2023
2368,2023
2369,2023
2370,2023
2371,2023
2372,2023
2373,2023
2374,2023
2375,2023
2376,2023
2377,2023
2378,2023
2379,2023
2380,2023
2381,2023
2382,2023
2383,2023
2384,2023
2385,2023
2386,2023
2387,2023
2388,2023
2389,2023
2390,2023
2391,2023
2392,2023
2393,2023
2394,2023
2395,2023
2396,2023
2397,2023
2398,2023
2399,2023
2400,2023
2401,2023
2402,2023
2403,2023
2404,2023
2405,2023
2406,2023
2407,2023
2408,2023
2409,2023
2410,2023
2411,2023
2412,2023
2413,2023
2414,2023
2415,2023
2416,2023
2417,2023
2418,2023
2419,2023
2420,2023
2421,2023
2422,2023
2423,2023
2424,2023
2425,2023
2426,2023
2427,2023
2428,2023
2429,2023
2430,2023
2431,2023
2432,2023
2433,2023
2434,2023
2435,2023
2436,2023
2437,2023
2438,2023
2439,2023
2440,2023
2441,2023
2442,2023
2443,2023
2444,2023
2445,2023
2446,2023
2447,2023
2448,2023
2449,2023
2450,2023
2451,2023
2452,2023
2453,2023
2454,2023
2455,2023
2456,2023
2457,2023
2458,2023
2459,2023
2460,2023
2461,2023
2462,2023
2463,2023
2464,2023
2465,2023
2466,2023
2467,2023
2468,2023
2469,2023
2470,2023
2471,2023
2472,2023
2473,2023
2474,2023
2475,2023
2476,2023
2477,2023
2478,2023
2479,2023
2480,2023
2481,2023
2482,2023
2483,2023
2484,2023
2485,2023
2486,2023
2487,2023
2488,2023
2489,2023
2490,2023
2491,2023
2492,2023
2493,2023
2494,2023
2495,2023
2496,2023
2497,2023
2498,2023
2499,2023
2500,2023
2501,2023
2502,2023
2503,2023
2504,2023
2505,2023
2506,2023
2507,2023
2508,2023
2509,2023
2510,2023
2511,2023
2512,2023
2513,2023
2514,2023
2515,2023
2516,2023
2517,2023
2518,2023
2519,2023
2520,2023
2521,2023
2522,2023
2523,2023
2524,2023
2525,2023
2526,2023
2527,2023
2528,2023
2529,2023
2530,2023
2531,2023
2532,2023
2533,2023
2534,2023
2535,2023
2536,2023
2537,2023
2538,2023
2539,2023
2540,2023
2541,2023
2542,2023
2543,2023
2544,2023
2545,2023
