journal_entry_id,posting_date,description
223317.0,09/01/2024,Cobro n/fra. 391020823 (CDACIP
223318.0,09/01/2024,Devol Embargo Soufiyame Bouga
223319.0,09/01/2024,Embargo Soufiyame Bouga Juz.
223322.0,08/01/2024,De s/fra. 4335SJD42000 (BANCO
223323.0,08/01/2024,Pago s/fra. 4335SJD42000
223324.0,08/01/2024,De s/fra. 4335SJD44000 (BANCO
223327.0,09/01/2024,Pago s/fra. 1916
223328.0,09/01/2024,De s/fra. 000/171993 (SIERRA
223329.0,09/01/2024,Pago s/fra. 000/171993 (SIERRA
223330.0,08/01/2024,De s/fra. 4335SJMSH000
223331.0,08/01/2024,Pago s/fra. 4335SJMSH000
223332.0,08/01/2024,Cobro n/fra. 521005316 (COMOLI
223333.0,08/01/2024,Cobro agrupación de efectos
223334.0,08/01/2024,Cobro agrupación de efectos
223335.0,08/01/2024,Cobro n/fra. 511002180
223336.0,08/01/2024,Cobro n/fra. 391019926
223337.0,08/01/2024,Cobro agrupación de efectos
223338.0,08/01/2024,Cobro agrupación de efectos
223339.0,08/01/2024,Cobro n/fra. 511002519 (AREA
223340.0,08/01/2024,Cobro n/fra. 511002518
223341.0,08/01/2024,Gastos remesas
223342.0,08/01/2024,Gastos remesas
223343.0,08/01/2024,Gastos remesas
223344.0,08/01/2024,Gastos remesas
223345.0,08/01/2024,Gastos remesas
223346.0,09/01/2024,Cobro n/fra. 391020429 (LIMAK
223349.0,09/01/2024,Cobro agrupación de efectos
223350.0,09/01/2024,Cobro agrupación de efectos
223351.0,09/01/2024,Cobro n/fra. 391021041 (PORT
223352.0,09/01/2024,Cobro agrupación de efectos
223353.0,08/01/2024,Pago s/fra. 4335SJD44000
223354.0,04/01/2024,De n/fra. 396000341
223355.0,04/01/2024,De n/fra. 396000342 (PAU
223356.0,04/01/2024,De n/fra. 396000343
223358.0,04/01/2024,De n/fra. 396000345 (COSPLAAN
223359.0,04/01/2024,De n/fra. 396000346 (SALAS
223360.0,04/01/2024,De n/fra. 391021692 (JOSEP
223361.0,04/01/2024,De n/fra. 391021693
223362.0,04/01/2024,De n/fra. 391021694 (COSPLAAN
223363.0,04/01/2024,De n/fra. 616000060
223364.0,04/01/2024,De n/fra. 616000061
223365.0,04/01/2024,De n/fra. 611004685
223366.0,04/01/2024,De n/fra. 611004686
223367.0,08/01/2024,De n/fra. 506000140
223368.0,08/01/2024,De n/fra. 506000141
223371.0,09/01/2024,Recepción agrupación 2641
223373.0,08/01/2024,De s/fra. 24/3 (COLORS CAR
223374.0,09/01/2024,Pago s/fra. 24/3 (COLORS CAR
223375.0,01/01/2024,De s/fra. 01/2024 (BRIGIDA DE
223376.0,09/01/2024,De s/fra. 01 224756 (HOTEL
223378.0,01/01/2024,De s/fra. 01/2024 (BERBABE
223379.0,06/01/2024,De s/fra. 5010FR10061875
223387.0,09/01/2024,Cobro n/fra. 521005458
223388.0,09/01/2024,Cobro n/fra. 521006388
223389.0,09/01/2024,Cobro agrupación de efectos
223390.0,09/01/2024,Cobro n/fra. 391021227
223391.0,09/01/2024,Pago s/fra. 01/2024 (BRIGIDA DE
223392.0,09/01/2024,Gastos remesas
223393.0,09/01/2024,Recepción anticipo cliente
223394.0,10/01/2024,Cobro n/fra. 521005066
223395.0,10/01/2024,Cobro n/fra. 611002998
223396.0,10/01/2024,Cobro agrupación de efectos
223397.0,10/01/2024,Recepción anticipo cliente AUPA
223398.0,10/01/2024,Cobro n/fra. 521005361
223399.0,10/01/2024,Cobro agrupación de efectos
223400.0,10/01/2024,Cobro agrupación de efectos
223402.0,10/01/2024,Cobro n/fra. 521005987 (EXCMO
223406.0,10/01/2024,Cobro n/fra. 411001575 (EDAR
223407.0,10/01/2024,Cobro agrupación de efectos
223411.0,10/01/2024,Pago s/fra. F2023-650 (GRUAS Y
223414.0,10/01/2024,Recepción efecto fra. 521005946
223417.0,09/01/2024,De s/fra. SV24000053
223418.0,08/01/2024,De s/fra. 23 (LIMPIEZAS
223424.0,02/01/2024,Recibo Allianz 0821LST 01-03-24
223429.0,09/01/2024,De s/fra. 1 000016 (FERSU 2.0
223430.0,10/01/2024,Pago s/fra. 1 000016 (FERSU 2.0
223433.0,02/01/2024,Recibo Allianz R6429BDH 01-02-
223435.0,02/01/2024,Recibo Allianz 6838DGW 01-02-
223437.0,02/01/2024,Recibo Allianz 1728MLC 01-03-24
223438.0,02/01/2024,Recibo Allianz 6773KNM 01-02-24
223440.0,02/01/2024,Recibo Allianz 0953MFP 01-02-24
223441.0,02/01/2024,Recibo Allianz R7147BCD 01-01-
223442.0,02/01/2024,Recibo Allianz 6846JPX 01-01-24
223444.0,02/01/2024,Recibo Allianz 7302MFR 01-03-24
223448.0,02/01/2024,Recibo Allianz R2420BBX 01-01-
223450.0,09/01/2024,De s/fra. 2400005 (FRANCISCO
223451.0,02/01/2024,Recibo Allianz R3525BDM 01-01-
223452.0,09/01/2024,De s/fra. 2400004 (FRANCISCO
223453.0,02/01/2024,Recibo Allianz 7307MFR 01-01-24
223454.0,05/01/2024,De s/fra. F24ES-00019291 (ENI
223455.0,02/01/2024,Recibo Allianz R6938BDH 01-01-
223456.0,02/01/2024,Recibo Allianz 0955MFP 01-02-24
223457.0,02/01/2024,Recibo Allianz 5920BCM 01-02-24
223458.0,02/01/2024,Recibo Allianz 6437KLT 01-02-24
223459.0,02/01/2024,Recibo Allianz R2328BCV 01-03-
223460.0,02/01/2024,Recibo Allianz R0557BBG 01-01-
223461.0,10/01/2024,Entrega anticipo proveedor
223463.0,10/01/2024,Pago multa 5109LHG Ajunt
223464.0,10/01/2024,Cobro n/fra. 521006473
223465.0,10/01/2024,Cobro n/fra. 501003989 (CENTER
223467.0,10/01/2024,Cobro agrupación de efectos
223468.0,11/01/2024,Cobro n/fra. 411001511 (SISTEM
223469.0,11/01/2024,Cobro n/fra. 521005693 (SISTEM
223470.0,11/01/2024,Cobro agrupación de efectos
223471.0,11/01/2024,Cobro n/fra. 501003859 (PLANO
223472.0,11/01/2024,Cobro agrupación de efectos
223473.0,11/01/2024,Cobro n/fra. 501003856
223474.0,11/01/2024,Cobro n/fra. 521005896
223475.0,11/01/2024,Cobro n/fra. 521004680 (VDR
223476.0,10/01/2024,Recepción anticipo cliente
223477.0,10/01/2024,Entrega anticipo proveedor
223478.0,11/01/2024,Cobro n/fra. 611003980 (ARKUPE
223479.0,11/01/2024,Cobro n/fra. 391020991 (LUIS
223480.0,11/01/2024,Cobro n/fra. 391020992 (LUIS
223481.0,11/01/2024,Cobro n/fra. 391021172 (VOLTES
223482.0,10/01/2024,Cobro agrupación de efectos
223483.0,11/01/2024,Cobro agrupación de efectos
223484.0,11/01/2024,Cobro agrupación de efectos
223485.0,11/01/2024,Recepción agrupación 2652 (I.C.
223486.0,11/01/2024,Cobro agrupación de efectos
223487.0,11/01/2024,Cobro n/fra. 611001067
223488.0,11/01/2024,Cobro agrupación de efectos
223489.0,11/01/2024,Cobro agrupación de efectos
223490.0,11/01/2024,Cobro n/fra. 391019632 (BALDO I
223491.0,11/01/2024,Cobro agrupación de efectos
223492.0,11/01/2024,Cobro n/fra. 391020664 (AGUSTI
223493.0,11/01/2024,Cobro n/fra. 391019649
223503.0,11/01/2024,Cobro n/fra. 391018358 (UTE
223505.0,11/01/2024,Cobro agrupación de efectos
223510.0,11/01/2024,De s/fra. 01 224780 (HOTEL
223513.0,11/01/2024,Recepción efecto fra. 521004156
223518.0,08/01/2024,De n/fra. 396000347 (COSPLAAN
223519.0,08/01/2024,De n/fra. 396000348
223520.0,10/01/2024,De n/fra. 396000349 (VOLTES
223521.0,10/01/2024,De n/fra. 396000350
223522.0,10/01/2024,De n/fra. 396000351
223523.0,10/01/2024,De n/fra. 396000352
223525.0,08/01/2024,De n/fra. 391021696 (ARTISTIC
223526.0,08/01/2024,De n/fra. 391021697 (AGRUPATS
223527.0,08/01/2024,De n/fra. 391021698 (UNIO DE
223528.0,08/01/2024,De n/fra. 391021699
223529.0,10/01/2024,De n/fra. 391021700 (ALINON
223530.0,08/01/2024,De n/fra. 516000029 (EMPRESA
223531.0,10/01/2024,De n/fra. 616000062
223532.0,10/01/2024,De n/fra. 616000063
223533.0,10/01/2024,De n/fra. 616000064
223534.0,08/01/2024,De n/fra. 611004687 (TOLOSAKO
223535.0,08/01/2024,De n/fra. 611004688
223536.0,09/01/2024,De n/fra. 611004689 (CAMPEZO
223537.0,09/01/2024,De n/fra. 611004690 (BEASAIN
223539.0,11/01/2024,Cobro n/fra. 431000114
223540.0,11/01/2024,Cobro n/fra. 431000114
223541.0,11/01/2024,Cobro n/fra. 431000115
223542.0,11/01/2024,Cobro n/fra. 431000115
223543.0,11/01/2024,Cobro n/fra. 521005888 (FINCA
223545.0,12/01/2024,Cobro n/fra. 521006319 (METKA
223546.0,12/01/2024,Cobro n/fra. 521006401 (BLUE
223547.0,12/01/2024,Cobro n/fra. 521005982 (ERALCO
223548.0,12/01/2024,Cobro n/fra. 501003974
223549.0,12/01/2024,Cobro n/fra. 521006450
223550.0,12/01/2024,Recepción anticipo cliente
223552.0,12/01/2024,Recepción efecto fra. 511002728
223553.0,12/01/2024,Recepción agrupación 2667 (GC
223555.0,12/01/2024,Recepción efecto fra. 501003850
223556.0,12/01/2024,Recepción efecto fra. 501003851
223557.0,12/01/2024,Recepción efecto fra. 501003852
223558.0,12/01/2024,Recepción efecto fra. 501003853
223559.0,12/01/2024,Recepción efecto fra. 501003597
223560.0,12/01/2024,Recepción efecto fra. 501003943
