journal_entry_id,posting_date
1010000047.0,02/01/2025
1010000048.0,06/01/2025
1010000049.0,06/01/2025
1010000050.0,06/01/2025
1010000051.0,03/01/2025
1010000052.0,06/01/2025
1010000053.0,06/01/2025
1010000054.0,01/01/2025
1010000055.0,06/01/2025
1010000056.0,03/01/2025
1010000057.0,06/01/2025
1010000058.0,02/01/2025
1010000059.0,03/01/2025
1010000060.0,06/01/2025
1010000061.0,06/01/2025
1010000062.0,01/01/2025
1010000063.0,03/01/2025
1010000064.0,06/01/2025
1010000065.0,01/01/2025
1010000066.0,06/01/2025
1010000067.0,02/01/2025
1010000068.0,03/01/2025
1010000069.0,06/01/2025
1010000070.0,03/01/2025
1010000071.0,02/01/2025
1010000072.0,03/01/2025
1010000073.0,06/01/2025
1010000074.0,06/01/2025
1010000075.0,02/01/2025
1010000076.0,03/01/2025
1010000077.0,06/01/2025
1010000078.0,06/01/2025
1010000079.0,06/01/2025
1010000080.0,06/01/2025
1010000081.0,06/01/2025
1010000082.0,02/01/2025
1010000083.0,03/01/2025
1010000084.0,06/01/2025
1010000085.0,06/01/2025
1010000086.0,03/01/2025
1010000087.0,06/01/2025
1010000088.0,06/01/2025
1010000089.0,06/01/2025
1010000090.0,02/01/2025
1010000091.0,03/01/2025
1010000092.0,02/01/2025
1010000093.0,06/01/2025
1010000094.0,01/01/2025
1010000095.0,01/01/2025
1010000096.0,06/01/2025
1010000097.0,06/01/2025
1010000098.0,01/01/2025
1010000099.0,06/01/2025
1010000100.0,06/01/2025
1010000101.0,02/01/2025
1010000102.0,03/01/2025
1010000103.0,06/01/2025
1010000104.0,01/01/2025
1010000105.0,06/01/2025
1010000106.0,06/01/2025
1010000107.0,06/01/2025
1010000108.0,03/01/2025
1010000109.0,06/01/2025
1010000110.0,06/01/2025
1010000111.0,06/01/2025
1010000112.0,06/01/2025
1010000113.0,06/01/2025
1010000114.0,03/01/2025
1010000115.0,06/01/2025
1010000116.0,01/01/2025
1010000117.0,03/01/2025
1010000118.0,06/01/2025
1010000119.0,06/01/2025
1010000120.0,06/01/2025
1010000218.0,02/01/2025
1010000219.0,03/01/2025
1010000220.0,04/01/2025
1010000221.0,05/01/2025
1010000222.0,02/01/2025
1010000223.0,03/01/2025
1010000224.0,04/01/2025
1010000225.0,05/01/2025
1010000226.0,02/01/2025
1010000227.0,03/01/2025
1010000228.0,04/01/2025
1010000229.0,05/01/2025
1010000230.0,02/01/2025
1010000231.0,03/01/2025
1010000232.0,04/01/2025
1010000233.0,05/01/2025
1010000234.0,03/01/2025
1010000235.0,05/01/2025
1010000236.0,02/01/2025
1010000237.0,03/01/2025
1010000238.0,04/01/2025
1010000239.0,05/01/2025
1010000240.0,02/01/2025
1010000241.0,03/01/2025
1010000242.0,04/01/2025
1010000243.0,02/01/2025
1010000244.0,03/01/2025
1010000245.0,04/01/2025
1010000247.0,03/01/2025
1010000248.0,04/01/2025
1010000249.0,05/01/2025
1010000250.0,02/01/2025
1010000251.0,03/01/2025
1010000252.0,04/01/2025
1010000253.0,05/01/2025
1010000254.0,02/01/2025
1010000255.0,03/01/2025
1010000256.0,04/01/2025
1010000257.0,05/01/2025
1010000258.0,03/01/2025
1010000259.0,04/01/2025
1010000260.0,05/01/2025
1010000261.0,02/01/2025
1010000262.0,03/01/2025
1010000263.0,04/01/2025
1010000264.0,05/01/2025
1010000265.0,02/01/2025
1010000266.0,03/01/2025
1010000267.0,04/01/2025
1010000268.0,02/01/2025
1010000269.0,03/01/2025
1010000270.0,04/01/2025
1010000271.0,02/01/2025
1010000272.0,03/01/2025
1010000273.0,04/01/2025
1010000274.0,05/01/2025
1010000275.0,02/01/2025
1010000277.0,04/01/2025
1010000278.0,05/01/2025
1010000279.0,02/01/2025
1010000280.0,03/01/2025
1010000281.0,04/01/2025
1010000282.0,05/01/2025
1010000283.0,02/01/2025
1010000284.0,03/01/2025
1010000285.0,04/01/2025
1010000286.0,05/01/2025
1010000288.0,03/01/2025
1010000289.0,04/01/2025
1010000291.0,02/01/2025
1010000292.0,03/01/2025
1010000293.0,04/01/2025
1010000294.0,02/01/2025
1010000295.0,03/01/2025
1010000296.0,04/01/2025
1010000298.0,02/01/2025
1010000299.0,03/01/2025
1010000300.0,04/01/2025
1010000301.0,05/01/2025
1010000302.0,02/01/2025
1010000303.0,03/01/2025
1010000304.0,04/01/2025
1010000305.0,02/01/2025
1010000306.0,03/01/2025
1010000307.0,04/01/2025
1010000308.0,05/01/2025
1010000312.0,02/01/2025
1010000313.0,03/01/2025
1010000314.0,03/01/2025
1010000315.0,06/01/2025
1010000316.0,03/01/2025
1010000317.0,03/01/2025
1010000318.0,06/01/2025
1010000320.0,03/01/2025
1010000321.0,02/01/2025
1010000322.0,02/01/2025
1010000324.0,02/01/2025
1010000325.0,03/01/2025
1010000326.0,03/01/2025
1010000329.0,06/01/2025
1010000330.0,03/01/2025
1010000331.0,03/01/2025
1010000332.0,06/01/2025
1010000334.0,06/01/2025
1010000335.0,02/01/2025
1010000336.0,06/01/2025
1010000337.0,03/01/2025
1010000342.0,06/01/2025
1010000344.0,02/01/2025
1010000347.0,02/01/2025
1010000348.0,02/01/2025
1010000349.0,02/01/2025
1010000350.0,06/01/2025
1010000354.0,06/01/2025
1010000356.0,02/01/2025
1010000357.0,02/01/2025
1010000360.0,06/01/2025
1010000362.0,02/01/2025
1010000363.0,03/01/2025
1010000364.0,02/01/2025
1010000365.0,03/01/2025
1010000368.0,03/01/2025
1010000369.0,06/01/2025
1010000370.0,03/01/2025
1010000371.0,03/01/2025
1010000373.0,02/01/2025
1010000375.0,06/01/2025
1010000377.0,02/01/2025
1010000381.0,06/01/2025
1010000382.0,06/01/2025
1010000383.0,06/01/2025
1010000385.0,06/01/2025
1010000386.0,06/01/2025
1010000389.0,03/01/2025
1010000390.0,03/01/2025
1010000392.0,03/01/2025
1010000393.0,06/01/2025
1010000394.0,03/01/2025
1010000395.0,06/01/2025
1010000396.0,06/01/2025
1010000397.0,03/01/2025
1010000400.0,03/01/2025
1010000401.0,06/01/2025
1010000402.0,06/01/2025
1010000403.0,06/01/2025
1010000405.0,03/01/2025
1010000406.0,03/01/2025
1010000407.0,06/01/2025
1010000420.0,02/01/2025
1010000424.0,02/01/2025
1010000425.0,02/01/2025
1010000427.0,02/01/2025
1010000428.0,02/01/2025
1010000430.0,02/01/2025
1010000431.0,02/01/2025
1010000432.0,02/01/2025
1010000433.0,02/01/2025
1010000434.0,02/01/2025
1010000435.0,02/01/2025
1010000436.0,02/01/2025
1010000437.0,02/01/2025
1010000438.0,02/01/2025
1010000439.0,02/01/2025
1010000440.0,02/01/2025
1010000441.0,02/01/2025
1010000442.0,02/01/2025
1010000443.0,02/01/2025
1010000444.0,02/01/2025
1010000445.0,02/01/2025
1010000446.0,02/01/2025
1010000447.0,02/01/2025
1010000448.0,02/01/2025
1010000449.0,02/01/2025
1010000450.0,02/01/2025
1010000451.0,02/01/2025
1010000452.0,03/01/2025
1010000453.0,03/01/2025
1010000454.0,03/01/2025
1010000455.0,03/01/2025
1010000456.0,03/01/2025
1010000457.0,02/01/2025
1010000458.0,03/01/2025
1010000459.0,03/01/2025
1010000460.0,03/01/2025
1010000461.0,03/01/2025
1010000462.0,02/01/2025
1010000463.0,03/01/2025
1010000464.0,03/01/2025
1010000465.0,03/01/2025
1010000466.0,03/01/2025
1010000467.0,03/01/2025
1010000468.0,03/01/2025
1010000469.0,03/01/2025
1010000470.0,03/01/2025
1010000471.0,03/01/2025
1010000472.0,02/01/2025
1010000473.0,03/01/2025
1010000474.0,03/01/2025
1010000475.0,03/01/2025
1010000476.0,02/01/2025
1010000477.0,02/01/2025
1010000478.0,03/01/2025
1010000479.0,02/01/2025
1010000480.0,03/01/2025
1010000481.0,02/01/2025
1010000482.0,02/01/2025
1010000483.0,02/01/2025
1010000484.0,02/01/2025
1010000485.0,03/01/2025
1010000486.0,02/01/2025
1010000487.0,02/01/2025
1010000488.0,02/01/2025
1010000489.0,02/01/2025
1010000490.0,03/01/2025
1010000491.0,03/01/2025
1010000492.0,03/01/2025
1010000493.0,03/01/2025
1010000494.0,03/01/2025
1010000495.0,03/01/2025
1010000496.0,02/01/2025
1010000497.0,02/01/2025
1010000498.0,02/01/2025
1010000499.0,03/01/2025
1010000500.0,02/01/2025
1010000501.0,03/01/2025
1010000502.0,02/01/2025
1010000503.0,02/01/2025
1010000504.0,03/01/2025
1010000505.0,03/01/2025
1010000506.0,03/01/2025
1010000507.0,03/01/2025
1010000508.0,02/01/2025
1010000509.0,03/01/2025
1010000510.0,03/01/2025
1010000511.0,03/01/2025
1010000512.0,03/01/2025
1010000513.0,03/01/2025
1010000514.0,02/01/2025
1010000515.0,03/01/2025
1010000516.0,03/01/2025
1010000517.0,03/01/2025
1010000518.0,03/01/2025
1010000519.0,03/01/2025
1010000520.0,03/01/2025
1010000521.0,03/01/2025
1010000522.0,03/01/2025
1010000523.0,03/01/2025
1010000524.0,03/01/2025
1010000525.0,03/01/2025
1010000526.0,03/01/2025
1010000527.0,03/01/2025
1010000528.0,03/01/2025
1010000529.0,03/01/2025
1010000530.0,03/01/2025
1010000531.0,03/01/2025
1010000532.0,03/01/2025
1010000533.0,03/01/2025
1010000534.0,03/01/2025
1010000535.0,03/01/2025
1010000536.0,03/01/2025
1010000537.0,03/01/2025
1010000538.0,03/01/2025
1010000539.0,03/01/2025
1010000540.0,03/01/2025
1010000541.0,03/01/2025
1010000542.0,03/01/2025
1010000543.0,03/01/2025
1010000544.0,03/01/2025
1010000545.0,03/01/2025
1010000546.0,03/01/2025
1010000547.0,03/01/2025
1010000548.0,03/01/2025
1010000549.0,03/01/2025
1010000550.0,03/01/2025
1010000551.0,03/01/2025
1010000552.0,03/01/2025
1010000553.0,03/01/2025
1010000554.0,03/01/2025
1010008575.0,08/01/2025
1010008576.0,08/01/2025
1010008577.0,08/01/2025
1010008578.0,08/01/2025
1010008579.0,08/01/2025
1010008580.0,08/01/2025
1010008581.0,08/01/2025
1010008582.0,08/01/2025
1010008583.0,08/01/2025
1010008584.0,08/01/2025
1010008585.0,08/01/2025
1010008586.0,08/01/2025
1010008587.0,08/01/2025
1010008588.0,08/01/2025
1010008589.0,08/01/2025
1010008590.0,08/01/2025
1010008591.0,08/01/2025
1010008592.0,08/01/2025
1010008593.0,08/01/2025
1010008594.0,08/01/2025
1010008595.0,08/01/2025
1010008596.0,08/01/2025
1010008597.0,08/01/2025
1010008598.0,08/01/2025
1010008599.0,08/01/2025
1010008600.0,08/01/2025
1010008601.0,08/01/2025
1010008602.0,08/01/2025
1010008603.0,08/01/2025
1010008604.0,08/01/2025
1010008605.0,08/01/2025
1010008606.0,08/01/2025
1010008607.0,08/01/2025
1010008608.0,08/01/2025
1010008609.0,08/01/2025
1010008610.0,08/01/2025
1010008611.0,08/01/2025
1010008612.0,08/01/2025
1010008613.0,08/01/2025
1010008614.0,08/01/2025
1010008615.0,08/01/2025
1010008618.0,09/01/2025
1010008619.0,09/01/2025
1010008620.0,10/01/2025
1010008621.0,09/01/2025
1010008622.0,10/01/2025
1010008623.0,08/01/2025
1010008624.0,09/01/2025
1010008625.0,10/01/2025
1010008626.0,09/01/2025
1010008627.0,10/01/2025
1010008628.0,08/01/2025
1010008629.0,09/01/2025
1010008630.0,10/01/2025
1010008631.0,09/01/2025
1010008632.0,10/01/2025
1010008633.0,09/01/2025
1010008634.0,10/01/2025
1010008635.0,09/01/2025
1010008636.0,10/01/2025
1010008637.0,08/01/2025
1010008638.0,10/01/2025
1010008639.0,09/01/2025
1010008640.0,09/01/2025
1010008641.0,09/01/2025
1010008642.0,10/01/2025
1010008643.0,08/01/2025
1010008644.0,10/01/2025
1010008645.0,08/01/2025
1010008646.0,10/01/2025
1010008647.0,09/01/2025
1010008648.0,07/01/2025
1010008649.0,09/01/2025
1010008650.0,10/01/2025
1010008651.0,07/01/2025
1010008652.0,08/01/2025
1010008653.0,07/01/2025
1010008654.0,08/01/2025
1010008655.0,09/01/2025
1010008656.0,07/01/2025
1010008657.0,08/01/2025
1010008658.0,09/01/2025
1010008659.0,07/01/2025
1010008660.0,08/01/2025
1010008661.0,09/01/2025
1010008662.0,07/01/2025
1010008663.0,08/01/2025
1010008664.0,09/01/2025
1010008665.0,07/01/2025
1010008666.0,08/01/2025
1010008667.0,09/01/2025
1010008668.0,07/01/2025
1010008669.0,08/01/2025
1010008670.0,09/01/2025
1010008671.0,07/01/2025
1010008672.0,08/01/2025
1010008673.0,09/01/2025
1010008674.0,07/01/2025
1010008675.0,08/01/2025
1010008676.0,09/01/2025
1010008677.0,07/01/2025
1010008678.0,08/01/2025
1010008679.0,09/01/2025
1010008680.0,07/01/2025
1010008681.0,08/01/2025
1010008683.0,09/01/2025
1010008685.0,07/01/2025
1010008687.0,08/01/2025
1010008690.0,09/01/2025
1010008691.0,07/01/2025
1010008692.0,08/01/2025
1010008694.0,09/01/2025
1010008695.0,07/01/2025
1010008697.0,08/01/2025
1010008701.0,09/01/2025
1010008703.0,07/01/2025
1010008705.0,08/01/2025
1010008706.0,09/01/2025
1010008708.0,07/01/2025
1010008710.0,08/01/2025
1010008712.0,09/01/2025
1010008715.0,07/01/2025
1010008717.0,08/01/2025
1010008719.0,09/01/2025
1010008720.0,07/01/2025
1010008721.0,08/01/2025
1010008723.0,09/01/2025
1010008725.0,07/01/2025
1010008727.0,08/01/2025
1010008729.0,09/01/2025
1010008731.0,07/01/2025
1010008733.0,08/01/2025
1010008734.0,09/01/2025
1010008736.0,07/01/2025
1010008738.0,08/01/2025
1010008740.0,09/01/2025
1010008742.0,07/01/2025
1010008745.0,08/01/2025
1010008747.0,09/01/2025
1010008748.0,07/01/2025
1010008750.0,08/01/2025
1010008752.0,09/01/2025
1010008753.0,07/01/2025
1010008755.0,08/01/2025
1010008757.0,09/01/2025
1010008759.0,07/01/2025
1010008761.0,08/01/2025
1010008763.0,09/01/2025
1010008801.0,07/01/2025
1010008803.0,08/01/2025
1010008804.0,08/01/2025
1010008805.0,07/01/2025
1010008806.0,08/01/2025
1010008807.0,07/01/2025
1010008810.0,08/01/2025
1010008812.0,08/01/2025
1010008814.0,07/01/2025
1010008817.0,08/01/2025
1010008818.0,07/01/2025
1010008821.0,07/01/2025
1010008822.0,07/01/2025
1010008823.0,08/01/2025
1010008824.0,07/01/2025
1010008825.0,07/01/2025
1010008826.0,08/01/2025
1010008827.0,07/01/2025
1010008828.0,07/01/2025
1010008830.0,07/01/2025
1010008833.0,08/01/2025
1010008834.0,07/01/2025
1010008835.0,07/01/2025
1010008836.0,08/01/2025
1010008840.0,07/01/2025
1010008841.0,08/01/2025
1010008842.0,08/01/2025
1010008843.0,08/01/2025
1010008844.0,07/01/2025
1010008845.0,07/01/2025
1010008846.0,08/01/2025
1010008848.0,08/01/2025
1010008851.0,07/01/2025
1010008852.0,08/01/2025
1010008853.0,08/01/2025
1010008854.0,07/01/2025
1010008855.0,07/01/2025
1010008856.0,07/01/2025
1010008858.0,07/01/2025
1010008862.0,07/01/2025
1010008863.0,07/01/2025
1010008867.0,07/01/2025
1010008871.0,08/01/2025
1010008872.0,07/01/2025
1010008875.0,07/01/2025
1010008876.0,07/01/2025
1010008877.0,08/01/2025
1010008878.0,07/01/2025
1010008880.0,07/01/2025
1010008881.0,07/01/2025
1010008882.0,08/01/2025
1010008886.0,07/01/2025
1010008887.0,07/01/2025
1010008894.0,07/01/2025
1010008895.0,07/01/2025
1010008896.0,07/01/2025
1010008898.0,08/01/2025
1010008901.0,08/01/2025
1010008903.0,07/01/2025
1010008905.0,07/01/2025
1010008906.0,08/01/2025
1010008907.0,07/01/2025
1010008910.0,08/01/2025
1010008913.0,07/01/2025
1010008917.0,07/01/2025
1010008919.0,07/01/2025
1010008920.0,07/01/2025
1010008921.0,07/01/2025
1010008922.0,08/01/2025
1010008923.0,07/01/2025
1010008924.0,07/01/2025
1010008926.0,07/01/2025
1010008927.0,08/01/2025
1010008929.0,07/01/2025
1010008930.0,08/01/2025
1010008933.0,07/01/2025
1010008934.0,07/01/2025
1010008937.0,07/01/2025
1010008938.0,07/01/2025
1010008939.0,08/01/2025
1010008940.0,08/01/2025
1010008942.0,07/01/2025
1010008943.0,08/01/2025
1010008946.0,08/01/2025
1010008952.0,08/01/2025
1010008958.0,06/01/2025
1010008959.0,06/01/2025
1010008960.0,06/01/2025
1010008961.0,06/01/2025
1010008962.0,06/01/2025
1010008963.0,06/01/2025
1010008964.0,06/01/2025
1010008965.0,06/01/2025
1010008966.0,06/01/2025
1010008967.0,06/01/2025
1010008968.0,06/01/2025
1010008969.0,06/01/2025
1010008970.0,06/01/2025
1010008971.0,06/01/2025
1010008973.0,06/01/2025
1010008974.0,06/01/2025
1010008975.0,06/01/2025
1010008976.0,06/01/2025
1010008977.0,06/01/2025
1010008978.0,06/01/2025
1010008979.0,06/01/2025
1010008980.0,06/01/2025
1010008981.0,06/01/2025
1010008982.0,06/01/2025
1010008983.0,06/01/2025
1010008984.0,06/01/2025
1010008985.0,06/01/2025
1010008986.0,06/01/2025
1010008987.0,06/01/2025
1010008988.0,06/01/2025
1010008989.0,06/01/2025
1010008990.0,06/01/2025
1010008991.0,06/01/2025
1010008992.0,06/01/2025
1010008993.0,06/01/2025
1010008994.0,06/01/2025
1010008995.0,06/01/2025
1010008996.0,06/01/2025
1010008997.0,09/01/2025
1010008998.0,06/01/2025
1010008999.0,06/01/2025
1010009000.0,06/01/2025
1010009001.0,09/01/2025
1010009002.0,06/01/2025
1010009003.0,06/01/2025
1010009004.0,06/01/2025
1010009005.0,06/01/2025
1010009006.0,06/01/2025
1010009007.0,06/01/2025
1010009008.0,06/01/2025
1010009009.0,06/01/2025
1010009010.0,06/01/2025
1010009011.0,06/01/2025
1010009012.0,06/01/2025
1010009014.0,06/01/2025
1010009015.0,06/01/2025
1010009016.0,06/01/2025
1010009017.0,06/01/2025
1010009018.0,06/01/2025
1010009019.0,06/01/2025
1010009020.0,06/01/2025
1010009021.0,06/01/2025
1010009022.0,06/01/2025
1010009023.0,06/01/2025
1010009024.0,06/01/2025
1010009025.0,06/01/2025
1010009026.0,06/01/2025
1010009027.0,06/01/2025
1010009028.0,06/01/2025
1010009029.0,06/01/2025
1010009030.0,06/01/2025
1010009031.0,06/01/2025
1010009032.0,06/01/2025
1010009033.0,06/01/2025
1010009034.0,06/01/2025
1010009035.0,06/01/2025
1010009036.0,06/01/2025
1010009037.0,06/01/2025
1010009038.0,06/01/2025
1010009039.0,06/01/2025
1010009040.0,06/01/2025
1010009041.0,06/01/2025
1010009042.0,06/01/2025
1010009043.0,06/01/2025
1010009044.0,06/01/2025
1010009045.0,06/01/2025
1010009046.0,06/01/2025
1010009047.0,06/01/2025
1010009048.0,06/01/2025
1010009049.0,06/01/2025
1010009050.0,06/01/2025
1010009051.0,06/01/2025
1010009052.0,06/01/2025
1010009053.0,06/01/2025
1010009054.0,06/01/2025
1010009055.0,06/01/2025
1010009057.0,06/01/2025
1010009058.0,06/01/2025
1010009059.0,07/01/2025
1010009060.0,06/01/2025
1010009062.0,06/01/2025
1010009063.0,06/01/2025
1010009064.0,06/01/2025
1010009065.0,06/01/2025
1010009066.0,06/01/2025
1010009067.0,06/01/2025
1010009068.0,06/01/2025
1010009069.0,06/01/2025
1010009070.0,07/01/2025
1010009071.0,06/01/2025
1010009072.0,06/01/2025
1010009073.0,06/01/2025
1010009074.0,06/01/2025
1010009075.0,07/01/2025
1010009076.0,06/01/2025
1010009077.0,06/01/2025
1010009078.0,06/01/2025
1010009079.0,06/01/2025
1010009080.0,06/01/2025
1010009081.0,07/01/2025
1010009082.0,06/01/2025
1010009083.0,06/01/2025
1010009084.0,06/01/2025
1010009085.0,06/01/2025
1010009086.0,06/01/2025
1010009087.0,07/01/2025
1010009088.0,06/01/2025
1010009089.0,06/01/2025
1010009090.0,06/01/2025
1010009093.0,08/01/2025
1010009094.0,08/01/2025
1010009095.0,08/01/2025
1010009096.0,08/01/2025
1010009097.0,08/01/2025
1010009098.0,07/01/2025
1010009099.0,08/01/2025
1010009100.0,08/01/2025
1010009101.0,08/01/2025
1010009102.0,08/01/2025
1010009103.0,08/01/2025
1010009104.0,07/01/2025
1010009105.0,07/01/2025
1010009106.0,07/01/2025
1010009107.0,08/01/2025
1010009108.0,08/01/2025
1010009109.0,08/01/2025
1010009110.0,08/01/2025
1010009111.0,07/01/2025
1010009112.0,08/01/2025
1010009113.0,08/01/2025
1010009114.0,08/01/2025
1010009115.0,08/01/2025
1010009116.0,08/01/2025
1010009117.0,08/01/2025
1010009118.0,08/01/2025
1010009119.0,07/01/2025
1010009120.0,08/01/2025
1010009121.0,08/01/2025
1010009122.0,07/01/2025
1010009123.0,08/01/2025
1010009124.0,08/01/2025
1010009125.0,08/01/2025
1010009126.0,07/01/2025
1010009127.0,08/01/2025
1010009128.0,08/01/2025
1010009129.0,07/01/2025
1010009130.0,07/01/2025
1010009131.0,08/01/2025
1010009132.0,08/01/2025
1010009133.0,08/01/2025
1010009134.0,08/01/2025
1010009135.0,08/01/2025
1010009136.0,08/01/2025
1010009137.0,07/01/2025
1010009138.0,07/01/2025
1010009139.0,08/01/2025
1010009140.0,08/01/2025
1010009141.0,08/01/2025
1010009142.0,08/01/2025
1010009143.0,08/01/2025
1010009144.0,08/01/2025
1010009145.0,08/01/2025
1010009146.0,08/01/2025
1010009147.0,08/01/2025
1010009148.0,08/01/2025
1010009149.0,08/01/2025
1010009150.0,08/01/2025
1010009151.0,07/01/2025
1010009152.0,08/01/2025
1010009153.0,08/01/2025
1010009154.0,08/01/2025
1010009155.0,08/01/2025
1010009156.0,08/01/2025
1010009157.0,08/01/2025
1010009158.0,08/01/2025
1010009159.0,08/01/2025
1010009160.0,08/01/2025
1010009161.0,07/01/2025
1010009162.0,08/01/2025
1010009163.0,08/01/2025
1010009164.0,08/01/2025
1010009165.0,07/01/2025
1010009166.0,08/01/2025
1010009167.0,08/01/2025
1010009168.0,08/01/2025
1010009169.0,07/01/2025
1010009170.0,08/01/2025
1010009171.0,08/01/2025
1010009172.0,08/01/2025
1010009173.0,08/01/2025
1010009174.0,08/01/2025
1010009175.0,08/01/2025
1010009176.0,08/01/2025
1010009177.0,08/01/2025
1010009178.0,08/01/2025
1010009179.0,08/01/2025
1010009180.0,07/01/2025
1010009181.0,08/01/2025
1010009182.0,08/01/2025
1010009183.0,08/01/2025
1010009184.0,08/01/2025
1010009185.0,08/01/2025
1010009186.0,08/01/2025
1010009187.0,08/01/2025
1010009188.0,07/01/2025
1010009189.0,08/01/2025
1010009190.0,08/01/2025
1010009191.0,08/01/2025
1010009192.0,08/01/2025
1010009193.0,08/01/2025
1010009194.0,08/01/2025
1010009195.0,08/01/2025
1010009196.0,08/01/2025
1010009197.0,08/01/2025
1010009198.0,08/01/2025
1010009199.0,08/01/2025
1010009200.0,08/01/2025
1010009201.0,08/01/2025
1010009202.0,08/01/2025
1010009203.0,08/01/2025
1010009204.0,08/01/2025
1010009205.0,08/01/2025
1010009206.0,08/01/2025
1010009207.0,08/01/2025
1010009208.0,08/01/2025
1010009209.0,08/01/2025
1010009210.0,08/01/2025
1010009211.0,08/01/2025
1010009212.0,08/01/2025
1010009213.0,08/01/2025
1010009214.0,08/01/2025
1010009215.0,08/01/2025
1010009216.0,08/01/2025
1010009217.0,08/01/2025
1010009218.0,08/01/2025
1010009219.0,08/01/2025
1010009220.0,08/01/2025
1010009221.0,08/01/2025
1010009222.0,08/01/2025
1010009223.0,08/01/2025
1010009224.0,08/01/2025
1010009225.0,08/01/2025
1010009226.0,08/01/2025
1010009227.0,08/01/2025
1010009228.0,08/01/2025
1010009229.0,08/01/2025
1010009230.0,08/01/2025
1010009231.0,08/01/2025
1010009232.0,08/01/2025
1010009233.0,08/01/2025
1010009234.0,08/01/2025
1010009235.0,08/01/2025
1010009236.0,08/01/2025
1010009237.0,08/01/2025
1010009238.0,08/01/2025
1010009239.0,08/01/2025
1010009240.0,08/01/2025
1010009241.0,08/01/2025
1010009242.0,08/01/2025
1010009243.0,08/01/2025
1010009244.0,08/01/2025
1010009245.0,08/01/2025
1010009246.0,08/01/2025
1010009247.0,08/01/2025
1010009248.0,08/01/2025
1010009249.0,08/01/2025
1010009250.0,08/01/2025
1010009251.0,08/01/2025
1010009252.0,08/01/2025
1010009253.0,08/01/2025
1010009254.0,08/01/2025
1010009255.0,08/01/2025
1010009256.0,08/01/2025
1010009257.0,08/01/2025
1010009258.0,08/01/2025
1010009259.0,08/01/2025
1010009260.0,08/01/2025
1010009261.0,08/01/2025
1010009262.0,08/01/2025
1010009263.0,08/01/2025
1010009264.0,08/01/2025
1010009265.0,08/01/2025
1010009266.0,08/01/2025
1010009267.0,08/01/2025
1010009268.0,08/01/2025
1010009269.0,08/01/2025
1010009270.0,08/01/2025
1010009271.0,08/01/2025
1010009272.0,08/01/2025
1010009273.0,08/01/2025
1010009274.0,08/01/2025
1010009275.0,08/01/2025
1010009276.0,08/01/2025
1010009277.0,08/01/2025
1010009278.0,08/01/2025
1010009279.0,08/01/2025
1010009280.0,08/01/2025
1010009281.0,08/01/2025
1010009282.0,08/01/2025
1010009283.0,08/01/2025
1010009284.0,08/01/2025
1010009285.0,08/01/2025
1010009286.0,08/01/2025
1010009287.0,08/01/2025
1010025635.0,13/01/2025
1010025636.0,03/01/2025
1010025637.0,03/01/2025
1010025638.0,07/01/2025
1010025639.0,08/01/2025
1010025640.0,09/01/2025
1010025641.0,10/01/2025
1010025647.0,13/01/2025
1010025648.0,13/01/2025
1010025650.0,13/01/2025
