journal_entry_id,posting_date,description
39.0,01/01/2024,S/FRA.N§ 201489                         
40.0,01/01/2024,S/FRA.N§ 576312                         
41.0,01/01/2024,S/FRA.N§ 572221                         
42.0,01/01/2024,S/FRA.N§ 575426                         
43.0,01/01/2024,S/FRA.N§ 236205                         
44.0,01/01/2024,S/FRA.N§ 236492                         
45.0,01/01/2024,S/FRA.N§ 230285                         
46.0,01/01/2024,S/FRA.N§ 230284                         
47.0,01/01/2024,S/FRA.N§ 2346                           
48.0,01/01/2024,S/FRA.N§ 250                            
49.0,01/01/2024,S/FRA.N§ 234                            
50.0,01/01/2024,S/FRA.N§ 223637                         
51.0,01/01/2024,S/FRA.N§ 30187                          
52.0,01/01/2024,S/FRA.N§ 4078                           
53.0,01/01/2024,S/FRA.N§ 4945                           
54.0,01/01/2024,S/FRA.N§ 3330                           
55.0,01/01/2024,S/FRA.N§ 10086                          
56.0,01/01/2024,S/FRA.N§ 11075                          
57.0,01/01/2024,S/FRA.N§ 12419                          
58.0,01/01/2024,S/FRA.N§ 7874                           
59.0,01/01/2024,S/FRA.N§ 7871                           
60.0,01/01/2024,S/FRA.N§ 9364                           
61.0,01/01/2024,S/FRA.N§ 9869                           
62.0,01/01/2024,S/FRA.N§ 7872                           
63.0,01/01/2024,S/FRA.N§ 7873                           
64.0,01/01/2024,S/FRA.N§ 7875                           
65.0,01/01/2024,S/FRA.N§ 7876                           
66.0,01/01/2024,S/FRA.N§ 9824                           
67.0,01/01/2024,S/FRA.N§ 573457                         
68.0,01/01/2024,S/FRA.N§ 573456                         
69.0,01/01/2024,S/FRA.N§ 573455                         
70.0,01/01/2024,S/FRA.N§ 12957                          
71.0,01/01/2024,S/FRA.N§ 5509                           
72.0,01/01/2024,S/FRA.N§ 5440                           
73.0,01/01/2024,S/FRA.N§ 8087                           
74.0,01/01/2024,S/FRA.N§ 12821                          
75.0,01/01/2024,S/FRA.N§ 216                            
76.0,01/01/2024,S/FRA.N§ 4854                           
77.0,01/01/2024,S/FRA.N§ 266                            
78.0,01/01/2024,S/FRA.N§ 7008                           
79.0,01/01/2024,S/FRA.N§ 314438                         
80.0,01/01/2024,S/FRA.N§ 125                            
81.0,01/01/2024,S/FRA.N§ 325929                         
82.0,01/01/2024,S/FRA.N§ 325930                         
83.0,01/01/2024,S/FRA.N§ 240025                         
84.0,01/01/2024,S/FRA.N§ 240034                         
85.0,01/01/2024,S/FRA.N§ 240183                         
86.0,01/01/2024,S/FRA.N§ 240110                         
87.0,01/01/2024,S/FRA.N§ 3896                           
88.0,01/01/2024,S/FRA.N§ 13552                          
89.0,01/01/2024,S/FRA.N§ 7878                           
90.0,01/01/2024,S/FRA.N§ 7877                           
91.0,01/01/2024,S/FRA.N§ 4399                           
92.0,01/01/2024,S/FRA.N§ 5189                           
93.0,01/01/2024,S/FRA.N§ 270                            
94.0,01/01/2024,S/FRA.N§ 250                            
95.0,01/01/2024,S/FRA.N§ 10473                          
96.0,01/01/2024,S/FRA.N§ 400483                         
97.0,01/01/2024,S/FRA.N§ 4598                           
98.0,01/01/2024,224 AGROBACTER                          
99.0,01/01/2024,S/FRA.N§ 231470                         
100.0,01/01/2024,S/FRA.N§ 177                            
101.0,01/01/2024,S/FRA.N§ 184                            
102.0,01/01/2024,S/FRA.N§ 120275                         
103.0,01/01/2024,S/FRA.N§ 110030                         
104.0,01/01/2024,S/FRA.N§ 324922                         
105.0,01/01/2024,S/FRA.N§ 324921                         
106.0,01/01/2024,S/FRA.N§ 912601                         
107.0,01/01/2024,S/FRA.N§ 520998                         
108.0,01/01/2024,S/FRA.N§ 598600                         
109.0,02/01/2024,COBRO FACTURA 1682                      
110.0,02/01/2024,INTERTRANSFERENCIA PEDIDO 236784-I C-133
111.0,02/01/2024,FACTURA RECTIFICATIVA 1869              
112.0,02/01/2024,COBRO FACTURA 1723                      
113.0,02/01/2024,COBRO FACTURA 3260.64                   
114.0,02/01/2024,CARGO ERRONEO JORDI COSTA               
115.0,02/01/2024,S/FRA.N§ 81                             
116.0,02/01/2024,S/FRA.N§ 1                              
117.0,02/01/2024,S/FRA.N§ 240236                         
118.0,02/01/2024,R:02417/212 G.0001882/001 27/02/2024    
119.0,03/01/2024,LQDC.INT.ANTIC.CRTO.                    
120.0,03/01/2024,ICO CAIXABANK                           
121.0,03/01/2024,PAGO S/FRA. FRA. 598600                 
122.0,03/01/2024,PAGO S/FRA. FRA. 520998                 
123.0,03/01/2024,PAGO S/FRA. 912601                      
124.0,03/01/2024,PAGO S/FRA. FRA. 547603                 
125.0,03/01/2024,VENTAS FAMILIA                          
126.0,03/01/2024,VENTAS FAMILIA                          
127.0,03/01/2024,VENTAS FAMILIAO                         
128.0,03/01/2024,VENTAS FAMILIAO                         
129.0,03/01/2024,VENTAS FAMILIAO                         
130.0,03/01/2024,S/FRA.N§ 39590                          
131.0,03/01/2024,ABONO 17488 CYC                         
132.0,04/01/2024,COBRO FACTURA 1593                      
133.0,04/01/2024,COBRO FACTURA 1387. 1428                
134.0,04/01/2024,COBRO FACTURA 1598                      
135.0,04/01/2024,COBRO FACTURA 657.657.683.684.685.686.71
136.0,04/01/2024,COBRO FACTURA 1602                      
137.0,04/01/2024,COBRO FACTURA 1631                      
138.0,04/01/2024,IMPAGADO VTO.27/12/2023 FAC. 984        
139.0,04/01/2024,FINCAS CDAC ANTON-ENERO                 
140.0,04/01/2024,COMUNIDAD CIAL SUR 1 TRIMESTRE          
141.0,04/01/2024,PAGO S/FRA. 293027                      
142.0,04/01/2024,SEGURO MEDICO                           
143.0,04/01/2024,SEGURO MEDICO                           
144.0,04/01/2024,SEGURO MEDICO                           
145.0,04/01/2024,PAGO S/FRA. 510199                      
146.0,04/01/2024,PAGO S/FRA. 375737                      
147.0,04/01/2024,VENTAS FAMILIA                          
148.0,04/01/2024,VENTAS FAMILIA                          
149.0,04/01/2024,VENTAS FAMILIA                          
150.0,04/01/2024,VENTAS FAMILIA                          
151.0,04/01/2024,S/FRA.N§ 1010                           
152.0,04/01/2024,S/FRA.N§ 1011                           
153.0,04/01/2024,S/FRA.N§ 135                            
154.0,04/01/2024,S/FRA.N§ 1                              
155.0,04/01/2024,S/FRA.N§ 305854                         
156.0,04/01/2024,S/FRA.N§ 400396                         
157.0,04/01/2024,S/FRA.N§ 27076                          
158.0,05/01/2024,VIA T JORDI COSTA                       
159.0,05/01/2024,VIA T DAVID ESPI                        
160.0,05/01/2024,VIA T JOSE LUIS MONEREO                 
161.0,05/01/2024,COBRO FACTURA 1856                      
162.0,05/01/2024,NOMINA                                  
163.0,05/01/2024,NOMINA                                  
164.0,05/01/2024,VENTAS FAMILIA                          
165.0,05/01/2024,VENTAS FAMILIAO                         
166.0,05/01/2024,VENTAS FAMILIA                          
167.0,05/01/2024,VENTAS FAMILIA                          
168.0,05/01/2024,S/FRA.N§ 2485                           
169.0,05/01/2024,S/FRA.N§ 742394                         
170.0,05/01/2024,S/FRA.N§ 27                             
171.0,06/01/2024,COBRO FACTURA 1736. 1753                
172.0,06/01/2024,PAGO S/FRA. 742394                      
173.0,07/01/2024,S/FRA.N§ 332                            
174.0,08/01/2024,COBRO FACTURA 1756. 1685                
175.0,08/01/2024,COBRO PEDIDO 236847-C                   
176.0,08/01/2024,PAGO S/FRA. 15471                       
177.0,08/01/2024,PAGO S/FRA. 15441                       
178.0,08/01/2024,PAGO S/FRA. 15468                       
179.0,08/01/2024,PAGO S/FRA. 15469                       
180.0,08/01/2024,PAGO S/FRA. 15504                       
181.0,08/01/2024,VENTAS FAMILIA                          
182.0,08/01/2024,VENTAS FAMILIA                          
183.0,08/01/2024,VENTAS FAMILIA                          
184.0,08/01/2024,VENTAS FAMILIAO                         
185.0,08/01/2024,VENTAS FAMILIA                          
186.0,08/01/2024,VENTAS FAMILIAO                         
187.0,08/01/2024,VENTAS FAMILIAO                         
188.0,08/01/2024,VENTAS FAMILIAO                         
189.0,08/01/2024,VENTAS FAMILIAO                         
190.0,08/01/2024,VENTAS FAMILIAO                         
191.0,08/01/2024,VENTAS FAMILIA                          
192.0,08/01/2024,VENTAS FAMILIAO                         
193.0,08/01/2024,S/FRA.N§ 24003                          
194.0,08/01/2024,S/FRA.N§ 20242                          
195.0,08/01/2024,S/FRA.N§ 202402                         
196.0,08/01/2024,S/FRA.N§ 42024                          
197.0,08/01/2024,S/FRA.N§ 32024                          
198.0,08/01/2024,S/FRA.N§ 240064                         
199.0,08/01/2024,S/FRA.N§ 415                            
200.0,08/01/2024,S/FRA.N§ 1                              
201.0,08/01/2024,S/FRA.N§ 32024                          
202.0,08/01/2024,S/FRA.N§ 4                              
203.0,08/01/2024,R:02419/212 G.0001886/001 30/01/2024    
204.0,09/01/2024,COBRO FACTURA 1514. 1515                
205.0,09/01/2024,COBRO FACTURA 1378                      
206.0,09/01/2024,COBRO FACTURA 1666.1687                 
207.0,09/01/2024,COBRO PEDIDO 236865-C                   
208.0,09/01/2024,LQDC.INT.ANTIC.CRTO.                    
209.0,09/01/2024,IMPAGADO VTO.04/01/24 FAC.1758 C-10287  
210.0,09/01/2024,ERROR ING CHQ TRUNCADOS                 
211.0,09/01/2024,VENTAS FAMILIA                          
212.0,09/01/2024,VENTAS FAMILIA                          
213.0,09/01/2024,VENTAS FAMILIA                          
214.0,09/01/2024,VENTAS FAMILIA                          
215.0,09/01/2024,VENTAS FAMILIAO                         
216.0,09/01/2024,1222 ABONO CAFF                         
217.0,09/01/2024,S/FRA.N§ 1028                           
218.0,09/01/2024,S/FRA.N§ 1029                           
219.0,09/01/2024,S/FRA.N§ 1030                           
220.0,09/01/2024,S/FRA.N§ 1031                           
221.0,09/01/2024,S/FRA.N§ 1032                           
222.0,09/01/2024,S/FRA.N§ 1033                           
223.0,09/01/2024,S/FRA.N§ 1034                           
224.0,09/01/2024,S/FRA.N§ 1035                           
225.0,09/01/2024,S/FRA.N§ 1036                           
226.0,09/01/2024,S/FRA.N§ 1037                           
227.0,09/01/2024,S/FRA.N§ 1061                           
228.0,09/01/2024,S/FRA.N§ 1062                           
229.0,09/01/2024,S/FRA.N§ 1063                           
230.0,09/01/2024,S/FRA.N§ 1064                           
231.0,09/01/2024,S/FRA.N§ 1060                           
232.0,09/01/2024,S/FRA.N§ 1065                           
233.0,09/01/2024,S/FRA.N§ 1066                           
234.0,09/01/2024,S/FRA.N§ 1067                           
235.0,09/01/2024,S/FRA.N§ 1180124                        
236.0,09/01/2024,S/FRA.N§ 27                             
237.0,09/01/2024,S/FRA.N§ 420025                         
238.0,09/01/2024,S/FRA.N§ 36                             
239.0,09/01/2024,S/FRA.N§ 39                             
240.0,09/01/2024,S/FRA.N§ 48                             
241.0,09/01/2024,S/FRA.N§ 26                             
242.0,09/01/2024,S/FRA.N§ 54                             
243.0,09/01/2024,S/FRA.N§ 64                             
244.0,09/01/2024,S/FRA.N§ 48                             
245.0,10/01/2024,COBRO FACTURA 1620                      
246.0,10/01/2024,COBRO FACTURA 1684                      
247.0,10/01/2024,VENTAS FAMILIA                          
248.0,10/01/2024,VENTAS FAMILIA                          
249.0,10/01/2024,VENTAS FAMILIAO                         
250.0,10/01/2024,VENTAS FAMILIA                          
251.0,10/01/2024,COBRO FACTURA 1223. DE SU FAC.T24-003   
252.0,10/01/2024,S/FRA.N§ 29                             
253.0,10/01/2024,S/FRA.N§ 3                              
254.0,10/01/2024,S/FRA.N§ 1                              
255.0,10/01/2024,S/FRA.N§ 205663                         
256.0,10/01/2024,S/FRA.N§ 240059                         
257.0,10/01/2024,S/FRA.N§ 1040                           
258.0,10/01/2024,S/FRA.N§ 1039                           
259.0,10/01/2024,S/FRA.N§ 10120                          
260.0,11/01/2024,COBRO FACTURA 17                        
261.0,11/01/2024,COBRO FACTURA 1723 RESTO                
262.0,11/01/2024,COBRO FACTURA 1777                      
263.0,11/01/2024,COBRO PEDIDO 236870-C                   
264.0,11/01/2024,COBRO FACTURA 25                        
265.0,11/01/2024,COBRO FACTURA 1181.1200.1264. -ABONO 187
266.0,11/01/2024,VENTAS FAMILIA                          
267.0,11/01/2024,VENTAS FAMILIA                          
268.0,11/01/2024,VENTAS FAMILIA                          
269.0,11/01/2024,VENTAS FAMILIAO                         
270.0,11/01/2024,VENTAS FAMILIAO                         
271.0,11/01/2024,VENTAS FAMILIAO                         
272.0,11/01/2024,VENTAS FAMILIAO                         
273.0,11/01/2024,COBRO FACTURA 1654 COMPENS SU FAC.2023WP
274.0,11/01/2024,S/FRA.N§ 95898                          
275.0,11/01/2024,S/FRA.N§ 24010                          
276.0,11/01/2024,S/FRA.N§ 101                            
277.0,11/01/2024,S/FRA.N§ 22024                          
278.0,11/01/2024,S/FRA.N§ 2216                           
279.0,12/01/2024,COBRO FACTURA 1594                      
280.0,12/01/2024,COBRO FACTURA 1522. 1604                
281.0,12/01/2024,COBRO FACTURA 1873.1875                 
282.0,12/01/2024,COBRO FACTURA 1897                      
283.0,12/01/2024,COBRO PEDIDO 236825-C A CTA.            
284.0,12/01/2024,COBRO FACTURA 1885 A. CTA.              
285.0,12/01/2024,COBRO PEDIDO 236935-C                   
286.0,12/01/2024,COBRO PEDIDO 237029-C                   
287.0,12/01/2024,PAGO S/FRA. 2216                        
288.0,12/01/2024,NOMINA                                  
289.0,12/01/2024,NOMINA                                  
290.0,12/01/2024,NOMINA                                  
291.0,12/01/2024,VENTAS FAMILIA                          
292.0,12/01/2024,VENTAS FAMILIAO                         
293.0,12/01/2024,VENTAS FAMILIAO                         
294.0,12/01/2024,VENTAS FAMILIAO                         
295.0,12/01/2024,VENTAS FAMILIAO                         
296.0,12/01/2024,VENTAS FAMILIA                          
297.0,12/01/2024,VENTAS FAMILIAO                         
298.0,12/01/2024,VENTAS FAMILIAO                         
299.0,12/01/2024,VENTAS FAMILIAO                         
300.0,12/01/2024,VENTAS FAMILIAO                         
301.0,12/01/2024,VENTAS FAMILIAO                         
302.0,12/01/2024,VENTAS FAMILIAO                         
303.0,12/01/2024,VENTAS FAMILIAO                         
304.0,12/01/2024,VENTAS FAMILIA                          
305.0,12/01/2024,4376 CYE RAPPEL                         
306.0,12/01/2024,S/FRA.N§ 22                             
307.0,12/01/2024,S/FRA.N§ 1077                           
308.0,12/01/2024,S/FRA.N§ 1078                           
309.0,12/01/2024,S/FRA.N§ 1079                           
310.0,12/01/2024,S/FRA.N§ 1080                           
311.0,12/01/2024,S/FRA.N§ 1081                           
312.0,12/01/2024,S/FRA.N§ 1082                           
313.0,12/01/2024,S/FRA.N§ 1083                           
314.0,12/01/2024,S/FRA.N§ 1084                           
315.0,12/01/2024,S/FRA.N§ 1041                           
316.0,12/01/2024,S/FRA.N§ 400623                         
317.0,12/01/2024,S/FRA.N§ 1249                           
318.0,12/01/2024,S/FRA.N§ 10006                          
319.0,12/01/2024,S/FRA.N§ 246836                         
320.0,12/01/2024,S/FRA.N§ 965                            
321.0,12/01/2024,S/FRA.N§ 10005                          
322.0,13/01/2024,COBRO FACTURA 1891. 1892                
323.0,13/01/2024,PAGO S/FRA. CONFIRMING 132023           
324.0,13/01/2024,S/FRA.N§ 33773                          
325.0,13/01/2024,S/FRA.N§ 33771                          
326.0,13/01/2024,S/FRA.N§ 33772                          
327.0,15/01/2024,COBRO FACTURA 1595                      
328.0,15/01/2024,COBRO FACTURA 1683.1686.1670.1704       
329.0,15/01/2024,RECARGA CIBERTARJETA                    
330.0,15/01/2024,COBRO FACTURA  1885 RESTO               
331.0,15/01/2024,COBRO FACTURA 1566. 1603 Y 1652 DE INSTA
332.0,15/01/2024,PAGO S/FRA.                             
333.0,15/01/2024,DEVOLUCION CHEQUE ERROR                 
334.0,15/01/2024,ERROR INGRESO CHEQUE AJENO              
335.0,15/01/2024,VENTAS FAMILIA                          
336.0,15/01/2024,VENTAS FAMILIA                          
337.0,15/01/2024,VENTAS FAMILIAO                         
338.0,15/01/2024,VENTAS FAMILIAO                         
339.0,15/01/2024,VENTAS FAMILIAO                         
340.0,15/01/2024,VENTAS FAMILIAO                         
341.0,15/01/2024,VENTAS FAMILIAO                         
342.0,15/01/2024,COBRO FACTURA 1478.1532.1614            
343.0,15/01/2024,S/FRA.N§ 129315                         
344.0,15/01/2024,S/FRA.N§ 10                             
345.0,15/01/2024,S/FRA.N§ 44                             
346.0,15/01/2024,S/FRA.N§ 11501                          
347.0,15/01/2024,S/FRA.N§ 84                             
348.0,15/01/2024,S/FRA.N§ 1581                           
349.0,15/01/2024,S/FRA.N§ 1650                           
350.0,15/01/2024,S/FRA.N§ 131512                         
351.0,15/01/2024,S/FRA.N§ 400025                         
352.0,15/01/2024,S/FRA.N§ 10314                          
353.0,15/01/2024,S/FRA.N§ 10307                          
354.0,15/01/2024,S/FRA.N§ 10306                          
355.0,15/01/2024,116 PRUDENCIO                           
356.0,15/01/2024,S/FRA.N§ 3                              
357.0,15/01/2024,S/FRA.N§ 26409                          
358.0,15/01/2024,R:02422/212 G.0000024/001 20/02/2024    
359.0,16/01/2024,COBRO FACTURA 1662                      
360.0,16/01/2024,COBRO FACTURA 1731                      
361.0,16/01/2024,COBRO FACTURA 1772                      
362.0,16/01/2024,COBRO FACTURA 1794                      
363.0,16/01/2024,LQDC.INT.ANTIC.CRTO.                    
364.0,16/01/2024,COBRO PEDIDO 236825-C                   
365.0,16/01/2024,COBRO PEDIDO 236940-C                   
366.0,16/01/2024,COBRO FACTURA 1                         
367.0,16/01/2024,PAGO S/FRA. 33773                       
368.0,16/01/2024,PAGO S/FRA. 33771                       
369.0,16/01/2024,PAGO S/FRA. 33772                       
370.0,16/01/2024,IBI ZARAGOZA                            
371.0,16/01/2024,VENTAS FAMILIA                          
372.0,16/01/2024,VENTAS FAMILIA                          
373.0,16/01/2024,VENTAS FAMILIA                          
374.0,16/01/2024,VENTAS FAMILIA                          
375.0,16/01/2024,VENTAS FAMILIAO                         
376.0,16/01/2024,VENTAS FAMILIAO                         
377.0,16/01/2024,VENTAS FAMILIAO                         
378.0,16/01/2024,VENTAS FAMILIAO                         
379.0,16/01/2024,VENTAS FAMILIAO                         
380.0,16/01/2024,VENTAS FAMILIAO                         
381.0,16/01/2024,VENTAS FAMILIAO                         
382.0,16/01/2024,VENTAS FAMILIA                          
383.0,16/01/2024,VENTAS FAMILIAO                         
384.0,16/01/2024,VENTAS FAMILIAO                         
385.0,16/01/2024,S/FRA.N§ 1094                           
386.0,16/01/2024,S/FRA.N§ 1095                           
387.0,16/01/2024,S/FRA.N§ 1096                           
388.0,16/01/2024,S/FRA.N§ 15                             
389.0,16/01/2024,S/FRA.N§ 306073                         
390.0,16/01/2024,S/FRA.N§ 6251                           
391.0,16/01/2024,S/FRA.N§ 5                              
392.0,16/01/2024,S/FRA.N§ 3                              
393.0,16/01/2024,S/FRA.N§ 2                              
394.0,16/01/2024,S/FRA.N§ 136                            
395.0,17/01/2024,COBRO FACTURA 1461                      
396.0,17/01/2024,COBRO FACTURA 5                         
397.0,17/01/2024,A CTA. PROXIMO PEDIDO                   
398.0,17/01/2024,COBRO FACTURA 1839. 1855                
399.0,17/01/2024,COBRO FACTURA 1888                      
400.0,17/01/2024,COBRO PEDIDO 236994-C                   
401.0,17/01/2024,PAGO S/FRA. 2485                        
402.0,17/01/2024,PAGO MODELO 115                         
403.0,17/01/2024,PAGO MODELO 111                         
404.0,17/01/2024,PAGO S/FRA. FRA. 5338                   
405.0,17/01/2024,VENTAS FAMILIA                          
406.0,17/01/2024,VENTAS FAMILIAO                         
407.0,17/01/2024,VENTAS FAMILIAO                         
408.0,17/01/2024,VENTAS FAMILIAO                         
409.0,17/01/2024,VENTAS FAMILIAO                         
410.0,17/01/2024,S/FRA.N§ 828562                         
411.0,17/01/2024,S/FRA.N§ 2431                           
412.0,17/01/2024,ABONO 2401001 PAP                       
413.0,17/01/2024,2401002 ABONO PAP                       
414.0,17/01/2024,S/FRA.N§ 153                            
415.0,18/01/2024,COBRO FACTURA 1876                      
416.0,18/01/2024,COBRO PEDIDO 236929-C A CTA.            
417.0,18/01/2024,COBRO FACTURA 65                        
418.0,18/01/2024,DEVOLUCION CHEQUE ERROR                 
419.0,18/01/2024,ERROR CARGO JORDI COSTA                 
420.0,18/01/2024,VENTAS FAMILIA                          
421.0,18/01/2024,VENTAS FAMILIAO                         
422.0,18/01/2024,VENTAS FAMILIAO                         
423.0,18/01/2024,VENTAS FAMILIAO                         
424.0,18/01/2024,VENTAS FAMILIAO                         
425.0,18/01/2024,VENTAS FAMILIAO                         
426.0,18/01/2024,VENTAS FAMILIAO                         
427.0,18/01/2024,VENTAS FAMILIA                          
428.0,18/01/2024,VENTAS FAMILIAO                         
429.0,18/01/2024,VENTAS FAMILIAO                         
430.0,18/01/2024,S/FRA.N§ 32024                          
431.0,18/01/2024,S/FRA.N§ 239                            
432.0,18/01/2024,S/FRA.N§ 238                            
433.0,18/01/2024,S/FRA.N§ 1042                           
434.0,18/01/2024,S/FRA.N§ 3156                           
435.0,18/01/2024,S/FRA.N§ 11                             
436.0,18/01/2024,S/FRA.N§ 2481                           
437.0,18/01/2024,S/FRA.N§ 2480                           
438.0,19/01/2024,COBRO FACTURA 1555                      
439.0,19/01/2024,COBRO FACTURA 1575                      
440.0,19/01/2024,COBRO PEDIDO 236971-C                   
441.0,19/01/2024,NOMINA                                  
442.0,19/01/2024,NOMINA                                  
443.0,19/01/2024,PAGO S/FRA. CONFIRMING 4078             
444.0,19/01/2024,VENTAS FAMILIA                          
445.0,19/01/2024,VENTAS FAMILIAO                         
446.0,19/01/2024,VENTAS FAMILIAO                         
447.0,19/01/2024,VENTAS FAMILIAO                         
448.0,19/01/2024,VENTAS FAMILIAO                         
449.0,19/01/2024,VENTAS FAMILIAO                         
450.0,19/01/2024,VENTAS FAMILIAO                         
451.0,19/01/2024,VENTAS FAMILIA                          
452.0,19/01/2024,VENTAS FAMILIA                          
453.0,19/01/2024,S/FRA.N§ 3032                           
454.0,19/01/2024,S/FRA.N§ 420101                         
455.0,19/01/2024,S/FRA.N§ 10081                          
456.0,19/01/2024,S/FRA.N§ 10080                          
457.0,19/01/2024,S/FRA.N§ 1116                           
458.0,19/01/2024,S/FRA.N§ 1117                           
459.0,19/01/2024,S/FRA.N§ 1118                           
460.0,19/01/2024,S/FRA.N§ 1119                           
461.0,19/01/2024,S/FRA.N§ 280                            
462.0,19/01/2024,S/FRA.N§ 281                            
463.0,19/01/2024,S/FRA.N§ 201675                         
464.0,19/01/2024,S/FRA.N§ 5426                           
465.0,19/01/2024,ABONO 10004 TANE                        
466.0,19/01/2024,S/FRA.N§ 10079                          
467.0,20/01/2024,S/FRA.N§ 240275                         
468.0,20/01/2024,S/FRA.N§ 10553                          
469.0,22/01/2024,INTERTRANSFERENCIA FAC.1652 C-13940 DE I
470.0,22/01/2024,COBRO FACTURA 1402. 1430                
471.0,22/01/2024,COBRO FACTURA 1637                      
472.0,22/01/2024,COBRO FACTURA 1576. 1600                
473.0,22/01/2024,COBRO FACTURA 1658.1659                 
474.0,22/01/2024,PAGO S/FRA. 240236                      
475.0,22/01/2024,PAGO S/FRA. 63683                       
476.0,22/01/2024,INTERESES PRESTAMO BBVA 15153 2         
477.0,22/01/2024,PAGO S/FRA. FRA. 240025                 
478.0,22/01/2024,VENTAS FAMILIA                          
479.0,22/01/2024,VENTAS FAMILIAO                         
480.0,22/01/2024,VENTAS FAMILIAO                         
481.0,22/01/2024,VENTAS FAMILIAO                         
482.0,22/01/2024,VENTAS FAMILIAO                         
483.0,22/01/2024,VENTAS FAMILIAO                         
484.0,22/01/2024,VENTAS FAMILIAO                         
485.0,22/01/2024,VENTAS FAMILIAO                         
486.0,22/01/2024,VENTAS FAMILIA                          
487.0,22/01/2024,S/FRA.N§ 322                            
488.0,22/01/2024,S/FRA.N§ 326                            
489.0,22/01/2024,S/FRA.N§ 21054                          
490.0,22/01/2024,S/FRA.N§ 301                            
491.0,22/01/2024,S/FRA.N§ 224017                         
492.0,22/01/2024,S/FRA.N§ 400075                         
493.0,22/01/2024,R:02424/212 G.0000067/001 16/03/2024    
494.0,23/01/2024,COBRO FACTURA 1568                      
495.0,23/01/2024,COBRO PEDIDO 236985-C                   
496.0,23/01/2024,COBRO FACTURA 1560.1561.1693 Y 1697     
497.0,23/01/2024,COBRO FACTURA 1570                      
498.0,23/01/2024,COBRO PEDIDO 237089-C                   
499.0,23/01/2024,VENTAS FAMILIA                          
500.0,23/01/2024,S/FRA.N§ 22024                          
501.0,23/01/2024,S/FRA.N§ 22301                          
502.0,23/01/2024,S/FRA.N§ 42024                          
503.0,23/01/2024,S/FRA.N§ 52024                          
504.0,23/01/2024,S/FRA.N§ 12301                          
505.0,23/01/2024,S/FRA.N§ 1200124                        
506.0,23/01/2024,S/FRA.N§ 24016                          
507.0,23/01/2024,S/FRA.N§ 1150                           
508.0,23/01/2024,S/FRA.N§ 1151                           
509.0,23/01/2024,S/FRA.N§ 1152                           
510.0,23/01/2024,S/FRA.N§ 1153                           
511.0,23/01/2024,S/FRA.N§ 1154                           
512.0,23/01/2024,S/FRA.N§ 1155                           
513.0,23/01/2024,S/FRA.N§ 1156                           
514.0,23/01/2024,S/FRA.N§ 1157                           
515.0,23/01/2024,S/FRA.N§ 1158                           
516.0,23/01/2024,S/FRA.N§ 1159                           
517.0,23/01/2024,S/FRA.N§ 1160                           
518.0,23/01/2024,S/FRA.N§ 1161                           
519.0,23/01/2024,S/FRA.N§ 1162                           
520.0,23/01/2024,S/FRA.N§ 306227                         
521.0,23/01/2024,S/FRA.N§ 3049                           
522.0,23/01/2024,S/FRA.N§ 15325                          
523.0,23/01/2024,S/FRA.N§ 25310                          
524.0,23/01/2024,S/FRA.N§ 3440                           
