journal_entry_id,posting_date,fiscal_year,prepared_by
100000064,03/01/2024,2024,PARNEDO
100000065,03/01/2024,2024,PARNEDO
100000066,03/01/2024,2024,PARNEDO
100000067,03/01/2024,2024,PARNEDO
100000068,03/01/2024,2024,PARNEDO
100000069,03/01/2024,2024,PARNEDO
100000070,03/01/2024,2024,PARNEDO
100000071,03/01/2024,2024,PARNEDO
100000072,03/01/2024,2024,PARNEDO
100000073,03/01/2024,2024,PARNEDO
100000074,03/01/2024,2024,PARNEDO
100000075,03/01/2024,2024,PARNEDO
100000076,03/01/2024,2024,PARNEDO
100000077,03/01/2024,2024,PARNEDO
100000078,03/01/2024,2024,PARNEDO
100000079,03/01/2024,2024,PARNEDO
100000080,03/01/2024,2024,PARNEDO
100000081,03/01/2024,2024,PARNEDO
100000082,03/01/2024,2024,PARNEDO
100000083,03/01/2024,2024,PARNEDO
100000084,03/01/2024,2024,PARNEDO
100000085,03/01/2024,2024,PARNEDO
100000086,03/01/2024,2024,PARNEDO
100000087,03/01/2024,2024,PARNEDO
100000088,03/01/2024,2024,PARNEDO
100000089,03/01/2024,2024,PARNEDO
100000090,03/01/2024,2024,PARNEDO
100000091,03/01/2024,2024,PARNEDO
100000092,03/01/2024,2024,PARNEDO
100000093,03/01/2024,2024,PARNEDO
100000094,03/01/2024,2024,PARNEDO
100000095,03/01/2024,2024,PARNEDO
100000096,03/01/2024,2024,PARNEDO
100000097,03/01/2024,2024,PARNEDO
100000098,03/01/2024,2024,PARNEDO
100000099,03/01/2024,2024,PARNEDO
100000100,03/01/2024,2024,PARNEDO
100000101,03/01/2024,2024,PARNEDO
100000102,03/01/2024,2024,PARNEDO
100000103,03/01/2024,2024,PARNEDO
100000104,03/01/2024,2024,PARNEDO
100000105,03/01/2024,2024,PARNEDO
100000106,03/01/2024,2024,PARNEDO
100000107,03/01/2024,2024,PARNEDO
100000108,03/01/2024,2024,PARNEDO
100000109,03/01/2024,2024,PARNEDO
100000110,03/01/2024,2024,PARNEDO
100000111,03/01/2024,2024,PARNEDO
100000112,03/01/2024,2024,PARNEDO
100000113,03/01/2024,2024,PARNEDO
100000114,03/01/2024,2024,PARNEDO
100000116,03/01/2024,2024,PARNEDO
100000117,03/01/2024,2024,PARNEDO
100000118,03/01/2024,2024,PARNEDO
100000119,03/01/2024,2024,PARNEDO
100000120,03/01/2024,2024,PARNEDO
100000121,03/01/2024,2024,PARNEDO
100000122,03/01/2024,2024,PARNEDO
100000123,03/01/2024,2024,PARNEDO
100000124,03/01/2024,2024,PARNEDO
100000125,03/01/2024,2024,PARNEDO
100000126,03/01/2024,2024,PARNEDO
100000127,03/01/2024,2024,PARNEDO
100000128,03/01/2024,2024,PARNEDO
100000129,03/01/2024,2024,PARNEDO
100000141,04/01/2024,2024,MRAMOS
100000142,04/01/2024,2024,MRAMOS
100000143,04/01/2024,2024,PARNEDO
100000144,04/01/2024,2024,PARNEDO
100000145,04/01/2024,2024,PARNEDO
100000146,04/01/2024,2024,PARNEDO
100000147,04/01/2024,2024,PARNEDO
100000148,04/01/2024,2024,PARNEDO
100000149,04/01/2024,2024,PARNEDO
100000150,04/01/2024,2024,PARNEDO
100000151,04/01/2024,2024,PARNEDO
100000152,04/01/2024,2024,PARNEDO
100000153,04/01/2024,2024,PARNEDO
100000154,04/01/2024,2024,PARNEDO
100000155,04/01/2024,2024,PARNEDO
100000156,04/01/2024,2024,PARNEDO
100000157,04/01/2024,2024,PARNEDO
100000158,04/01/2024,2024,PARNEDO
100000159,04/01/2024,2024,PARNEDO
100000160,04/01/2024,2024,PARNEDO
100000161,04/01/2024,2024,PARNEDO
100000162,04/01/2024,2024,PARNEDO
100000163,04/01/2024,2024,PARNEDO
100000164,04/01/2024,2024,PARNEDO
100000165,04/01/2024,2024,PARNEDO
100000166,04/01/2024,2024,PARNEDO
100000167,04/01/2024,2024,PARNEDO
100000168,04/01/2024,2024,PARNEDO
100000169,04/01/2024,2024,PARNEDO
100000170,04/01/2024,2024,PARNEDO
100000171,04/01/2024,2024,PARNEDO
100000172,04/01/2024,2024,PARNEDO
100000173,04/01/2024,2024,PARNEDO
100000174,04/01/2024,2024,PARNEDO
100000175,04/01/2024,2024,PARNEDO
100000176,04/01/2024,2024,PARNEDO
100000177,04/01/2024,2024,PARNEDO
100000178,04/01/2024,2024,PARNEDO
100000179,04/01/2024,2024,PARNEDO
100000180,04/01/2024,2024,PARNEDO
100000181,04/01/2024,2024,PARNEDO
100000182,04/01/2024,2024,PARNEDO
100000183,04/01/2024,2024,PARNEDO
100000184,04/01/2024,2024,PARNEDO
100000185,04/01/2024,2024,PARNEDO
100000186,04/01/2024,2024,PARNEDO
100000187,04/01/2024,2024,PARNEDO
100000188,04/01/2024,2024,PARNEDO
100000189,04/01/2024,2024,PARNEDO
100000190,04/01/2024,2024,PARNEDO
100000191,04/01/2024,2024,PARNEDO
100000192,04/01/2024,2024,PARNEDO
100000193,04/01/2024,2024,PARNEDO
100000194,04/01/2024,2024,PARNEDO
100000195,04/01/2024,2024,PARNEDO
100000196,04/01/2024,2024,PARNEDO
100000197,04/01/2024,2024,PARNEDO
100000198,04/01/2024,2024,PARNEDO
100000199,04/01/2024,2024,PARNEDO
100000200,04/01/2024,2024,PARNEDO
100000201,04/01/2024,2024,PARNEDO
100000202,04/01/2024,2024,PARNEDO
100000203,04/01/2024,2024,PARNEDO
100000204,04/01/2024,2024,PARNEDO
100000205,04/01/2024,2024,PARNEDO
100000206,04/01/2024,2024,PARNEDO
100000207,04/01/2024,2024,PARNEDO
100000208,04/01/2024,2024,PARNEDO
100000209,04/01/2024,2024,PARNEDO
100000210,04/01/2024,2024,PARNEDO
100000211,04/01/2024,2024,PARNEDO
100000212,04/01/2024,2024,PARNEDO
100000213,04/01/2024,2024,PARNEDO
100000214,04/01/2024,2024,PARNEDO
100000215,04/01/2024,2024,PARNEDO
100000216,04/01/2024,2024,PARNEDO
100000217,04/01/2024,2024,PARNEDO
100000218,04/01/2024,2024,PARNEDO
100000219,04/01/2024,2024,PARNEDO
100000220,04/01/2024,2024,PARNEDO
100000221,04/01/2024,2024,PARNEDO
100000222,04/01/2024,2024,PARNEDO
100000223,04/01/2024,2024,PARNEDO
100000224,04/01/2024,2024,PARNEDO
100000225,04/01/2024,2024,PARNEDO
100000226,04/01/2024,2024,PARNEDO
100000227,04/01/2024,2024,PARNEDO
100000228,04/01/2024,2024,PARNEDO
100000229,04/01/2024,2024,PARNEDO
100000230,04/01/2024,2024,PARNEDO
100000231,04/01/2024,2024,PARNEDO
100000232,04/01/2024,2024,PARNEDO
100000233,04/01/2024,2024,PARNEDO
100000234,04/01/2024,2024,PARNEDO
100000235,04/01/2024,2024,PARNEDO
100000236,04/01/2024,2024,PARNEDO
100000237,04/01/2024,2024,PARNEDO
100000238,04/01/2024,2024,PARNEDO
100000239,04/01/2024,2024,PARNEDO
100000240,04/01/2024,2024,PARNEDO
100000241,04/01/2024,2024,PARNEDO
100000242,04/01/2024,2024,PARNEDO
100000243,04/01/2024,2024,PARNEDO
100000244,04/01/2024,2024,PARNEDO
100000245,04/01/2024,2024,PARNEDO
100000246,04/01/2024,2024,PARNEDO
100000247,04/01/2024,2024,PARNEDO
100000248,04/01/2024,2024,PARNEDO
100000249,04/01/2024,2024,PARNEDO
100000250,04/01/2024,2024,PARNEDO
100000251,04/01/2024,2024,PARNEDO
100000252,04/01/2024,2024,PARNEDO
100000253,04/01/2024,2024,PARNEDO
100000254,04/01/2024,2024,PARNEDO
100000255,04/01/2024,2024,PARNEDO
100000256,04/01/2024,2024,PARNEDO
100000257,04/01/2024,2024,PARNEDO
100000258,04/01/2024,2024,PARNEDO
100000259,04/01/2024,2024,PARNEDO
100000260,04/01/2024,2024,PARNEDO
100000261,04/01/2024,2024,PARNEDO
100000262,04/01/2024,2024,PARNEDO
100000263,04/01/2024,2024,PARNEDO
100000264,04/01/2024,2024,PARNEDO
100000265,04/01/2024,2024,PARNEDO
100000266,04/01/2024,2024,PARNEDO
100000267,04/01/2024,2024,PARNEDO
100000268,04/01/2024,2024,PARNEDO
100000269,04/01/2024,2024,PARNEDO
100000270,04/01/2024,2024,PARNEDO
100000271,04/01/2024,2024,PARNEDO
100000272,04/01/2024,2024,PARNEDO
100000273,04/01/2024,2024,PARNEDO
100000274,04/01/2024,2024,PARNEDO
100000275,04/01/2024,2024,PARNEDO
100000276,04/01/2024,2024,PARNEDO
100000277,04/01/2024,2024,PARNEDO
100000278,04/01/2024,2024,PARNEDO
100000279,04/01/2024,2024,PARNEDO
100000280,04/01/2024,2024,PARNEDO
100000281,04/01/2024,2024,PARNEDO
100000282,04/01/2024,2024,PARNEDO
100000283,04/01/2024,2024,PARNEDO
100000284,04/01/2024,2024,PARNEDO
100000285,04/01/2024,2024,PARNEDO
100000286,04/01/2024,2024,PARNEDO
100000287,04/01/2024,2024,PARNEDO
100000288,04/01/2024,2024,PARNEDO
100000289,04/01/2024,2024,PARNEDO
100000290,04/01/2024,2024,PARNEDO
100000291,04/01/2024,2024,PARNEDO
100000292,04/01/2024,2024,PARNEDO
100000293,04/01/2024,2024,PARNEDO
100000294,04/01/2024,2024,PARNEDO
100000295,04/01/2024,2024,PARNEDO
100000296,04/01/2024,2024,PARNEDO
100000297,04/01/2024,2024,PARNEDO
100000298,04/01/2024,2024,PARNEDO
100000299,04/01/2024,2024,PARNEDO
100000300,04/01/2024,2024,PARNEDO
100000301,04/01/2024,2024,PARNEDO
100000302,04/01/2024,2024,PARNEDO
100000303,04/01/2024,2024,PARNEDO
100000304,04/01/2024,2024,PARNEDO
100000305,04/01/2024,2024,PARNEDO
100000306,04/01/2024,2024,PARNEDO
100000307,04/01/2024,2024,PARNEDO
100000308,04/01/2024,2024,PARNEDO
100000309,04/01/2024,2024,PARNEDO
100000310,04/01/2024,2024,PARNEDO
100000311,04/01/2024,2024,PARNEDO
100000312,04/01/2024,2024,PARNEDO
100000313,04/01/2024,2024,PARNEDO
100000314,04/01/2024,2024,PARNEDO
100000315,04/01/2024,2024,PARNEDO
100000316,04/01/2024,2024,PARNEDO
100000317,04/01/2024,2024,PARNEDO
100000318,04/01/2024,2024,PARNEDO
100000319,04/01/2024,2024,PARNEDO
100000320,04/01/2024,2024,PARNEDO
100000321,04/01/2024,2024,PARNEDO
100000322,04/01/2024,2024,PARNEDO
100000323,04/01/2024,2024,PARNEDO
100000324,04/01/2024,2024,PARNEDO
100000325,04/01/2024,2024,PARNEDO
100000326,04/01/2024,2024,PARNEDO
100000327,04/01/2024,2024,PARNEDO
100000328,04/01/2024,2024,PARNEDO
100000329,04/01/2024,2024,PARNEDO
100000330,04/01/2024,2024,PARNEDO
100000331,04/01/2024,2024,PARNEDO
100000332,04/01/2024,2024,PARNEDO
100000333,04/01/2024,2024,PARNEDO
100000334,04/01/2024,2024,PARNEDO
100000335,04/01/2024,2024,PARNEDO
100000336,04/01/2024,2024,PARNEDO
100000337,04/01/2024,2024,PARNEDO
100000338,04/01/2024,2024,PARNEDO
100000339,04/01/2024,2024,PARNEDO
100000340,04/01/2024,2024,PARNEDO
100000341,04/01/2024,2024,PARNEDO
100000342,04/01/2024,2024,PARNEDO
100000343,04/01/2024,2024,PARNEDO
100000344,04/01/2024,2024,PARNEDO
100000345,04/01/2024,2024,PARNEDO
100000346,04/01/2024,2024,PARNEDO
100000347,04/01/2024,2024,PARNEDO
100000348,04/01/2024,2024,PARNEDO
100000349,04/01/2024,2024,PARNEDO
100000350,04/01/2024,2024,PARNEDO
100000351,04/01/2024,2024,PARNEDO
100000352,04/01/2024,2024,PARNEDO
100000353,04/01/2024,2024,PARNEDO
100000354,04/01/2024,2024,PARNEDO
100000355,04/01/2024,2024,PARNEDO
100000356,04/01/2024,2024,PARNEDO
100000357,04/01/2024,2024,PARNEDO
100000358,04/01/2024,2024,PARNEDO
100000359,04/01/2024,2024,PARNEDO
100000360,04/01/2024,2024,PARNEDO
100000361,04/01/2024,2024,PARNEDO
100000362,04/01/2024,2024,PARNEDO
100000363,04/01/2024,2024,PARNEDO
100000364,04/01/2024,2024,PARNEDO
100000365,04/01/2024,2024,PARNEDO
100000366,04/01/2024,2024,PARNEDO
100000367,04/01/2024,2024,PARNEDO
100000368,04/01/2024,2024,PARNEDO
100000369,04/01/2024,2024,PARNEDO
100000370,04/01/2024,2024,PARNEDO
100000371,04/01/2024,2024,PARNEDO
100000372,04/01/2024,2024,PARNEDO
100000373,04/01/2024,2024,PARNEDO
100000374,04/01/2024,2024,PARNEDO
100000375,04/01/2024,2024,PARNEDO
100000376,04/01/2024,2024,PARNEDO
100000377,04/01/2024,2024,PARNEDO
100000378,04/01/2024,2024,PARNEDO
100000379,04/01/2024,2024,PARNEDO
100000380,04/01/2024,2024,PARNEDO
100000381,04/01/2024,2024,PARNEDO
100000382,04/01/2024,2024,PARNEDO
100000383,04/01/2024,2024,PARNEDO
100000384,04/01/2024,2024,PARNEDO
100000385,04/01/2024,2024,PARNEDO
100000386,04/01/2024,2024,PARNEDO
100000387,04/01/2024,2024,PARNEDO
100000388,04/01/2024,2024,PARNEDO
100000389,04/01/2024,2024,PARNEDO
100000390,04/01/2024,2024,PARNEDO
100000391,04/01/2024,2024,PARNEDO
100000392,04/01/2024,2024,PARNEDO
100000393,04/01/2024,2024,PARNEDO
100000394,04/01/2024,2024,PARNEDO
100000395,04/01/2024,2024,PARNEDO
100000396,04/01/2024,2024,PARNEDO
100000397,04/01/2024,2024,PARNEDO
100000398,04/01/2024,2024,PARNEDO
100000399,04/01/2024,2024,PARNEDO
100000400,04/01/2024,2024,PARNEDO
100000401,04/01/2024,2024,PARNEDO
100000402,04/01/2024,2024,PARNEDO
100000403,04/01/2024,2024,PARNEDO
100000404,04/01/2024,2024,PARNEDO
100000405,04/01/2024,2024,PARNEDO
100000406,04/01/2024,2024,PARNEDO
100000407,04/01/2024,2024,PARNEDO
100000408,04/01/2024,2024,PARNEDO
100000409,04/01/2024,2024,PARNEDO
100000410,04/01/2024,2024,PARNEDO
100000411,04/01/2024,2024,PARNEDO
100000412,04/01/2024,2024,PARNEDO
100000413,04/01/2024,2024,PARNEDO
100000414,04/01/2024,2024,PARNEDO
100000415,04/01/2024,2024,PARNEDO
100000416,04/01/2024,2024,PARNEDO
100000417,04/01/2024,2024,PARNEDO
100000418,04/01/2024,2024,PARNEDO
100000419,04/01/2024,2024,PARNEDO
100000420,04/01/2024,2024,PARNEDO
100000421,04/01/2024,2024,PARNEDO
100000422,04/01/2024,2024,PARNEDO
100000423,04/01/2024,2024,PARNEDO
100000424,04/01/2024,2024,PARNEDO
100000425,04/01/2024,2024,PARNEDO
100000426,04/01/2024,2024,PARNEDO
100000427,04/01/2024,2024,PARNEDO
100000428,04/01/2024,2024,PARNEDO
100000429,04/01/2024,2024,PARNEDO
100000430,04/01/2024,2024,PARNEDO
100000431,04/01/2024,2024,PARNEDO
100000432,04/01/2024,2024,PARNEDO
100000433,04/01/2024,2024,PARNEDO
100000434,04/01/2024,2024,PARNEDO
100000435,04/01/2024,2024,PARNEDO
100000436,04/01/2024,2024,PARNEDO
100000437,04/01/2024,2024,PARNEDO
100000438,04/01/2024,2024,PARNEDO
100000439,04/01/2024,2024,PARNEDO
100000440,04/01/2024,2024,PARNEDO
100000441,04/01/2024,2024,PARNEDO
100000442,04/01/2024,2024,PARNEDO
100000443,04/01/2024,2024,PARNEDO
100000444,04/01/2024,2024,PARNEDO
100000445,04/01/2024,2024,PARNEDO
100000446,04/01/2024,2024,PARNEDO
100000447,04/01/2024,2024,PARNEDO
100000448,04/01/2024,2024,PARNEDO
100000449,04/01/2024,2024,PARNEDO
100000450,04/01/2024,2024,PARNEDO
100000451,04/01/2024,2024,PARNEDO
100000452,04/01/2024,2024,PARNEDO
100000453,04/01/2024,2024,PARNEDO
100000454,04/01/2024,2024,PARNEDO
100000455,04/01/2024,2024,PARNEDO
100000456,04/01/2024,2024,PARNEDO
100000457,04/01/2024,2024,PARNEDO
100000458,04/01/2024,2024,PARNEDO
100000459,04/01/2024,2024,PARNEDO
100000460,04/01/2024,2024,PARNEDO
100000461,04/01/2024,2024,PARNEDO
100000462,04/01/2024,2024,PARNEDO
100000463,04/01/2024,2024,PARNEDO
100000464,04/01/2024,2024,PARNEDO
100000465,04/01/2024,2024,PARNEDO
100000466,04/01/2024,2024,PARNEDO
100000467,04/01/2024,2024,PARNEDO
100000468,04/01/2024,2024,PARNEDO
100000469,04/01/2024,2024,PARNEDO
100000470,04/01/2024,2024,PARNEDO
100000471,04/01/2024,2024,PARNEDO
100000472,04/01/2024,2024,PARNEDO
100000473,04/01/2024,2024,PARNEDO
100000474,04/01/2024,2024,PARNEDO
100000475,04/01/2024,2024,PARNEDO
100000476,04/01/2024,2024,PARNEDO
100000477,04/01/2024,2024,PARNEDO
100000478,04/01/2024,2024,PARNEDO
100000479,04/01/2024,2024,PARNEDO
100000480,04/01/2024,2024,PARNEDO
100000481,04/01/2024,2024,PARNEDO
100000482,04/01/2024,2024,PARNEDO
100000483,04/01/2024,2024,PARNEDO
100000484,04/01/2024,2024,PARNEDO
100000485,04/01/2024,2024,PARNEDO
100000486,04/01/2024,2024,PARNEDO
100000487,04/01/2024,2024,PARNEDO
100000488,04/01/2024,2024,PARNEDO
100000489,04/01/2024,2024,PARNEDO
100000490,04/01/2024,2024,PARNEDO
100000491,04/01/2024,2024,PARNEDO
100000492,04/01/2024,2024,PARNEDO
100000493,04/01/2024,2024,PARNEDO
100000494,04/01/2024,2024,PARNEDO
100000495,04/01/2024,2024,PARNEDO
100000496,04/01/2024,2024,PARNEDO
100000497,04/01/2024,2024,PARNEDO
100000498,04/01/2024,2024,PARNEDO
100000499,04/01/2024,2024,PARNEDO
100000500,04/01/2024,2024,PARNEDO
100000501,04/01/2024,2024,PARNEDO
100000502,04/01/2024,2024,PARNEDO
100000503,04/01/2024,2024,PARNEDO
100000504,04/01/2024,2024,PARNEDO
100000505,04/01/2024,2024,PARNEDO
100000506,04/01/2024,2024,PARNEDO
100000507,04/01/2024,2024,PARNEDO
100000508,04/01/2024,2024,PARNEDO
100000509,04/01/2024,2024,PARNEDO
100000510,04/01/2024,2024,PARNEDO
100000511,04/01/2024,2024,PARNEDO
100000512,04/01/2024,2024,PARNEDO
100000513,04/01/2024,2024,PARNEDO
100000514,04/01/2024,2024,PARNEDO
100000515,04/01/2024,2024,PARNEDO
100000516,04/01/2024,2024,PARNEDO
100000517,04/01/2024,2024,PARNEDO
100000518,04/01/2024,2024,PARNEDO
100000519,04/01/2024,2024,PARNEDO
100000520,04/01/2024,2024,PARNEDO
100000521,04/01/2024,2024,PARNEDO
100000522,04/01/2024,2024,PARNEDO
100000523,04/01/2024,2024,PARNEDO
100000524,04/01/2024,2024,PARNEDO
100000525,04/01/2024,2024,PARNEDO
100000526,04/01/2024,2024,PARNEDO
100000527,04/01/2024,2024,PARNEDO
100000528,04/01/2024,2024,PARNEDO
100000529,04/01/2024,2024,PARNEDO
100000530,04/01/2024,2024,PARNEDO
100000531,04/01/2024,2024,PARNEDO
100000532,04/01/2024,2024,PARNEDO
100000533,04/01/2024,2024,PARNEDO
100000534,04/01/2024,2024,PARNEDO
100000535,04/01/2024,2024,PARNEDO
100000536,04/01/2024,2024,PARNEDO
100000537,04/01/2024,2024,PARNEDO
100000538,04/01/2024,2024,PARNEDO
100000539,04/01/2024,2024,PARNEDO
100000540,04/01/2024,2024,PARNEDO
100000541,04/01/2024,2024,PARNEDO
100000542,04/01/2024,2024,PARNEDO
100000543,04/01/2024,2024,PARNEDO
100000544,04/01/2024,2024,PARNEDO
100000545,04/01/2024,2024,PARNEDO
100000546,04/01/2024,2024,PARNEDO
100000547,04/01/2024,2024,PARNEDO
100000548,04/01/2024,2024,PARNEDO
100000549,04/01/2024,2024,PARNEDO
100000550,04/01/2024,2024,PARNEDO
100000551,04/01/2024,2024,PARNEDO
100000552,04/01/2024,2024,PARNEDO
100000553,04/01/2024,2024,PARNEDO
100000554,04/01/2024,2024,PARNEDO
100000555,04/01/2024,2024,PARNEDO
100000556,04/01/2024,2024,PARNEDO
100000557,04/01/2024,2024,PARNEDO
100000558,04/01/2024,2024,PARNEDO
100000559,04/01/2024,2024,PARNEDO
100000560,04/01/2024,2024,PARNEDO
100000561,04/01/2024,2024,PARNEDO
100000562,04/01/2024,2024,PARNEDO
100000563,04/01/2024,2024,PARNEDO
100000564,04/01/2024,2024,PARNEDO
100000565,04/01/2024,2024,PARNEDO
100000566,04/01/2024,2024,PARNEDO
100000567,04/01/2024,2024,PARNEDO
100000568,04/01/2024,2024,PARNEDO
100000569,04/01/2024,2024,PARNEDO
100000570,04/01/2024,2024,PARNEDO
100000571,04/01/2024,2024,PARNEDO
100000572,04/01/2024,2024,PARNEDO
100000573,04/01/2024,2024,PARNEDO
100000574,04/01/2024,2024,PARNEDO
100000575,04/01/2024,2024,PARNEDO
100000576,04/01/2024,2024,PARNEDO
100000577,04/01/2024,2024,PARNEDO
100000578,04/01/2024,2024,PARNEDO
100000579,04/01/2024,2024,PARNEDO
100000580,04/01/2024,2024,PARNEDO
100000581,04/01/2024,2024,PARNEDO
100000582,04/01/2024,2024,PARNEDO
100000583,04/01/2024,2024,PARNEDO
100000584,04/01/2024,2024,PARNEDO
100000585,04/01/2024,2024,PARNEDO
100000586,04/01/2024,2024,PARNEDO
100000587,04/01/2024,2024,PARNEDO
100000588,04/01/2024,2024,PARNEDO
100000589,04/01/2024,2024,PARNEDO
100000590,04/01/2024,2024,PARNEDO
100000591,04/01/2024,2024,PARNEDO
100000592,04/01/2024,2024,PARNEDO
100000593,04/01/2024,2024,PARNEDO
100000594,04/01/2024,2024,PARNEDO
100000595,04/01/2024,2024,PARNEDO
100000596,04/01/2024,2024,PARNEDO
100000597,04/01/2024,2024,PARNEDO
100000598,04/01/2024,2024,PARNEDO
100000599,04/01/2024,2024,PARNEDO
100000600,04/01/2024,2024,PARNEDO
100000602,04/01/2024,2024,PARNEDO
100000603,04/01/2024,2024,PARNEDO
100000604,04/01/2024,2024,PARNEDO
100000605,04/01/2024,2024,PARNEDO
100000606,04/01/2024,2024,PARNEDO
100000607,04/01/2024,2024,PARNEDO
100000608,04/01/2024,2024,PARNEDO
100000609,04/01/2024,2024,PARNEDO
100000610,04/01/2024,2024,PARNEDO
100000611,04/01/2024,2024,PARNEDO
100000612,04/01/2024,2024,PARNEDO
100000613,04/01/2024,2024,PARNEDO
100000614,04/01/2024,2024,PARNEDO
100000615,04/01/2024,2024,PARNEDO
100000616,04/01/2024,2024,PARNEDO
100000617,04/01/2024,2024,PARNEDO
100000618,04/01/2024,2024,PARNEDO
100000619,04/01/2024,2024,PARNEDO
100000620,04/01/2024,2024,PARNEDO
100000621,04/01/2024,2024,PARNEDO
100000622,04/01/2024,2024,PARNEDO
100000623,04/01/2024,2024,PARNEDO
100000624,04/01/2024,2024,PARNEDO
100000625,04/01/2024,2024,PARNEDO
100000626,04/01/2024,2024,PARNEDO
100000627,04/01/2024,2024,PARNEDO
100000628,04/01/2024,2024,PARNEDO
100000629,04/01/2024,2024,PARNEDO
100000630,04/01/2024,2024,PARNEDO
100000631,04/01/2024,2024,PARNEDO
100000632,04/01/2024,2024,PARNEDO
100000633,04/01/2024,2024,PARNEDO
100000634,04/01/2024,2024,PARNEDO
100000635,04/01/2024,2024,PARNEDO
100000636,04/01/2024,2024,PARNEDO
100000637,04/01/2024,2024,PARNEDO
100000638,04/01/2024,2024,PARNEDO
100000639,04/01/2024,2024,PARNEDO
100000640,04/01/2024,2024,PARNEDO
100000641,04/01/2024,2024,PARNEDO
100000642,04/01/2024,2024,PARNEDO
100000643,04/01/2024,2024,PARNEDO
100000644,04/01/2024,2024,PARNEDO
100000645,04/01/2024,2024,PARNEDO
100000646,04/01/2024,2024,PARNEDO
100000647,04/01/2024,2024,PARNEDO
100000648,04/01/2024,2024,PARNEDO
100000649,04/01/2024,2024,PARNEDO
100000650,04/01/2024,2024,PARNEDO
100000651,04/01/2024,2024,PARNEDO
100000652,04/01/2024,2024,PARNEDO
100000653,04/01/2024,2024,PARNEDO
100000654,04/01/2024,2024,PARNEDO
100000655,04/01/2024,2024,PARNEDO
100000656,04/01/2024,2024,PARNEDO
100000657,04/01/2024,2024,PARNEDO
100000658,04/01/2024,2024,PARNEDO
100000659,04/01/2024,2024,PARNEDO
100000660,04/01/2024,2024,PARNEDO
100000661,04/01/2024,2024,PARNEDO
100000662,04/01/2024,2024,PARNEDO
100000663,04/01/2024,2024,PARNEDO
100000664,04/01/2024,2024,PARNEDO
100000665,04/01/2024,2024,PARNEDO
100000666,04/01/2024,2024,PARNEDO
100000667,04/01/2024,2024,PARNEDO
100000668,04/01/2024,2024,PARNEDO
100000669,04/01/2024,2024,PARNEDO
100000670,04/01/2024,2024,PARNEDO
100000671,04/01/2024,2024,PARNEDO
100000672,04/01/2024,2024,PARNEDO
100000673,04/01/2024,2024,PARNEDO
100000674,04/01/2024,2024,PARNEDO
100000675,04/01/2024,2024,PARNEDO
100000676,04/01/2024,2024,PARNEDO
100000677,04/01/2024,2024,PARNEDO
