num_asiento,fecha_cpu,num_documento,fecha_contable,fecha_documento,tipo_documento,num_referencia,texto_cabecera,nombre_cuenta,linea_item,indicador_dh,cuenta_mayor,area_negocio,clave_posicion,numero_cuenta,indicador_valor,importe_me,codigo_moneda,importe_debito,importe_credito,importe_neto
4,40124,100066645,10124,311223,AB,,ES,Provision Vacaciones,31,S,640001,,50,,,-10800.35,EUR,0.0,10800.35,-10800.35
4,40124,100066645,10124,311223,AB,,ES,Provision Vacaciones,32,S,640001,,50,,,-217.14,EUR,0.0,217.14,-217.14
4,40124,100066645,10124,311223,AB,,ES,Provision Vacaciones,33,S,640001,,50,,,-1089.87,EUR,0.0,1089.87,-1089.87
4,40124,100066645,10124,311223,AB,,ES,Provision Vacaciones,34,S,640001,,50,,,-475.2,EUR,0.0,475.2,-475.2
4,40124,100066645,10124,311223,AB,,ES,Provision Vacaciones,35,S,640001,,50,,,-2416.7,EUR,0.0,2416.7,-2416.7
4,40124,100066645,10124,311223,AB,,ES,Provision Vacaciones,36,S,640001,,50,,,-1710.42,EUR,0.0,1710.42,-1710.42
4,40124,100066645,10124,311223,AB,,ES,Provision Vacaciones,37,S,640001,,50,,,-1974.6,EUR,0.0,1974.6,-1974.6
4,40124,100066645,10124,311223,AB,,ES,Provision Vacaciones,38,S,640001,,50,,,-750.26,EUR,0.0,750.26,-750.26
4,40124,100066645,10124,311223,AB,,ES,Remuneraciones ptes,39,S,465012,,40,,,269199.54,EUR,269199.54,0.0,269199.54
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,Trabajos realizados,1,S,607000,,50,,,-112727.5,EUR,0.0,112727.5,-112727.5
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,Trabajos realizados,2,S,607000,,50,,,-18152.0,EUR,0.0,18152.0,-18152.0
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,CPUdte,,,Reference No.,,,,,0.0,EUR,0.0,0.0,0.0
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,Account Name..............,LIt,A,G/L,BA,PK,,VA,0.0,Curr,0.0,0.0,0.0
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,Trabajos realizados,3,S,607000,,50,,,-3520.0,EUR,0.0,3520.0,-3520.0
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,Trabajos realizados,4,S,607000,,50,,,-3584.0,EUR,0.0,3584.0,-3584.0
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,Trabajos realizados,5,S,607000,,50,,,-19751.82,EUR,0.0,19751.82,-19751.82
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,Trabajos realizados,6,S,607000,,50,,,-52770.64,EUR,0.0,52770.64,-52770.64
5,80124,100066659,10124,311223,AB,,PROV SUBCO 1223,Acreed. Facturas pen,7,S,410904,,40,,,210505.96,EUR,210505.96,0.0,210505.96
6,80124,100066660,10124,311223,AB,,PROV SUBCO 1223,Trabajos realizados,1,S,607000,,50,,,-240.0,EUR,0.0,240.0,-240.0
6,80124,100066660,10124,311223,AB,,PROV SUBCO 1223,Acreed. Facturas pen,2,S,410904,,40,,,240.0,EUR,240.0,0.0,240.0
7,80124,100066661,10124,311223,AB,,PROV SUBCO 1223,Trabajos realizados,1,S,607000,,50,,,-11296.75,EUR,0.0,11296.75,-11296.75
7,80124,100066661,10124,311223,AB,,PROV SUBCO 1223,Acreed. Facturas pen,2,S,410904,,40,,,11296.75,EUR,11296.75,0.0,11296.75
8,90124,100066670,10124,311223,AB,,PROV SUBCO 1123,Trabajos realizados,1,S,607002,,50,,,-5630.32,EUR,0.0,5630.32,-5630.32
8,90124,100066670,10124,311223,AB,,PROV SUBCO 1123,Acreed. Facturas pen,2,S,410904,,40,,,5630.32,EUR,5630.32,0.0,5630.32
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,1,S,649002,,40,,,131.86,EUR,131.86,0.0,131.86
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,2,S,649002,,40,,,25.95,EUR,25.95,0.0,25.95
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,3,S,649002,,40,,,85.16,EUR,85.16,0.0,85.16
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,4,S,649002,,40,,,478.99,EUR,478.99,0.0,478.99
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,5,S,649002,,40,,,75.2,EUR,75.2,0.0,75.2
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,6,S,649002,,40,,,1619.92,EUR,1619.92,0.0,1619.92
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,7,S,649002,,40,,,41.91,EUR,41.91,0.0,41.91
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,8,S,649002,,40,,,164.08,EUR,164.08,0.0,164.08
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,9,S,649002,,40,,,117.66,EUR,117.66,0.0,117.66
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,10,S,649002,,40,,,575.64,EUR,575.64,0.0,575.64
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,11,S,649002,,40,,,71.82,EUR,71.82,0.0,71.82
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,12,S,649002,,40,,,2125.09,EUR,2125.09,0.0,2125.09
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,13,S,649002,,40,,,832.18,EUR,832.18,0.0,832.18
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,14,S,649002,,40,,,151.49,EUR,151.49,0.0,151.49
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,15,S,649002,,40,,,255.6,EUR,255.6,0.0,255.6
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,16,S,649002,,40,,,9.03,EUR,9.03,0.0,9.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,17,S,649002,,40,,,11.6,EUR,11.6,0.0,11.6
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,18,S,649002,,40,,,13.2,EUR,13.2,0.0,13.2
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,19,S,649002,,40,,,32.46,EUR,32.46,0.0,32.46
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,20,S,649002,,40,,,8.38,EUR,8.38,0.0,8.38
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,21,S,649002,,40,,,342.02,EUR,342.02,0.0,342.02
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,22,S,649002,,40,,,5.03,EUR,5.03,0.0,5.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,23,S,649002,,40,,,13.5,EUR,13.5,0.0,13.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,24,S,649002,,40,,,15.46,EUR,15.46,0.0,15.46
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,25,S,649002,,40,,,5.52,EUR,5.52,0.0,5.52
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,26,S,649002,,40,,,73.08,EUR,73.08,0.0,73.08
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,27,S,649002,,40,,,50.09,EUR,50.09,0.0,50.09
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,28,S,649002,,40,,,10.53,EUR,10.53,0.0,10.53
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,29,S,649002,,40,,,55.61,EUR,55.61,0.0,55.61
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Seguro,30,S,649002,,40,,,7.1,EUR,7.1,0.0,7.1
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Acreed. Facturas pen,31,S,410904,,50,,,-7713.03,EUR,0.0,7713.03,-7713.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Acreed. Facturas pen,32,S,410904,,50,,,-14.29,EUR,0.0,14.29,-14.29
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Remuneraciones ptes,33,S,465000,,50,,,-2006038.76,EUR,0.0,2006038.76,-2006038.76
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,34,S,460001,,50,,,-14.5,EUR,0.0,14.5,-14.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,35,S,460001,,50,,,-2000.0,EUR,0.0,2000.0,-2000.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,36,S,460001,,50,,,-14.5,EUR,0.0,14.5,-14.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,CPUdte,,,Reference No.,,,,,0.0,EUR,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Account Name..............,LIt,A,G/L,BA,PK,,VA,0.0,Curr,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,37,S,460001,,50,,,-14.5,EUR,0.0,14.5,-14.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,38,S,460001,,50,,,-1514.7,EUR,0.0,1514.7,-1514.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,39,S,460001,,50,,,-14.7,EUR,0.0,14.7,-14.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,40,S,460001,,50,,,-14.5,EUR,0.0,14.5,-14.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,41,S,460001,,50,,,-13.1,EUR,0.0,13.1,-13.1
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,42,S,460001,,50,,,-14.7,EUR,0.0,14.7,-14.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,43,S,460001,,50,,,-14.7,EUR,0.0,14.7,-14.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,44,S,460001,,50,,,-14.7,EUR,0.0,14.7,-14.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,45,S,460001,,50,,,-14.7,EUR,0.0,14.7,-14.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,46,S,460001,,50,,,-6.05,EUR,0.0,6.05,-6.05
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,47,S,460001,,50,,,-3.68,EUR,0.0,3.68,-3.68
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,48,S,460001,,50,,,-1.91,EUR,0.0,1.91,-1.91
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,49,S,460001,,50,,,-9.26,EUR,0.0,9.26,-9.26
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,50,S,460001,,50,,,-14.7,EUR,0.0,14.7,-14.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,51,S,460001,,50,,,-2500.0,EUR,0.0,2500.0,-2500.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,52,S,460001,,40,,,2.43,EUR,2.43,0.0,2.43
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,53,S,460001,,50,,,-2.03,EUR,0.0,2.03,-2.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,54,S,460001,,50,,,-200.0,EUR,0.0,200.0,-200.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,55,S,460001,,50,,,-1.85,EUR,0.0,1.85,-1.85
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,56,S,460001,,50,,,-0.04,EUR,0.0,0.04,-0.04
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,57,S,460001,,50,,,-2.24,EUR,0.0,2.24,-2.24
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,58,S,460001,,40,,,673.31,EUR,673.31,0.0,673.31
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,59,S,460001,,50,,,-0.02,EUR,0.0,0.02,-0.02
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,60,S,460001,,40,,,0.02,EUR,0.02,0.0,0.02
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,61,S,460001,,40,,,1.99,EUR,1.99,0.0,1.99
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,62,S,460001,,50,,,-0.78,EUR,0.0,0.78,-0.78
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,63,S,460001,,50,,,-33.33,EUR,0.0,33.33,-33.33
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,64,S,460001,,50,,,-1500.0,EUR,0.0,1500.0,-1500.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,65,S,460001,,50,,,-15.69,EUR,0.0,15.69,-15.69
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,66,S,460001,,50,,,-105.87,EUR,0.0,105.87,-105.87
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,67,S,460001,,40,,,0.01,EUR,0.01,0.0,0.01
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,68,S,460001,,50,,,-102.76,EUR,0.0,102.76,-102.76
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,69,S,460001,,50,,,-2.52,EUR,0.0,2.52,-2.52
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,70,S,460001,,40,,,2.2,EUR,2.2,0.0,2.2
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,71,S,460001,,40,,,198.66,EUR,198.66,0.0,198.66
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,72,S,460001,,50,,,-198.66,EUR,0.0,198.66,-198.66
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,73,S,460001,,40,,,4.4,EUR,4.4,0.0,4.4
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,74,S,460001,,50,,,-5.19,EUR,0.0,5.19,-5.19
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,75,S,460001,,50,,,-1500.0,EUR,0.0,1500.0,-1500.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,76,S,460001,,50,,,-150.0,EUR,0.0,150.0,-150.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,77,S,460001,,40,,,79.53,EUR,79.53,0.0,79.53
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,78,S,460001,,40,,,305.72,EUR,305.72,0.0,305.72
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,79,S,460001,,50,,,-300.0,EUR,0.0,300.0,-300.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,80,S,460001,,40,,,402.02,EUR,402.02,0.0,402.02
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,81,S,460001,,40,,,1.62,EUR,1.62,0.0,1.62
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,82,S,460001,,40,,,1.4,EUR,1.4,0.0,1.4
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,83,S,460001,,50,,,-800.0,EUR,0.0,800.0,-800.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,84,S,460001,,40,,,4.7,EUR,4.7,0.0,4.7
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,85,S,460001,,50,,,-1.61,EUR,0.0,1.61,-1.61
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,86,S,460001,,40,,,3.38,EUR,3.38,0.0,3.38
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,87,S,460001,,50,,,-1500.0,EUR,0.0,1500.0,-1500.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,88,S,460001,,40,,,1.8,EUR,1.8,0.0,1.8
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,89,S,460001,,40,,,0.67,EUR,0.67,0.0,0.67
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,90,S,460001,,50,,,-300.0,EUR,0.0,300.0,-300.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,91,S,460001,,50,,,-95.04,EUR,0.0,95.04,-95.04
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,CPUdte,,,Reference No.,,,,,0.0,EUR,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Account Name..............,LIt,A,G/L,BA,PK,,VA,0.0,Curr,0.0,0.0,0.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,92,S,460001,,50,,,-150.0,EUR,0.0,150.0,-150.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,93,S,460001,,40,,,7.4,EUR,7.4,0.0,7.4
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Anticipos de remuner,94,S,460001,,40,,,0.29,EUR,0.29,0.0,0.29
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Remuneraciones ptes,95,S,465007,,50,,,-10.71,EUR,0.0,10.71,-10.71
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Remuneraciones ptes,96,S,465004,,40,,,1290449.39,EUR,1290449.39,0.0,1290449.39
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Remuneraciones ptes,97,S,465004,,50,,,-216491.9,EUR,0.0,216491.9,-216491.9
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Organismos de la Seg,98,S,476001,,50,,,-557844.9,EUR,0.0,557844.9,-557844.9
"9,150124,100066698,10124,311223,Z1,,NOMINA 202312,""HP, Acreed.Ret.pract"",99,S,475100,,50,,,-537499.31,EUR,0.0,537499.31,-537499.31"
"9,150124,100066698,10124,311223,Z1,,NOMINA 202312,""HP, Acreed.Ret.pract"",100,S,475103,,50,,,-7367.71,EUR,0.0,7367.71,-7367.71"
"9,150124,100066698,10124,311223,Z1,,NOMINA 202312,""HP, Acreed.Ret.pract"",101,S,475106,,50,,,-9377.43,EUR,0.0,9377.43,-9377.43"
"9,150124,100066698,10124,311223,Z1,,NOMINA 202312,""HP, Acreed.Ret.pract"",102,S,475107,,50,,,-69.32,EUR,0.0,69.32,-69.32"
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Organismo SS,103,S,476002,,50,,,-24281.29,EUR,0.0,24281.29,-24281.29
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Arrendamiento Coches,104,S,621007,,50,,,-398.92,EUR,0.0,398.92,-398.92
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Arrendamiento Coches,105,S,621007,,50,,,-345.23,EUR,0.0,345.23,-345.23
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Formación,106,S,629600,,40,,,77.99,EUR,77.99,0.0,77.99
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Formación,107,S,629600,,40,,,36.12,EUR,36.12,0.0,36.12
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Formación,108,S,629600,,40,,,74.22,EUR,74.22,0.0,74.22
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,109,S,640000,,40,,,5561.81,EUR,5561.81,0.0,5561.81
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,110,S,640000,,40,,,1998.04,EUR,1998.04,0.0,1998.04
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,111,S,640000,,40,,,7440.6,EUR,7440.6,0.0,7440.6
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,112,S,640000,,40,,,3000.0,EUR,3000.0,0.0,3000.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,113,S,640000,,40,,,3905.03,EUR,3905.03,0.0,3905.03
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,114,S,640000,,40,,,5097.45,EUR,5097.45,0.0,5097.45
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,115,S,640000,,40,,,4527.32,EUR,4527.32,0.0,4527.32
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,116,S,640000,,40,,,9625.92,EUR,9625.92,0.0,9625.92
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,117,S,640000,,40,,,3785.71,EUR,3785.71,0.0,3785.71
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,118,S,640000,,40,,,3652.68,EUR,3652.68,0.0,3652.68
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,119,S,640000,,40,,,6177.63,EUR,6177.63,0.0,6177.63
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,120,S,640000,,40,,,4182.14,EUR,4182.14,0.0,4182.14
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,121,S,640000,,40,,,2923.96,EUR,2923.96,0.0,2923.96
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,122,S,640000,,40,,,2810.5,EUR,2810.5,0.0,2810.5
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,123,S,640000,,40,,,5850.0,EUR,5850.0,0.0,5850.0
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,124,S,640000,,40,,,3533.69,EUR,3533.69,0.0,3533.69
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,125,S,640000,,40,,,3928.57,EUR,3928.57,0.0,3928.57
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,126,S,640000,,40,,,35529.17,EUR,35529.17,0.0,35529.17
9,150124,100066698,10124,311223,Z1,,NOMINA 202312,Sueldos y salarios,127,S,640000,,40,,,20563.97,EUR,20563.97,0.0,20563.97
