file,line_no,text,label
ejemplo4.1.txt,38,"|1700 |2024 |0102000036|20240307|20240308|093805|PGONZALEZ |Factura                  |EUR  |     |FBVB               |          |KR   |20240307|00000000|",DATA
ejemplo4.1.txt,39,"|1700 |2024 |0102000037|20240307|20240307|151320|PGONZALEZ |                         |EUR  |     |FB60               |          |KG   |20240307|00000000|",DATA
ejemplo4.2.txt,1,"|BUKRS|GJAHR|BELNR     |BUZEI|SHKZG|        DMBTR|        WRBTR|HKONT     |SGTXT                                             |AUGDT   |AUGCP   |AUGBL     |LIFNR     |",HEADER
ejemplo4.2.txt,2,"|1700 |2024 |0102000000|001  |H    |    8.834,82 |    9.752,00 |0041300000|SERVICIO RHM DICIEMBRE 23                         |20240129|20240129|0110027017|80A394    |",DATA
ejemplo4.2.txt,3,"|1700 |2024 |0102000000|002  |S    |    8.834,82 |    9.752,00 |0041309999|SERVICIO RHM DICIEMBRE 23                         |20240105|20240105|0110009383|          |",DATA
ejemplo4.2.txt,4,"|1700 |2024 |0102000000|003  |H    |    1.855,31 |    2.047,92 |0047700000|RHM 127 - Reservas Hoteleras Mexico SA de CV      |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,5,"|1700 |2024 |0102000000|004  |S    |    1.855,31 |    2.047,92 |0047200000|RHM 127 - Reservas Hoteleras Mexico SA de CV      |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,6,"|1700 |2024 |0102000001|001  |H    |       43,56 |       43,56 |0041300000|SERVICIOS ASESORAMIENTO LABORAL DICIEMBRE 2023    |20240131|20240214|0110054615|80A222    |",DATA
ejemplo4.2.txt,7,"|1700 |2024 |0102000001|002  |S    |       36,00 |       36,00 |0041309999|SERVICIOS ASESORAMIENTO LABORAL DICIEMBR          |20240108|20240108|0110009401|          |",DATA
ejemplo4.2.txt,8,"|1700 |2024 |0102000001|003  |S    |        7,56 |        7,56 |0047200000|4300-24000002 - CITADEL S.L.                      |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,9,"|1700 |2024 |0102000002|001  |H    |       36,30 |       36,30 |0041000000|PLAN DE FORMACION BONIFICADA 2023 - DERIVALYA     |20240129|20240129|0103000006|0000531203|",DATA
ejemplo4.2.txt,10,"|1700 |2024 |0102000002|002  |S    |       30,00 |       30,00 |0041099999|PLAN DE FORMACION BONIFICADA 2023 - DERIVALYA     |20240108|20240108|0110009402|          |",DATA
ejemplo4.2.txt,11,"|1700 |2024 |0102000002|003  |S    |        6,30 |        6,30 |0047200000|3763-2023 - DERIVALYA FORMACION, DESARROLLO       |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,12,"|1700 |2024 |0102000003|001  |H    |        3,63 |        3,63 |0041000000|PLAN DE FORMACION BONIFICADA 2023 - DERIVALYA     |20240129|20240129|0103000006|0000531203|",DATA
ejemplo4.2.txt,13,"|1700 |2024 |0102000003|002  |S    |        3,00 |        3,00 |0041099999|PLAN DE FORMACION BONIFICADA 2023 - DERIVALYA     |20240108|20240108|0110009402|          |",DATA
ejemplo4.2.txt,14,"|1700 |2024 |0102000003|003  |S    |        0,63 |        0,63 |0047200000|3764-2023 - DERIVALYA FORMACION, DESARROLLO       |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,15,"|1700 |2024 |0102000004|001  |H    |      487,63 |      487,63 |0041000000|PLAN DE FORMACION BONIFICADA 2023 - DERIVALYA     |20240129|20240129|0103000006|0000531203|",DATA
ejemplo4.2.txt,16,"|1700 |2024 |0102000004|002  |S    |      403,00 |      403,00 |0041099999|PLAN DE FORMACION BONIFICADA 2023 - DERIVALYA     |20240108|20240108|0110009402|          |",DATA
ejemplo4.2.txt,17,"|1700 |2024 |0102000004|003  |S    |       84,63 |       84,63 |0047200000|3797-2023 - DERIVALYA FORMACION, DESARROLLO       |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,18,"|1700 |2024 |0102000005|001  |H    |       48,76 |       48,76 |0041000000|PLAN DE FORMACION BONIFICADA 2023 - DERIVALYA     |20240129|20240129|0103000006|0000531203|",DATA
ejemplo4.2.txt,19,"|1700 |2024 |0102000005|002  |S    |       40,30 |       40,30 |0041099999|PLAN DE FORMACION BONIFICADA 2023 - DERIVALYA     |20240108|20240108|0110009402|          |",DATA
ejemplo4.2.txt,20,"|1700 |2024 |0102000005|003  |S    |        8,46 |        8,46 |0047200000|3798-2023 - DERIVALYA FORMACION, DESARROLLO       |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,21,"|1700 |2024 |0102000006|001  |H    |       60,50 |       60,50 |0040000000|LOTES DE NAVIDAD 2023 - CAMPOFR O                 |20240307|20240307|0110077023|0000501131|",DATA
ejemplo4.2.txt,22,"|1700 |2024 |0102000006|002  |S    |       55,00 |       55,00 |0041099999|LOTES DE NAVIDAD 2023 - CAMPOFR O                 |20240307|20240307|0110077024|          |",DATA
ejemplo4.2.txt,23,"|1700 |2024 |0102000006|003  |S    |        5,50 |        5,50 |0047200000|5309562232 - CAMPOFRIO FOOD GROUP S.A             |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,24,"|1700 |2024 |0102000007|001  |H    |      121,00 |      121,00 |0040000000|LOTES DE NAVIDAD 2023 - CAMPOFR O                 |20240307|20240307|0110077023|0000501131|",DATA
ejemplo4.2.txt,25,"|1700 |2024 |0102000007|002  |S    |      110,00 |      110,00 |0041099999|LOTES DE NAVIDAD 2023 - CAMPOFR O                 |20240307|20240307|0110077024|          |",DATA
ejemplo4.2.txt,26,"|1700 |2024 |0102000007|003  |S    |       11,00 |       11,00 |0047200000|5309575067 - CAMPOFRIO FOOD GROUP S.A             |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,27,"|1700 |2024 |0102000008|001  |H    |      121,24 |      121,24 |0040000000|FOTOCOPIAS OCT - DIC 23 - RICOH                   |20240129|20240129|0103000003|0000504172|",DATA
ejemplo4.2.txt,28,"|1700 |2024 |0102000008|002  |S    |      100,20 |      100,20 |0041099999|FOTOCOPIAS OCT - DIC 23 - RICOH                   |20240116|20240116|0110026749|          |",DATA
ejemplo4.2.txt,29,"|1700 |2024 |0102000008|003  |S    |       21,04 |       21,04 |0047200000|844485229 - RICOH ESPA A S.L.                     |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,30,"|1700 |2024 |0102000009|001  |H    |      605,00 |      605,00 |0041300000|Prestaci n servicios centrales corporativos 2023  |20240213|20240213|0110054605|80A223    |",DATA
ejemplo4.2.txt,31,"|1700 |2024 |0102000009|002  |S    |      500,00 |      500,00 |0041309999|Prestaci n servicios centrales corporativos 2023  |20240117|20240117|0110026750|          |",DATA
ejemplo4.2.txt,32,"|1700 |2024 |0102000009|003  |S    |      105,00 |      105,00 |0047200000|4200-24000088 - Hoteles Tur sticos Unidos, S.A.   |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,33,"|1700 |2024 |0102000010|001  |H    |      121,21 |      121,21 |0041000000|MINUTA AA/232510 EI                               |20240117|20240117|0110026752|0000524354|",DATA
ejemplo4.2.txt,34,"|1700 |2024 |0102000010|002  |S    |      112,37 |      112,37 |0041099999|MINUTA AA/232510 EI                               |20240117|20240117|0110026751|          |",DATA
ejemplo4.2.txt,35,"|1700 |2024 |0102000010|003  |S    |        2,10 |        2,10 |0041099999|MINUTA AA/232510 EI                               |20240117|20240117|0110026751|          |",DATA
ejemplo4.2.txt,36,"|1700 |2024 |0102000010|004  |S    |       23,60 |       23,60 |0047200000|AA/232510 - ANTONIO BOSCH CARRERA                 |00000000|00000000|          |          |",DATA
ejemplo4.2.txt,37,"|1700 |2024 |0102000010|005  |H    |       16,86 |       16,86 |0047510001|AA/232510 - ANTONIO BOSCH CARRERA                 |20240422|20240515|0110166398|          |",DATA
ejemplo4.2.txt,38,"|1700 |2024 |0102000011|001  |H    |      183,74 |      183,74 |0041000000|MINUTA AA/232511 EI                               |20240117|20240117|0110026753|0000524354|",DATA
ejemplo4.2.txt,39,"|1700 |2024 |0102000011|002  |S    |      170,51 |      170,51 |0041099999|MINUTA AA/232511 EI                               |20240117|20240117|0110026751|          |",DATA
ejemplo4.2.txt,40,"|1700 |2024 |0102000011|003  |S    |        3,00 |        3,00 |0041099999|MINUTA AA/232511 EI                               |20240117|20240117|0110026751|          |",DATA
Ejemplo3.csv,1,"CINARA PROPERTIES, SL                             Diario de documentos (acc 01.01.2024 - 31.12.2024                             Hora 17:04:01     Fecha 27.03.2025",META
Ejemplo3.csv,2,"MADRID                 Ledger 0L                                                                     RFBELJ10/SCAMPELO Página           1",META
Ejemplo3.csv,3,"",BLANK
Ejemplo3.csv,4,"	Referencia		    Número	Registrado		Nº doc.		Período			Fe.contab.	Fecha doc.	Clase	Texto cab.documento			Usuario	Nº doc.LM	EjLM	Anulación	 Ej.",HEADER
Ejemplo3.csv,5,"	Cuenta				CC		Lib.mayor		II	  Debe en moneda local			 Haber en moneda local		ML	Texto",HEADER
Ejemplo3.csv,6,"",BLANK
Ejemplo3.csv,7,"	.		         1	01.02.2024		102000001		      1			01.01.2024	01.01.2024	AA	Factura Activo Fijo			JGARCIA	102000001	2024",PARENT
Ejemplo3.csv,8,"	0022000000	Inver terr y bie nat			75				-9.094.913,01				EUR	RECLASIFICACION PALACIO DE LA TINTA MALAGA TASACION",CHILD
Ejemplo3.csv,9,"	0023100000	Construc. En Curso			70				         9.094.913,01				EUR	RECLASIFICACION PALACIO DE LA TINTA MALAGA TASACION",CHILD
Ejemplo3.csv,10,"",BLANK
Ejemplo3.csv,11,"			         2	24.01.2024		110000009		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000009	2024	110000017	2024",PARENT
Ejemplo3.csv,12,"	0057221500	EBN0040000784			50					               444,01		EUR	Retención sobre intereses abonados 21/12/23 - 31/",CHILD
Ejemplo3.csv,13,"	0057221502	EBN0040000784			40					               444,01			EUR	Retención sobre intereses abonados 21/12/23 - 31/",CHILD
Ejemplo3.csv,14,"",BLANK
Ejemplo3.csv,15,"			         3	24.01.2024		110000010		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000010	2024	110000016	2024",PARENT
Ejemplo3.csv,16,"	0057221500	EBN0040000784			50					             1.112,98		EUR	Retención sobre intereses abonados 01/10/23 - 20/",CHILD
Ejemplo3.csv,17,"	0057221502	EBN0040000784			40					             1.112,98			EUR	Retención sobre intereses abonados 01/10/23 - 20/",CHILD
Ejemplo3.csv,18,"",BLANK
Ejemplo3.csv,19,"			         4	24.01.2024		110000011		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000011	2024	110000015	2024",PARENT
Ejemplo3.csv,20,"	0057221500	EBN0040000784			50					             3.127,13		EUR	Retención sobre intereses abonados 01/07/23 - 30/",CHILD
Ejemplo3.csv,21,"	0057221502	EBN0040000784			40					             3.127,13			EUR	Retención sobre intereses abonados 01/07/23 - 30/",CHILD
Ejemplo3.csv,22,"",BLANK
Ejemplo3.csv,23,"			         5	24.01.2024		110000012		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000012	2024	110000014	2024",PARENT
Ejemplo3.csv,24,"	0057221500	EBN0040000784			50					             2.675,34		EUR	Retención sobre intereses abonados 01/04/23 - 30/",CHILD
Ejemplo3.csv,25,"	0057221502	EBN0040000784			40					             2.675,34			EUR	Retención sobre intereses abonados 01/04/23 - 30/",CHILD
Ejemplo3.csv,26,"",BLANK
Ejemplo3.csv,27,"			         6	24.01.2024		110000013		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000013	2024	110000013	2024",PARENT
Ejemplo3.csv,28,"	0057221500	EBN0040000784			50					             1.756,35		EUR	Retención sobre intereses abonados 01/01/23 - 31/",CHILD
Ejemplo3.csv,29,"	0057221502	EBN0040000784			40					             1.756,35			EUR	Retención sobre intereses abonados 01/01/23 - 31/",CHILD
Ejemplo3.csv,30,"",BLANK
Ejemplo3.csv,31,"			         7	24.01.2024		110000014		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000014	2024	110000012	2024",PARENT
Ejemplo3.csv,32,"	0057221500	EBN0040000784			50				-2.675,34					EUR	Retención sobre intereses abonados 01/04/23 - 30/",CHILD
Ejemplo3.csv,33,"	0057221502	EBN0040000784			40				-2.675,34					EUR	Retención sobre intereses abonados 01/04/23 - 30/",CHILD
Ejemplo3.csv,34,"",BLANK
Ejemplo3.csv,35,"			         8	24.01.2024		110000015		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000015	2024	110000011	2024",PARENT
Ejemplo3.csv,36,"	0057221500	EBN0040000784			50				-3.127,13					EUR	Retención sobre intereses abonados 01/07/23 - 30/",CHILD
Ejemplo3.csv,37,"	0057221502	EBN0040000784			40				-3.127,13					EUR	Retención sobre intereses abonados 01/07/23 - 30/",CHILD
Ejemplo3.csv,38,"",BLANK
Ejemplo3.csv,39,"			         9	24.01.2024		110000016		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000016	2024	110000010	2024",PARENT
Ejemplo3.csv,40,"	0057221500	EBN0040000784			50				-1.112,98					EUR	Retención sobre intereses abonados 01/10/23 - 20/",CHILD
Ejemplo3.csv,41,"	0057221502	EBN0040000784			40				-1.112,98					EUR	Retención sobre intereses abonados 01/10/23 - 20/",CHILD
Ejemplo3.csv,42,"",BLANK
Ejemplo3.csv,43,"			        10	24.01.2024		110000017		      1			01.01.2024	01.01.2024	SA	Documento cta.mayor			SCAMPELO	110000017	2024	110000009	2024",PARENT
Ejemplo3.csv,44,"	0057221500	EBN0040000784			50					  -444,01					EUR	Retención sobre intereses abonados 21/12/23 - 31/",CHILD
Ejemplo3.csv,45,"	0057221502	EBN0040000784			40					  -444,01					EUR	Retención sobre intereses abonados 21/12/23 - 31/",CHILD
Ejemplo3.csv,46,"",BLANK
Ejemplo3.csv,47,"			        11	31.01.2024		120000135		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000135	2024",PARENT
Ejemplo3.csv,48,"	0062300000	CUOTA ENERO 2024 MADR			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 MADRID",CHILD
Ejemplo3.csv,49,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,50,"",BLANK
Ejemplo3.csv,51,"			        12	31.01.2024		120000136		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000136	2024",PARENT
Ejemplo3.csv,52,"	0062300000	CUOTA ENERO 2024 VALE			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 VALENCIA",CHILD
Ejemplo3.csv,53,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,54,"",BLANK
Ejemplo3.csv,55,"			        13	31.01.2024		120000137		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000137	2024",PARENT
Ejemplo3.csv,56,"	0062300000	CUOTA ENERO 2024 BARC			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 BARCELONA",CHILD
Ejemplo3.csv,57,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,58,"",BLANK
Ejemplo3.csv,59,"			        14	31.01.2024		120000138		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000138	2024",PARENT
Ejemplo3.csv,60,"	0062300000	CUOTA ENERO 2024 SEVI			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 SEVILLA",CHILD
Ejemplo3.csv,61,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,62,"",BLANK
Ejemplo3.csv,63,"			        15	31.01.2024		120000139		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000139	2024",PARENT
Ejemplo3.csv,64,"	0062300000	CUOTA ENERO 2024 BILL			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 BILBAO",CHILD
Ejemplo3.csv,65,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,66,"",BLANK
Ejemplo3.csv,67,"			        16	31.01.2024		120000140		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000140	2024",PARENT
Ejemplo3.csv,68,"	0062300000	CUOTA ENERO 2024 ZARA			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 ZARAGOZA",CHILD
Ejemplo3.csv,69,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,70,"",BLANK
Ejemplo3.csv,71,"			        17	31.01.2024		120000141		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000141	2024",PARENT
Ejemplo3.csv,72,"	0062300000	CUOTA ENERO 2024 VIGO			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 VIGO",CHILD
Ejemplo3.csv,73,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,74,"",BLANK
Ejemplo3.csv,75,"			        18	31.01.2024		120000142		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000142	2024",PARENT
Ejemplo3.csv,76,"	0062300000	CUOTA ENERO 2024 MALA			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 MALAGA",CHILD
Ejemplo3.csv,77,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,78,"",BLANK
Ejemplo3.csv,79,"			        19	31.01.2024		120000143		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000143	2024",PARENT
Ejemplo3.csv,80,"	0062300000	CUOTA ENERO 2024 CORU			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 CORUÑA",CHILD
Ejemplo3.csv,81,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,82,"",BLANK
Ejemplo3.csv,83,"			        20	31.01.2024		120000144		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000144	2024",PARENT
Ejemplo3.csv,84,"	0062300000	CUOTA ENERO 2024 MURC			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 MURCIA",CHILD
Ejemplo3.csv,85,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,86,"",BLANK
Ejemplo3.csv,87,"			        21	31.01.2024		120000145		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000145	2024",PARENT
Ejemplo3.csv,88,"	0062300000	CUOTA ENERO 2024 PALM			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 PALMA",CHILD
Ejemplo3.csv,89,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,90,"",BLANK
Ejemplo3.csv,91,"			        22	31.01.2024		120000146		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000146	2024",PARENT
Ejemplo3.csv,92,"	0062300000	CUOTA ENERO 2024 SANC			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 SANTANDER",CHILD
Ejemplo3.csv,93,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,94,"",BLANK
Ejemplo3.csv,95,"			        23	31.01.2024		120000147		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000147	2024",PARENT
Ejemplo3.csv,96,"	0062300000	CUOTA ENERO 2024 GIRO			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 GIRONA",CHILD
Ejemplo3.csv,97,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,98,"",BLANK
Ejemplo3.csv,99,"			        24	31.01.2024		120000148		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000148	2024",PARENT
Ejemplo3.csv,100,"	0062300000	CUOTA ENERO 2024 LEON			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 LEON",CHILD
Ejemplo3.csv,101,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,102,"",BLANK
Ejemplo3.csv,103,"			        25	31.01.2024		120000149		      1			15.01.2024	15.01.2024	KR	Factura Proveedor			SCAMPELO	120000149	2024",PARENT
Ejemplo3.csv,104,"	0062300000	CUOTA ENERO 2024 CAST			50					            15.125,00		EUR	CUOTA MENSUAL ENERO 2024 CASTELLON",CHILD
Ejemplo3.csv,105,"	0077200000				50				-15.125,00					EUR",CHILD
Ejemplo3.csv,106,"",BLANK
Ejemplo3.csv,107,"			        26	31.01.2024		120000150		      1			31.01.2024	31.01.2024	KR	Factura Proveedor			SCAMPELO	120000150	2024",PARENT
Ejemplo3.csv,108,"	0062300000	Agua ENERO 2024			50					             2.380,95		EUR	Factura agua Enero 2024",CHILD
Ejemplo3.csv,109,"	0047200000	Agua ENERO 2024			50					               500,00		EUR	Factura agua Enero 2024",CHILD
Ejemplo3.csv,110,"	0077200000				50				-2.880,95					EUR",CHILD
Ejemplo3.csv,111,"",BLANK
Ejemplo3.csv,112,"			        27	31.01.2024		120000151		      1			31.01.2024	31.01.2024	KR	Factura Proveedor			SCAMPELO	120000151	2024",PARENT
Ejemplo3.csv,113,"	0062800000	Luz ENERO 2024			50					             8.450,25		EUR	Factura electricidad Enero 2024",CHILD
Ejemplo3.csv,114,"	0047200000	Luz ENERO 2024			50					             1.774,55		EUR	Factura electricidad Enero 2024",CHILD
Ejemplo3.csv,115,"	0077200000				50				-10.224,80					EUR",CHILD
Ejemplo3.csv,116,"",BLANK
Ejemplo3.csv,117,"			        28	31.01.2024		120000152		      1			31.01.2024	31.01.2024	KR	Factura Proveedor			SCAMPELO	120000152	2024",PARENT
